gene	JC	K2P
FBgn0000008	 10.24 10.29
FBgn0038200	  5.17  5.22
FBgn0038201	  -0.00  -0.00
FBgn0038202	  1.01  1.01
FBgn0038203	 14.60 14.68
FBgn0038204	 14.93 14.94
FBgn0038205	  1.03  1.03
FBgn0038206	 14.39 14.39
FBgn0038207	  1.05  1.05
FBgn0038208	  1.11  1.11
FBgn0038209	 13.52 13.62
FBgn0038210	  8.72  8.81
FBgn0038211	  4.11  4.11
FBgn0038213	 11.90 12.08
FBgn0038214	 11.21 11.29
FBgn0038218	  1.01  1.01
FBgn0038219	 10.73 10.80
FBgn0038221	  6.20  6.22
FBgn0038223	 13.08 13.09
FBgn0038224	 16.74 16.74
FBgn0038225	  9.10  9.10
FBgn0038233	 14.76 15.01
FBgn0038234	 14.76 15.01
FBgn0038235	  2.58  2.58
FBgn0038236	 10.97 10.99
FBgn0038237	  5.17  5.19
FBgn0038238	  3.06  3.06
FBgn0038239	  9.03  9.03
FBgn0038240	  3.06  3.09
FBgn0038241	  4.11  4.11
FBgn0038242	  4.15  4.17
FBgn0038244	  6.53  6.56
FBgn0038246	  3.06  3.07
FBgn0038247	  1.05  1.05
FBgn0038248	  2.03  2.03
FBgn0038250	  1.01  1.01
FBgn0038252	  6.67  6.71
FBgn0038256	  9.69  9.73
FBgn0038257	  2.05  2.05
FBgn0038258	  7.76  7.77
FBgn0038260	  4.15  4.16
FBgn0038261	  3.66  3.66
FBgn0038262	  2.03  2.03
FBgn0038266	 12.72 12.76
FBgn0038268	  7.80  7.92
FBgn0038269	-nan	-nan
FBgn0038271	  9.69  9.73
FBgn0038272	 11.09 11.23
FBgn0038273	  4.11  4.11
FBgn0038274	-nan	-nan
FBgn0038275	  8.46  8.48
FBgn0038277	  8.64  8.70
FBgn0038279	  1.12  1.12
FBgn0038280	 10.73 10.74
FBgn0038281	  8.34  8.36
FBgn0038282	  -0.00  -0.00
FBgn0038285	  6.25  6.29
FBgn0038286	  9.80  9.81
FBgn0038291	  6.67  6.68
FBgn0038294	  1.01  1.01
FBgn0038295	  -0.00  -0.00
FBgn0038296	 11.90 11.91
FBgn0038299	 10.61 10.62
FBgn0038300	  7.35  7.41
FBgn0038301	 11.90 11.91
FBgn0038302	 11.00 11.00
FBgn0038303	 10.59 10.59
FBgn0038304	 17.12 17.12
FBgn0038306	 15.19 15.19
FBgn0038307	 14.68 14.69
FBgn0038309	  3.06  3.09
FBgn0038311	 12.72 12.74
FBgn0038312	 14.44 14.51
FBgn0038313	  5.98  6.00
FBgn0038315	 10.73 10.80
FBgn0038316	 12.53 12.53
FBgn0038318	  3.49  3.50
FBgn0038319	  -0.00  -0.00
FBgn0038320	  9.90  9.90
FBgn0038321	  7.43  7.43
FBgn0038324	 12.03 12.04
FBgn0038325	 12.19 12.20
FBgn0038326	  8.02  8.03
FBgn0038327	 11.47 11.55
FBgn0038330	 10.86 10.91
FBgn0038331	  4.20  4.22
FBgn0038332	  2.03  2.03
FBgn0038334	  6.82  6.92
FBgn0038337	  1.01  1.01
FBgn0038339	  -0.00  -0.00
FBgn0038342	  7.41  7.41
FBgn0038343	  4.11  4.13
FBgn0038344	  8.83  8.83
FBgn0038345	 30.41 34.66
FBgn0038348	  2.03  2.03
FBgn0038349	  6.32  6.33
FBgn0038350	  9.59  9.67
FBgn0038353	  3.26  3.27
FBgn0038354	  1.01  1.01
FBgn0038355	  -0.00  -0.00
FBgn0038356	 10.41 10.41
FBgn0038357	 24.71 25.23
FBgn0038359	  8.74  8.74
FBgn0038360	 11.03 11.04
FBgn0038363	 11.90 12.01
FBgn0038365	  2.79  2.79
FBgn0038366	  4.11  4.11
FBgn0038369	  5.84  5.87
FBgn0038371	-nan	-nan
FBgn0038373	  8.83  8.89
FBgn0038376	  8.46  8.46
FBgn0038377	  5.28  5.28
FBgn0038380	  1.01  1.01
FBgn0038385	  9.03  9.03
FBgn0038386	 12.80 12.84
FBgn0038387	  6.13  6.16
FBgn0038388	  1.01  1.01
FBgn0038389	  1.01  1.01
FBgn0038390	  8.46  8.48
FBgn0038391	  2.03  2.03
FBgn0038394	  1.01  1.01
FBgn0038395	  8.68  8.68
FBgn0038396	 12.63 12.82
FBgn0038397	  -0.00  -0.00
FBgn0038398	  3.13  3.13
FBgn0038400	 17.22 17.52
FBgn0038401	 21.89 22.22
FBgn0038402	  1.01  1.01
FBgn0038404	  3.06  3.06
FBgn0038405	  1.01  1.01
FBgn0038407	  2.03  2.04
FBgn0038412	  3.13  3.13
FBgn0038414	  3.06  3.06
FBgn0038415	 10.73 10.80
FBgn0038416	  -0.00  -0.00
FBgn0038418	  7.35  7.35
FBgn0038419	  6.25  6.29
FBgn0038420	  1.01  1.01
FBgn0038422	  1.01  1.01
FBgn0038423	  2.07  2.07
FBgn0038424	  8.74  8.92
FBgn0038425	 16.80 16.88
FBgn0038426	-nan	-nan
FBgn0038427	  7.35  7.35
FBgn0038428	 12.32 12.36
FBgn0038429	 11.47 11.54
FBgn0038431	  5.17  5.18
FBgn0038435	  3.06  3.06
FBgn0038436	  1.01  1.01
FBgn0038437	  7.35  7.41
FBgn0038438	 18.00 18.03
FBgn0038439	  1.04  1.04
FBgn0038445	 26.95 27.01
FBgn0038446	  2.09  2.09
FBgn0038447	  1.01  1.01
FBgn0038449	  1.01  1.01
FBgn0038450	  -0.00  -0.00
FBgn0038451	  3.13  3.13
FBgn0038452	  9.90  9.95
FBgn0038453	  4.63  4.64
FBgn0038454	 10.73 10.73
FBgn0038455	  6.25  6.29
FBgn0038458	  -0.00  -0.00
FBgn0038465	  4.11  4.13
FBgn0038466	  -0.00  -0.00
FBgn0038467	 10.73 10.80
FBgn0038468	  2.03  2.03
FBgn0038469	  1.01  1.01
FBgn0038472	 13.51 13.53
FBgn0038473	  3.06  3.06
FBgn0038474	  -0.00  -0.00
FBgn0038475	 12.03 12.08
FBgn0038476	  7.06  7.11
FBgn0038478	 14.50 14.62
FBgn0038481	  5.17  5.18
FBgn0038482	  2.03  2.03
FBgn0038484	  5.46  5.51
FBgn0038485	  5.17  5.19
FBgn0038487	  1.02  1.02
FBgn0038488	 14.28 14.28
FBgn0038492	  -0.00  -0.00
FBgn0038494	  5.17  5.18
FBgn0038498	  4.11  4.17
FBgn0038505	  6.32  6.36
FBgn0038506	 10.73 10.73
FBgn0038507	  1.03  1.03
FBgn0038508	  3.09  3.13
FBgn0038509	 19.28 19.51
FBgn0038510	  5.17  5.19
FBgn0038511	  2.03  2.03
FBgn0038512	-nan	-nan
FBgn0038515	 12.43 12.44
FBgn0038516	 15.24 15.26
FBgn0038519	 16.22 16.25
FBgn0038523	  5.71  5.72
FBgn0038524	  5.28  5.33
FBgn0038525	  1.01  1.01
FBgn0038526	  1.01  1.01
FBgn0038527	  1.02  1.02
FBgn0038528	  1.01  1.01
FBgn0038531	  4.11  4.11
FBgn0038532	  6.25  6.29
FBgn0038533	  4.15  4.18
FBgn0038535	 16.93 16.97
FBgn0038536	 15.67 15.80
FBgn0038540	 11.87 11.88
FBgn0038541	  4.11  4.11
FBgn0038545	  7.35  7.36
FBgn0038546	  5.28  5.29
FBgn0038549	 13.51 13.58
FBgn0038550	  4.29  4.29
FBgn0038552	 16.93 16.94
FBgn0038558	-nan	-nan
FBgn0038564	  7.51  7.51
FBgn0038565	  2.03  2.03
FBgn0038566	  5.34  5.39
FBgn0038567	  8.41  8.49
FBgn0038568	-nan	-nan
FBgn0038569	 14.28 14.28
FBgn0038575	  6.25  6.33
FBgn0038576	  8.64  8.66
FBgn0038577	  9.59  9.63
FBgn0038578	  9.59  9.67
FBgn0038579	  6.25  6.26
FBgn0038582	  8.62  8.65
FBgn0038583	  8.64  8.70
FBgn0038584	  3.06  3.07
FBgn0038585	  9.59  9.67
FBgn0038586	  4.48  4.51
FBgn0038588	 12.48 12.50
FBgn0038589	  4.11  4.13
FBgn0038592	  2.09  2.09
FBgn0038593	 12.03 12.04
FBgn0038595	  3.06  3.06
FBgn0038596	  3.16  3.17
FBgn0038597	  4.20  4.20
FBgn0038598	  5.17  5.19
FBgn0038602	  6.75  6.76
FBgn0038603	  2.14  2.14
FBgn0038606	  1.01  1.01
FBgn0038607	  4.11  4.11
FBgn0038610	  1.01  1.01
FBgn0038611	  5.28  5.30
FBgn0038613	  4.11  4.13
FBgn0038617	  8.51  8.52
FBgn0038619	 14.93 14.94
FBgn0038626	  8.62  8.65
FBgn0038629	  2.09  2.09
FBgn0038632	  8.46  8.56
FBgn0038638	  1.04  1.04
FBgn0038640	 13.37 13.37
FBgn0038642	  5.17  5.19
FBgn0038643	  1.12  1.12
FBgn0038645	  4.11  4.13
FBgn0038646	  -0.00  -0.00
FBgn0038647	  -0.00  -0.00
FBgn0038649	  8.71  8.78
FBgn0038651	 20.22 20.28
FBgn0038652	  1.02  1.02
FBgn0038653	  -0.00  -0.00
FBgn0038654	  2.03  2.03
FBgn0038655	  4.33  4.34
FBgn0038658	  5.28  5.30
FBgn0038659	 13.22 13.39
FBgn0038660	  3.16  3.19
FBgn0038662	 10.73 10.74
FBgn0038666	  4.11  4.11
FBgn0038672	  3.23  3.26
FBgn0038673	 12.03 12.31
FBgn0038674	  3.06  3.06
FBgn0038675	  9.06  9.07
FBgn0038676	  2.03  2.03
FBgn0038678	  6.98  6.99
FBgn0038679	  1.01  1.01
FBgn0038680	  7.35  7.37
FBgn0038681	  3.09  3.09
FBgn0038682	  6.25  6.25
FBgn0038683	  6.39  6.42
FBgn0038685	 28.05 28.15
FBgn0038686	  2.16  2.16
FBgn0038691	 10.61 10.79
FBgn0038692	  7.06  7.08
FBgn0038693	  7.43  7.43
FBgn0038694	  9.59  9.74
FBgn0038695	  2.07  2.07
FBgn0038701	  5.17  5.18
FBgn0038702	  6.25  6.25
FBgn0038705	  6.13  6.13
FBgn0038706	  9.81  9.88
FBgn0038709	 12.03 12.14
FBgn0038714	  1.01  1.01
FBgn0038715	  1.01  1.01
FBgn0038716	  2.03  2.04
FBgn0038717	  5.28  5.28
FBgn0038718	  4.20  4.20
FBgn0038719	  3.06  3.07
FBgn0038720	  1.02  1.02
FBgn0038721	 16.80 17.17
FBgn0038722	 12.21 12.27
FBgn0038723	-nan	-nan
FBgn0038725	  4.20  4.20
FBgn0038727	  -0.00  -0.00
FBgn0038732	  1.01  1.01
FBgn0038733	  6.25  6.26
FBgn0038734	  3.06  3.06
FBgn0038735	  6.89  6.89
FBgn0038737	 12.48 12.48
FBgn0038738	  6.53  6.54
FBgn0038739	  6.67  6.68
FBgn0038740	 13.22 13.23
FBgn0038741	 10.24 10.25
FBgn0038742	 22.43 22.53
FBgn0038744	  2.03  2.03
FBgn0038746	  4.48  4.48
FBgn0038747	  5.17  5.19
FBgn0038750	  1.01  1.01
FBgn0038751	  -0.00  -0.00
FBgn0038752	  -0.00  -0.00
FBgn0038753	  4.11  4.11
FBgn0038755	  4.29  4.31
FBgn0038756	  5.23  5.28
FBgn0038760	 13.22 13.22
FBgn0038761	  5.46  5.51
FBgn0038763	  5.98  6.01
FBgn0038765	  2.09  2.11
FBgn0038766	  5.23  5.24
FBgn0038767	  8.55  8.60
FBgn0038768	  6.60  6.60
FBgn0038769	 15.66 15.94
FBgn0038771	 10.73 10.76
FBgn0038772	  9.03  9.03
FBgn0038774	  2.23  2.23
FBgn0038775	  6.46  6.46
FBgn0038783	  3.09  3.10
FBgn0038784	  3.06  3.07
FBgn0038787	  9.69  9.85
FBgn0038788	  7.35  7.40
FBgn0038789	  3.13  3.13
FBgn0038796	 24.54 24.56
FBgn0038798	  4.11  4.17
FBgn0038799	  2.03  2.04
FBgn0038803	 16.93 17.03
FBgn0038804	  3.06  3.06
FBgn0038805	  2.05  2.06
FBgn0038806	  5.17  5.19
FBgn0038808	 15.50 15.56
FBgn0038809	 14.21 14.29
FBgn0038814	  3.06  3.06
FBgn0038815	  2.03  2.03
FBgn0038818	-nan	-nan
FBgn0038819	  2.03  2.04
FBgn0038820	  1.01  1.01
FBgn0038821	  2.05  2.06
FBgn0038826	  3.26  3.26
FBgn0038827	 16.60 16.63
FBgn0038828	  2.03  2.03
FBgn0038829	 15.50 15.62
FBgn0038830	-nan	-nan
FBgn0038832	  5.17  5.19
FBgn0038833	  2.03  2.03
FBgn0038837	  2.03  2.03
FBgn0038839	  5.17  5.18
FBgn0038840	  2.03  2.03
FBgn0038842	  3.06  3.07
FBgn0038845	  2.03  2.03
FBgn0038846	  1.01  1.01
FBgn0038847	  1.06  1.06
FBgn0038850	  1.01  1.01
FBgn0038851	  8.95  8.98
FBgn0038852	  -0.00  -0.00
FBgn0038853	  9.69  9.70
FBgn0038855	 10.01 10.06
FBgn0038857	  6.32  6.36
FBgn0038858	  4.11  4.11
FBgn0038859	  6.25  6.29
FBgn0038860	  8.41  8.41
FBgn0038861	 16.41 16.43
FBgn0038862	 11.34 11.37
FBgn0038865	  1.01  1.01
FBgn0038868	 11.90 12.08
FBgn0038869	  9.59  9.60
FBgn0038870	 11.88 11.92
FBgn0038872	  3.13  3.13
FBgn0038874	  3.06  3.07
FBgn0038876	  6.25  6.25
FBgn0038877	  5.34  5.36
FBgn0038878	  2.03  2.03
FBgn0038879	  -0.00  -0.00
FBgn0038880	  3.06  3.06
FBgn0038881	  4.11  4.11
FBgn0038886	  3.57  3.57
FBgn0038887	 10.36 10.46
FBgn0038888	 10.13 10.14
FBgn0038889	  6.90  6.91
FBgn0038890	  9.03  9.03
FBgn0038892	  2.03  2.03
FBgn0038893	  8.55  8.55
FBgn0038894	  2.09  2.11
FBgn0038897	  -0.00  -0.00
FBgn0038902	  2.03  2.03
FBgn0038903	 13.08 13.09
FBgn0038909	  9.46  9.46
FBgn0038912	  4.11  4.11
FBgn0038914	  5.17  5.22
FBgn0038916	  5.40  5.41
FBgn0038917	  5.40  5.40
FBgn0038918	  3.09  3.10
FBgn0038921	 15.29 15.38
FBgn0038922	 18.85 18.86
FBgn0038923	  6.25  6.33
FBgn0038925	 12.40 12.40
FBgn0038926	  5.17  5.18
FBgn0038929	  8.46  8.46
FBgn0038930	  4.11  4.11
FBgn0038931	  3.23  3.23
FBgn0038941	  6.25  6.29
FBgn0038943	  1.01  1.01
FBgn0038944	  1.49  1.49
FBgn0038945	  3.16  3.17
FBgn0038946	  1.02  1.02
FBgn0038951	  5.00  5.02
FBgn0038952	 10.32 10.32
FBgn0038953	  8.64  8.64
FBgn0038956	  -0.00  -0.00
FBgn0038957	  -0.00  -0.00
FBgn0038958	  2.03  2.03
FBgn0038959	  -0.00  -0.00
FBgn0038964	  2.21  2.21
FBgn0038965	  7.35  7.41
FBgn0038966	  4.11  4.11
FBgn0038967	  2.03  2.04
FBgn0038968	  1.01  1.01
FBgn0038972	  9.46  9.49
FBgn0038974	  9.80  9.81
FBgn0038975	  2.07  2.07
FBgn0038976	  7.35  7.41
FBgn0038977	  3.06  3.09
FBgn0038979	 12.53 12.55
FBgn0038980	  2.03  2.04
FBgn0038983	  2.09  2.09
FBgn0038984	 15.67 16.12
FBgn0038989	 16.41 16.64
FBgn0038993	  6.25  6.29
FBgn0039002	  7.59  7.61
FBgn0039003	 11.09 11.12
FBgn0039004	 14.28 14.31
FBgn0039006	  6.25  6.26
FBgn0039007	  4.24  4.27
FBgn0039009	  1.05  1.05
FBgn0039010	  7.43  7.43
FBgn0039013	 10.86 10.97
FBgn0039016	 14.28 14.42
FBgn0039017	  9.90  10.00
FBgn0039019	  4.24  4.24
FBgn0039022	  2.03  2.04
FBgn0039024	  -0.00  -0.00
FBgn0039027	  3.09  3.09
FBgn0039028	  1.03  1.03
FBgn0039029	  1.01  1.01
FBgn0039031	  5.17  5.18
FBgn0039033	  6.46  6.49
FBgn0039034	 10.85 10.98
FBgn0039038	  -0.00  -0.00
FBgn0039039	  2.58  2.58
FBgn0039040	  2.48  2.48
FBgn0039041	  4.11  4.11
FBgn0039042	  6.39  6.39
FBgn0039043	  -0.00  -0.00
FBgn0039044	 16.74 16.74
FBgn0039048	  3.06  3.06
FBgn0039051	  3.30  3.31
FBgn0039052	  7.35  7.37
FBgn0039053	  4.11  4.11
FBgn0039054	  3.13  3.13
FBgn0039055	  3.13  3.13
FBgn0039056	 20.40 20.40
FBgn0039058	  4.35  4.35
FBgn0039059	  8.64  8.64
FBgn0039064	  3.06  3.09
FBgn0039065	  6.20  6.22
FBgn0039066	 10.06 10.30
FBgn0039067	  2.05  2.06
FBgn0039068	 19.96 19.97
FBgn0039071	 14.28 14.28
FBgn0039073	  9.57  9.58
FBgn0039075	  2.31  2.31
FBgn0039077	  7.35  7.37
FBgn0039078	  1.01  1.01
FBgn0039080	  6.25  6.26
FBgn0039081	  -0.00  -0.00
FBgn0039083	  5.17  5.18
FBgn0039084	  1.01  1.01
FBgn0039087	  6.39  6.42
FBgn0039088	 18.27 18.29
FBgn0039089	  4.24  4.24
FBgn0039093	  6.32  6.32
FBgn0039094	  2.07  2.07
FBgn0039098	  5.98  6.04
FBgn0039099	  9.59  9.60
FBgn0039101	 21.58 21.92
FBgn0039102	  3.57  3.58
FBgn0039104	  8.46  8.48
FBgn0039106	  1.01  1.01
FBgn0039109	  7.35  7.47
FBgn0039110	  2.03  2.03
FBgn0039111	  5.23  5.23
FBgn0039112	  9.59  9.59
FBgn0039113	  7.35  7.41
FBgn0039114	  6.25  6.29
FBgn0039115	 15.11 15.27
FBgn0039116	  6.05  6.12
FBgn0039118	  7.35  7.37
FBgn0039120	  8.46  8.48
FBgn0039126	  8.74  8.79
FBgn0039128	  7.59  7.61
FBgn0039129	  6.20  6.20
FBgn0039130	 10.97 11.04
FBgn0039131	  4.11  4.13
FBgn0039135	  6.25  6.26
FBgn0039136	  5.28  5.29
FBgn0039137	  5.34  5.34
FBgn0039139	  7.35  7.37
FBgn0039140	  1.01  1.01
FBgn0039141	  8.55  8.55
FBgn0039147	  2.03  2.03
FBgn0039149	 18.63 18.63
FBgn0039150	 13.22 13.32
FBgn0039151	  8.55  8.57
FBgn0039153	  -0.00  -0.00
FBgn0039154	  4.11  4.13
FBgn0039155	  2.03  2.03
FBgn0039156	  9.59  9.67
FBgn0039157	  7.32  7.34
FBgn0039158	 10.24 10.29
FBgn0039159	  5.71  5.72
FBgn0039160	 11.90 12.08
FBgn0039161	  -0.00  -0.00
FBgn0039165	  4.98  4.99
FBgn0039169	  1.03  1.03
FBgn0039170	  -0.00  -0.00
FBgn0039175	  5.64  5.70
FBgn0039178	  4.98  5.00
FBgn0039180	  -0.00  -0.00
FBgn0039182	  5.17  5.19
FBgn0039183	  6.60  6.64
FBgn0039186	  8.46  8.56
FBgn0039187	  6.25  6.26
FBgn0039190	  4.11  4.13
FBgn0039192	  1.01  1.01
FBgn0039193	  5.17  5.19
FBgn0039195	  2.03  2.03
FBgn0039196	  5.17  5.19
FBgn0039197	  -0.00  -0.00
FBgn0039198	  1.01  1.01
FBgn0039199	  4.11  4.13
FBgn0039200	  4.20  4.20
FBgn0039201	 11.90 11.95
FBgn0039203	  3.06  3.07
FBgn0039204	 16.22 16.24
FBgn0039205	 13.22 13.23
FBgn0039213	  6.25  6.29
FBgn0039214	  -0.00  -0.00
FBgn0039215	  8.46  8.51
FBgn0039218	  9.90  10.00
FBgn0039223	  2.09  2.09
FBgn0039224	  1.01  1.01
FBgn0039226	  -0.00  -0.00
FBgn0039228	  6.05  6.07
FBgn0039232	  1.03  1.03
FBgn0039233	  7.67  7.67
FBgn0039237	  4.11  4.11
FBgn0039238	  5.17  5.22
FBgn0039239	  2.03  2.03
FBgn0039240	  7.41  7.41
FBgn0039244	  4.58  4.58
FBgn0039246	  1.01  1.01
FBgn0039249	 16.60 16.75
FBgn0039250	 10.59 10.60
FBgn0039254	 10.73 10.73
FBgn0039257	  1.01  1.01
FBgn0039258	  8.46  8.56
FBgn0039259	 14.44 14.58
FBgn0039260	  9.59  9.60
FBgn0039261	  9.14  9.14
FBgn0039264	  -0.00  -0.00
FBgn0039265	  4.11  4.13
FBgn0039266	  7.84  7.92
FBgn0039269	 17.65 17.68
FBgn0039270	 18.00 18.00
FBgn0039271	 24.64 24.65
FBgn0039273	 10.32 10.39
FBgn0039274	 10.85 10.87
FBgn0039277	  5.17  5.18
FBgn0039286	 10.48 10.53
FBgn0039288	  4.11  4.11
FBgn0039290	  -0.00  -0.00
FBgn0039291	 11.13 11.25
FBgn0039294	  -0.00  -0.00
FBgn0039296	  9.80  9.84
FBgn0039297	  1.01  1.01
FBgn0039298	  -0.00  -0.00
FBgn0039299	  3.06  3.07
FBgn0039300	-nan	-nan
FBgn0039301	 10.85 10.98
FBgn0039303	 13.34 13.36
FBgn0039304	 10.86 10.97
FBgn0039306	  6.98  7.08
FBgn0039310	  7.51  7.51
FBgn0039311	  1.01  1.01
FBgn0039312	  3.37  3.38
FBgn0039313	  3.19  3.19
FBgn0039316	  8.64  8.66
FBgn0039319	  6.25  6.26
FBgn0039321	  2.03  2.03
FBgn0039323	  8.74  8.75
FBgn0039324	  6.32  6.33
FBgn0039325	  4.29  4.29
FBgn0039326	  7.59  7.59
FBgn0039328	  3.06  3.07
FBgn0039329	  5.17  5.18
FBgn0039331	  6.25  6.29
FBgn0039335	 11.90 11.91
FBgn0039336	 14.44 14.67
FBgn0039337	 13.22 13.48
FBgn0039338	  6.25  6.25
FBgn0039341	  6.46  6.46
FBgn0039342	  4.38  4.39
FBgn0039344	  1.01  1.01
FBgn0039346	  3.16  3.16
FBgn0039347	 15.47 15.51
FBgn0039349	  9.90  9.91
FBgn0039350	  3.06  3.09
FBgn0039354	  1.06  1.06
FBgn0039355	  5.17  5.18
FBgn0039356	  7.43  7.45
FBgn0039357	  3.06  3.09
FBgn0039358	 13.22 13.26
FBgn0039360	  5.38  5.39
FBgn0039370	  2.11  2.11
FBgn0039371	  8.83  8.91
FBgn0039373	  8.83  8.85
FBgn0039376	  -0.00  -0.00
FBgn0039378	  5.77  5.77
FBgn0039379	 11.90 11.90
FBgn0039380	  1.01  1.01
FBgn0039381	  6.25  6.29
FBgn0039385	  8.55  8.55
FBgn0039386	  1.01  1.01
FBgn0039387	  3.66  3.67
FBgn0039395	 13.67 13.67
FBgn0039396	  2.07  2.07
FBgn0039398	-nan	-nan
FBgn0039402	  7.35  7.47
FBgn0039403	  6.25  6.25
FBgn0039404	  6.25  6.26
FBgn0039406	  6.25  6.29
FBgn0039407	  4.11  4.11
FBgn0039408	  3.16  3.16
FBgn0039411	  1.01  1.01
FBgn0039415	  -0.00  -0.00
FBgn0039420	  5.28  5.28
FBgn0039421	 13.08 13.12
FBgn0039424	  4.11  4.11
FBgn0039425	 11.61 11.64
FBgn0039428	  7.67  7.70
FBgn0039429	  1.04  1.04
FBgn0039430	 10.24 10.29
FBgn0039431	  1.01  1.01
FBgn0039434	  2.03  2.03
FBgn0039435	  1.01  1.01
FBgn0039436	  -0.00  -0.00
FBgn0039437	  1.01  1.01
FBgn0039438	  -0.00  -0.00
FBgn0039439	  2.16  2.16
FBgn0039440	  2.03  2.03
FBgn0039441	  1.01  1.01
FBgn0039443	  -0.00  -0.00
FBgn0039444	  5.17  5.22
FBgn0039448	  1.01  1.01
FBgn0039450	 24.99 25.00
FBgn0039451	  6.60  6.61
FBgn0039453	  2.16  2.17
FBgn0039454	  1.01  1.01
FBgn0039459	 13.08 13.17
FBgn0039462	  -0.00  -0.00
FBgn0039464	  -0.00  -0.00
FBgn0039466	  3.23  3.24
FBgn0039469	  -0.00  -0.00
FBgn0039470	  3.06  3.07
FBgn0039472	 13.08 13.17
FBgn0039473	  3.13  3.13
FBgn0039474	  4.11  4.11
FBgn0039475	  3.06  3.07
FBgn0039476	  2.07  2.07
FBgn0039478	  9.69  9.78
FBgn0039479	  -0.00  -0.00
FBgn0039480	  6.32  6.33
FBgn0039481	  -0.00  -0.00
FBgn0039482	  2.03  2.03
FBgn0039483	  4.11  4.13
FBgn0039485	  9.69  9.76
FBgn0039486	  -0.00  -0.00
FBgn0039488	  6.25  6.33
FBgn0039489	  5.23  5.24
FBgn0039490	  8.46  8.51
FBgn0039491	  4.11  4.13
FBgn0039494	  2.14  2.14
FBgn0039495	  5.17  5.19
FBgn0039500	  4.20  4.22
FBgn0039503	  3.06  3.09
FBgn0039504	  5.17  5.18
FBgn0039505	  4.29  4.29
FBgn0039507	  -0.00  -0.00
FBgn0039508	  7.35  7.41
FBgn0039509	 11.61 11.64
FBgn0039510	  3.09  3.10
FBgn0039511	  -0.00  -0.00
FBgn0039518	 23.26 23.33
FBgn0039519	  9.93 10.17
FBgn0039520	  1.20  1.20
FBgn0039521	  7.35  7.37
FBgn0039522	  4.11  4.11
FBgn0039523	  1.01  1.01
FBgn0039525	  7.67  7.68
FBgn0039527	  1.04  1.04
FBgn0039528	  7.76  7.78
FBgn0039529	  3.16  3.16
FBgn0039530	 11.47 11.48
FBgn0039531	 12.72 12.85
FBgn0039532	  5.98  5.98
FBgn0039536	  1.01  1.01
FBgn0039537	 11.34 11.34
FBgn0039538	  3.06  3.06
FBgn0039543	 14.50 14.62
FBgn0039544	 17.88 17.88
FBgn0039551	 11.47 11.48
FBgn0039554	-nan	-nan
FBgn0039555	 20.04 20.04
FBgn0039558	 18.11 18.14
FBgn0039559	  8.21  8.29
FBgn0039560	 16.74 16.84
FBgn0039561	  9.69  9.70
FBgn0039562	  5.17  5.19
FBgn0039563	 10.86 10.87
FBgn0039564	  3.16  3.19
FBgn0039568	 16.37 16.38
FBgn0039576	 22.70 22.71
FBgn0039577	  9.59  9.59
FBgn0039580	  5.17  5.20
FBgn0039581	  7.35  7.47
FBgn0039582	  8.74  8.75
FBgn0039584	  4.11  4.11
FBgn0039585	-nan	-nan
FBgn0039589	 17.32 17.33
FBgn0039590	  8.46  8.46
FBgn0039592	  2.03  2.03
FBgn0039594	  4.15  4.17
FBgn0039595	  -0.00  -0.00
FBgn0039596	  3.06  3.06
FBgn0039600	 11.61 11.64
FBgn0039601	 18.61 18.67
FBgn0039602	  6.53  6.56
FBgn0039609	  3.06  3.07
FBgn0039611	  1.03  1.03
FBgn0039613	  9.80  9.81
FBgn0039616	  8.72  8.72
FBgn0039617	  2.23  2.23
FBgn0039620	  3.06  3.06
FBgn0039621	  3.06  3.07
FBgn0039622	  4.15  4.17
FBgn0039623	  8.34  8.34
FBgn0039625	 13.18 13.20
FBgn0039626	  3.06  3.07
FBgn0039627	  7.35  7.35
FBgn0039628	  2.26  2.26
FBgn0039629	  7.67  7.70
FBgn0039630	-nan	-nan
FBgn0039632	  1.03  1.03
FBgn0039633	  2.09  2.09
FBgn0039634	 19.13 19.17
FBgn0039635	  7.35  7.35
FBgn0039636	  8.64  8.75
FBgn0039637	  2.03  2.03
FBgn0039638	  8.64  8.64
FBgn0039639	  9.59  9.60
FBgn0039640	 10.73 10.74
FBgn0039642	  7.84  7.85
FBgn0039644	  9.80  9.81
FBgn0039645	  2.03  2.04
FBgn0039647	  3.26  3.26
FBgn0039648	  5.17  5.22
FBgn0039651	  5.23  5.28
FBgn0039654	 12.03 12.04
FBgn0039655	  3.06  3.07
FBgn0039659	  9.46  9.48
FBgn0039663	  9.30  9.35
FBgn0039664	  8.64  8.65
FBgn0039665	 17.73 17.74
FBgn0039666	  9.59  9.63
FBgn0039667	  3.06  3.07
FBgn0039668	 14.28 14.35
FBgn0039669	  3.37  3.37
FBgn0039670	  5.28  5.29
FBgn0039671	  6.25  6.25
FBgn0039673	  3.13  3.13
FBgn0039674	  3.57  3.58
FBgn0039675	  4.38  4.39
FBgn0039676	  6.60  6.64
FBgn0039677	  5.23  5.24
FBgn0039680	 10.85 10.88
FBgn0039681	  -0.00  -0.00
FBgn0039682	  4.11  4.11
FBgn0039683	  -0.00  -0.00
FBgn0039684	  5.17  5.18
FBgn0039685	  1.02  1.02
FBgn0039686	  4.74  4.82
FBgn0039687	  9.59  9.63
