gene	N	S	dN	dS	w
FBgn0036962	1427.0	367.0	0.0085	0.1342	0.0637
FBgn0036964	633.5	152.5	0.0112	0.1971	0.0567
FBgn0036967	557.1	186.9	0.0054	0.0959	0.0566
FBgn0036973	1103.3	363.7	0.0438	0.1178	0.3716
FBgn0036974	1016.2	291.8	0.0345	0.1196	0.2886
FBgn0036975	1165.4	364.6	0.0088	0.1237	0.0709
FBgn0036977	875.7	309.3	0.0174	0.1423	0.1225
FBgn0036978	2092.0	605.0	0.0183	0.1365	0.1341
FBgn0036979	789.2	266.8	0.0198	0.1407	0.1404
FBgn0036980	1729.4	505.6	0.0029	0.0919	0.032
FBgn0036984	1494.1	512.9	0.0021	0.1364	0.0151
FBgn0036985	4491.8	2348.2	0.0246	0.0971	0.2531
FBgn0036986	1012.2	340.8	0.0001	0.1181	0.001
FBgn0036987	825.4	293.6	0.0049	0.1493	0.0329
FBgn0036988	1104.2	422.8	0.0056	0.1218	0.0456
FBgn0036990	674.4	183.6	0.003	0.2442	0.0123
FBgn0036991	1143.1	335.9	0.0366	0.132	0.2772
FBgn0036992	909.0	231.0	0.0001	0.1479	0.001
FBgn0036993	573.0	180.0	0.0199	0.0971	0.2047
FBgn0036994	867.3	278.7	0.0058	0.105	0.0555
FBgn0036995	3383.2	1221.8	0.0054	0.1257	0.0431
FBgn0036996	985.4	211.6	0.0148	0.1761	0.0839
FBgn0036997	874.2	226.8	0.0046	0.1321	0.0351
FBgn0036998	257.8	57.2	0.004	0.1704	0.0233
FBgn0036999	818.4	234.6	0.0763	0.1959	0.3898
FBgn0037000	1119.5	419.5	0.0184	0.1293	0.142
FBgn0037001	998.5	249.5	0.0051	0.1417	0.0359
FBgn0037005	924.4	416.6	0.0443	0.1368	0.3241
FBgn0037007	473.6	129.4	0.022	0.0801	0.274
FBgn0037008	803.4	258.6	0.0164	0.1698	0.0966
FBgn0037009	390.3	98.7	0.104	0.2677	0.3886
FBgn0037011	586.2	193.8	0.0087	0.1499	0.058
FBgn0037012	981.2	371.8	0.0432	0.0936	0.4621
FBgn0037013	435.2	140.8	0.0211	0.1528	0.1382
FBgn0037014	2415.3	848.7	0.0168	0.1117	0.1503
FBgn0037015	641.3	177.7	0.0016	0.0405	0.039
FBgn0037016	868.9	283.1	0.0141	0.0811	0.1736
FBgn0037017	738.2	209.8	0.0055	0.2284	0.024
FBgn0037018	646.3	205.7	0.0223	0.1324	0.1687
FBgn0037019	773.6	249.4	0.0094	0.121	0.0774
FBgn0037020	656.1	183.9	0.0142	0.1478	0.0958
FBgn0037021	2048.3	711.7	0.0069	0.0879	0.0784
FBgn0037022	1078.5	373.5	0.0123	0.1199	0.1025
FBgn0037023	831.4	188.6	0.0199	0.1583	0.1256
FBgn0037024	863.5	180.5	0.0071	0.1602	0.0443
FBgn0037025	4312.3	1528.7	0.0498	0.1291	0.3856
FBgn0037026	1237.9	373.1	0.0008	0.1022	0.008
FBgn0037027	2032.6	745.4	0.0268	0.1014	0.2647
FBgn0037028	1705.4	571.6	0.0155	0.1111	0.14
FBgn0037030	519.8	158.2	0.0039	0.1035	0.0376
FBgn0037031	1016.7	318.3	0.0169	0.0971	0.1741
FBgn0037035	895.3	253.7	0.0101	0.1646	0.0613
FBgn0037037	2366.9	807.1	0.0185	0.1409	0.1316
FBgn0037040	2511.6	794.4	0.0321	0.1414	0.227
FBgn0037042	468.3	116.7	0.0679	0.1742	0.39
FBgn0037044	1011.1	332.9	0.004	0.0769	0.0522
FBgn0037045	630.1	191.9	0.0181	0.1005	0.1804
FBgn0037046	412.4	151.6	0.0441	0.1345	0.328
FBgn0037050	978.8	254.2	0.0104	0.0983	0.1055
FBgn0037051	1536.9	401.1	0.0099	0.1197	0.083
FBgn0037057	990.7	344.3	0.0169	0.0626	0.2701
FBgn0037059	1301.9	267.1	0.0062	0.135	0.0459
FBgn0037060	1636.7	559.3	0.0093	0.0896	0.1039
FBgn0037061	276.9	95.1	0.0147	0.0452	0.325
FBgn0037063	638.7	195.3	0.0031	0.16	0.0197
FBgn0037064	1308.3	467.7	0.0229	0.093	0.2461
FBgn0037065	828.8	260.2	0.0175	0.0816	0.2145
FBgn0037067	296.1	84.9	0.0069	0.0751	0.0915
FBgn0037068	316.3	103.7	0.0129	0.1168	0.1102
FBgn0037069	284.9	72.1	0.0253	0.2107	0.1199
FBgn0037070	831.3	212.7	0.0024	0.0983	0.0245
FBgn0037071	750.6	239.4	0.0068	0.1416	0.0483
FBgn0037073	1917.0	525.0	0.0089	0.1472	0.0605
FBgn0037074	2946.9	926.1	0.0134	0.1231	0.1091
FBgn0037076	852.8	248.2	0.0167	0.1196	0.1395
FBgn0037078	478.2	199.8	0.0231	0.0865	0.2668
FBgn0037081	1322.7	339.3	0.0264	0.1591	0.1659
FBgn0037082	1570.4	508.6	0.0571	0.1397	0.4087
FBgn0037084	778.5	184.5	0.0181	0.1064	0.17
FBgn0037085	865.2	280.8	0.131	0.1434	0.9135
FBgn0037086	692.3	165.7	0.0327	0.1355	0.2414
FBgn0037087	370.4	109.6	0.0082	0.0997	0.0827
FBgn0037090	1203.3	473.7	0.0197	0.0924	0.2134
FBgn0037092	845.6	258.4	0.0048	0.1526	0.0314
FBgn0037093	2607.8	863.2	0.0093	0.1167	0.0793
FBgn0037094	1512.0	378.0	0.002	0.1508	0.0133
FBgn0037098	4908.2	1808.8	0.0108	0.0909	0.1189
FBgn0037099	1290.6	401.4	0.0258	0.1155	0.2232
FBgn0037100	1044.7	383.3	0.0146	0.1033	0.1414
FBgn0037101	1333.9	403.1	0.0122	0.114	0.1074
FBgn0037102	574.9	121.1	0.0128	0.1734	0.0736
FBgn0037105	2306.4	729.6	0.0261	0.1501	0.1737
FBgn0037106	858.9	353.1	0.0083	0.0738	0.1121
FBgn0037107	1063.4	337.6	0.0045	0.1216	0.037
FBgn0037108	1072.4	346.6	0.0114	0.1453	0.0787
FBgn0037109	3175.0	1250.0	0.0148	0.1195	0.124
FBgn0037110	352.3	109.7	0.0029	0.1357	0.0215
FBgn0037114	319.0	92.0	0.0096	0.1379	0.0697
FBgn0037115	1510.4	415.6	0.0122	0.1585	0.0768
FBgn0037116	3324.6	1133.4	0.0121	0.1214	0.0998
FBgn0037117	1893.8	590.2	0.0321	0.1241	0.2588
FBgn0037120	1221.6	344.4	0.0074	0.1464	0.0504
FBgn0037121	366.6	80.4	0.0003	0.3112	0.001
FBgn0037122	459.2	224.8	0.0341	0.0955	0.3572
FBgn0037123	406.7	178.3	0.0177	0.0937	0.1884
FBgn0037124	343.4	169.6	0.0179	0.1127	0.1591
FBgn0037125	401.1	174.9	0.048	0.1245	0.3856
FBgn0037126	390.3	179.7	0.0214	0.1123	0.1906
FBgn0037127	311.8	153.2	0.0804	0.15	0.5359
FBgn0037128	545.5	225.5	0.0226	0.1034	0.2191
FBgn0037129	598.8	208.2	0.0258	0.0678	0.3802
FBgn0037130	1474.2	406.8	0.0028	0.1169	0.0238
FBgn0037131	596.6	222.4	0.0171	0.0783	0.2187
FBgn0037133	168.0	54.0	0.056	0.0805	0.6954
FBgn0037134	408.6	95.4	0.0099	0.1786	0.0556
FBgn0037135	1480.3	433.7	0.0083	0.1348	0.0617
FBgn0037137	1496.0	613.0	0.0287	0.0888	0.3231
FBgn0037138	1344.1	377.9	0.0053	0.1537	0.0343
FBgn0037140	1311.4	380.6	0.0101	0.146	0.0692
FBgn0037141	1971.0	684.0	0.0292	0.1438	0.2031
FBgn0037142	3507.3	1100.7	0.0101	0.1151	0.0876
FBgn0037144	1322.9	393.1	0.0156	0.1781	0.0876
FBgn0037146	1864.0	464.0	0.0027	0.1794	0.0151
FBgn0037147	1292.2	306.8	0.0157	0.1923	0.0817
FBgn0037149	472.5	103.5	0.0085	0.1833	0.0464
FBgn0037150	713.1	297.9	0.1265	0.1347	0.9391
FBgn0037151	310.4	73.6	0.0231	0.1439	0.1603
FBgn0037153	1752.4	527.6	0.0114	0.0619	0.1835
FBgn0037156	368.4	84.6	0.0165	0.2197	0.0752
FBgn0037162	1277.3	336.7	0.0111	0.1771	0.0627
FBgn0037163	834.4	167.6	0.0148	0.158	0.0937
FBgn0037164	847.5	175.5	0.0096	0.2134	0.0452
FBgn0037165	699.0	216.0	0.0148	0.1315	0.1127
FBgn0037166	811.2	208.8	0.0139	0.16	0.0868
FBgn0037167	678.6	236.4	0.029	0.1155	0.2509
FBgn0037169	399.4	167.6	0.0684	0.1328	0.5149
FBgn0037170	1213.9	334.1	0.0076	0.1185	0.0639
FBgn0037172	325.0	110.0	0.0284	0.0785	0.3616
FBgn0037174	655.3	157.7	0.0062	0.1452	0.0429
FBgn0037175	489.6	92.4	0.0104	0.2414	0.0431
FBgn0037176	530.5	63.5	0.0174	0.2033	0.0854
FBgn0037181	732.2	287.8	0.024	0.1152	0.2087
FBgn0037182	1272.9	386.1	0.0072	0.1381	0.0521
FBgn0037183	579.0	168.0	0.0575	0.1728	0.3325
FBgn0037184	839.6	276.4	0.0273	0.146	0.1868
FBgn0037185	861.9	224.1	0.0228	0.1182	0.1931
FBgn0037186	1198.5	355.5	0.0189	0.1297	0.1461
FBgn0037188	1489.4	547.6	0.0075	0.0767	0.0978
FBgn0037191	480.6	134.4	0.0323	0.1575	0.2051
FBgn0037195	431.1	156.9	0.0521	0.0871	0.5988
FBgn0037197	307.6	148.4	0.0167	0.073	0.2283
FBgn0037199	380.7	117.3	0.0135	0.1455	0.0929
FBgn0037200	953.6	363.4	0.0266	0.1343	0.198
FBgn0037202	1033.7	280.3	0.0039	0.1855	0.021
FBgn0037203	1433.3	378.7	0.0101	0.1566	0.0644
FBgn0037204	514.5	172.5	0.0226	0.1596	0.1419
FBgn0037205	2275.1	880.9	0.0561	0.132	0.4253
FBgn0037206	1004.7	282.3	0.0111	0.0757	0.1472
FBgn0037207	996.5	311.5	0.0143	0.1427	0.1004
FBgn0037213	1453.5	541.5	0.0077	0.09	0.0852
FBgn0037215	2024.7	699.3	0.0202	0.081	0.2494
FBgn0037217	868.6	298.4	0.0203	0.1179	0.1722
FBgn0037218	2523.4	971.6	0.0149	0.0957	0.1558
FBgn0037220	951.7	302.3	0.0042	0.1616	0.0262
FBgn0037222	902.1	273.9	0.0255	0.1433	0.1781
FBgn0037224	788.6	273.4	0.0223	0.1337	0.1667
FBgn0037225	600.2	233.8	0.0224	0.1832	0.1224
FBgn0037227	634.9	118.1	0.0114	0.1833	0.0621
FBgn0037228	958.2	223.8	0.0115	0.1498	0.0771
FBgn0037229	729.1	278.9	0.036	0.131	0.2748
FBgn0037230	1372.2	403.8	0.0374	0.1151	0.3245
FBgn0037231	507.3	161.7	0.01	0.1197	0.0834
FBgn0037232	1690.3	598.7	0.012	0.1138	0.1053
FBgn0037234	1619.1	588.9	0.0283	0.0912	0.3107
FBgn0037235	514.1	160.9	0.0203	0.0775	0.2615
FBgn0037236	1217.4	453.6	0.0221	0.08	0.2756
FBgn0037238	1406.1	489.9	0.0073	0.078	0.0932
FBgn0037239	763.4	199.6	0.0013	0.1325	0.01
FBgn0037240	3105.7	1064.3	0.0049	0.1025	0.0478
FBgn0037241	914.9	312.1	0.0179	0.1224	0.1462
FBgn0037242	820.1	325.9	0.0075	0.1007	0.074
FBgn0037244	766.3	238.7	0.0053	0.1418	0.0373
FBgn0037248	2350.0	830.0	0.0381	0.0929	0.4095
FBgn0037249	2647.7	772.3	0.0069	0.1064	0.0646
FBgn0037250	1111.7	352.3	0.0275	0.1607	0.171
FBgn0037251	522.9	179.1	0.018	0.0836	0.2156
FBgn0037252	2193.0	705.0	0.0211	0.1043	0.2027
FBgn0037254	2562.6	674.4	0.0086	0.1549	0.0558
FBgn0037255	1602.9	494.1	0.0056	0.137	0.041
FBgn0037261	881.9	381.1	0.0385	0.1195	0.3226
FBgn0037262	523.7	88.3	0.0057	0.103	0.0555
FBgn0037263	662.9	228.1	0.0152	0.098	0.155
FBgn0037265	1213.1	445.9	0.0169	0.1155	0.1466
FBgn0037270	670.4	169.6	0.0001	0.1417	0.001
FBgn0037275	1236.2	326.8	0.0124	0.1642	0.0756
FBgn0037276	2441.2	459.8	0.0054	0.1961	0.0275
FBgn0037279	810.9	296.1	0.0063	0.0798	0.0784
FBgn0037280	888.5	254.5	0.0081	0.1367	0.0589
FBgn0037282	920.5	411.5	0.0378	0.0943	0.4002
FBgn0037283	326.8	72.2	0.0154	0.1688	0.0911
FBgn0037284	226.9	64.1	0.117	0.1135	1.0306
FBgn0037288	574.8	163.2	0.0001	0.0733	0.001
FBgn0037290	531.7	206.3	0.0059	0.1205	0.0488
FBgn0037291	1206.4	443.6	0.0559	0.1643	0.3402
FBgn0037292	488.6	90.4	0.0062	0.1144	0.0542
FBgn0037293	1184.4	348.6	0.0254	0.1201	0.2117
FBgn0037294	736.3	262.7	0.1044	0.1033	1.0113
FBgn0037295	1114.2	349.8	0.011	0.0867	0.1264
FBgn0037296	739.1	226.9	0.0595	0.2108	0.2823
FBgn0037297	1036.9	292.1	0.0148	0.1754	0.0842
FBgn0037298	1023.9	266.1	0.0129	0.1628	0.0794
FBgn0037299	510.1	131.9	0.0139	0.1346	0.1033
FBgn0037301	2138.4	738.6	0.0034	0.1293	0.026
FBgn0037304	1222.5	463.5	0.02	0.1406	0.142
FBgn0037305	561.3	206.7	0.0378	0.1402	0.27
FBgn0037310	372.9	164.1	0.0139	0.1138	0.122
FBgn0037312	557.8	90.2	0.0073	0.1459	0.05
FBgn0037313	512.5	168.5	0.018	0.0814	0.2217
FBgn0037315	1551.8	509.2	0.0072	0.1424	0.0505
FBgn0037317	780.6	230.4	0.0474	0.1406	0.3372
FBgn0037320	602.0	208.0	0.0637	0.0974	0.6536
FBgn0037322	994.9	364.1	0.0206	0.1414	0.1458
FBgn0037323	819.0	105.0	0.0012	0.3144	0.0039
FBgn0037324	1227.0	231.0	0.0025	0.178	0.014
FBgn0037325	1161.2	266.8	0.022	0.1594	0.1381
FBgn0037326	696.3	218.7	0.0073	0.0188	0.3895
FBgn0037327	2617.9	868.1	0.0114	0.1135	0.1001
FBgn0037328	384.4	86.6	0.0079	0.0938	0.0847
FBgn0037329	1033.9	259.1	0.0809	0.332	0.2438
FBgn0037330	700.1	262.9	0.0161	0.1359	0.1185
FBgn0037332	2336.9	804.1	0.0172	0.1264	0.1361
FBgn0037336	2892.2	1019.8	0.0042	0.0884	0.0476
FBgn0037338	1701.0	585.0	0.04	0.1163	0.3437
FBgn0037339	1611.8	518.2	0.0184	0.0994	0.185
FBgn0037340	367.6	97.4	0.0224	0.1123	0.1994
FBgn0037341	813.0	270.0	0.0335	0.1286	0.2607
FBgn0037342	708.8	197.2	0.0014	0.126	0.0112
FBgn0037344	5007.3	1838.7	0.0214	0.1126	0.1897
FBgn0037345	428.4	165.6	0.0335	0.1029	0.3257
FBgn0037347	1072.0	362.0	0.03	0.1509	0.1985
FBgn0037350	424.3	124.7	0.0128	0.0484	0.2652
FBgn0037351	516.6	98.4	0.0001	0.0621	0.001
FBgn0037356	961.7	352.3	0.0106	0.1143	0.0929
FBgn0037358	472.9	94.1	0.0002	0.1755	0.001
FBgn0037359	671.8	207.2	0.0047	0.1658	0.0282
FBgn0037360	1582.6	427.4	0.0097	0.1378	0.0702
FBgn0037363	3056.4	1014.6	0.0116	0.1004	0.1154
FBgn0037364	651.2	152.8	0.0016	0.0989	0.0158
FBgn0037365	1009.0	263.0	0.0321	0.1297	0.2472
FBgn0037368	686.4	213.6	0.0272	0.1164	0.2339
FBgn0037369	1105.6	322.4	0.0232	0.1715	0.1351
FBgn0037370	784.2	256.8	0.0161	0.1135	0.1417
FBgn0037371	2560.3	904.7	0.019	0.1577	0.1203
FBgn0037372	837.5	284.5	0.0171	0.1069	0.16
FBgn0037374	484.1	106.9	0.0021	0.0763	0.0277
FBgn0037375	1577.5	438.5	0.0071	0.1476	0.048
FBgn0037376	973.4	238.6	0.0108	0.1203	0.09
FBgn0037377	1021.2	325.8	0.0148	0.1432	0.1036
FBgn0037378	527.8	177.2	0.0155	0.222	0.0699
FBgn0037379	2176.8	700.2	0.0093	0.0918	0.1013
FBgn0037382	1620.3	482.7	0.0106	0.1304	0.0811
FBgn0037383	547.0	134.0	0.0093	0.2361	0.0393
FBgn0037384	696.3	260.7	0.0706	0.0809	0.8733
FBgn0037385	445.2	142.8	0.0325	0.1888	0.1719
FBgn0037386	1162.8	343.2	0.0477	0.2321	0.2056
FBgn0037387	1130.3	342.7	0.0027	0.2132	0.0126
FBgn0037388	622.5	109.5	0.0082	0.1314	0.0623
FBgn0037391	1426.6	385.4	0.0007	0.1446	0.0049
FBgn0037395	821.6	234.4	0.0099	0.0881	0.1121
FBgn0037398	1727.4	501.6	0.026	0.1874	0.1386
FBgn0037399	886.0	305.0	0.0173	0.18	0.0958
FBgn0037402	285.5	83.5	0.2847	0.5567	0.5114
FBgn0037405	1654.1	535.9	0.0222	0.1406	0.1579
FBgn0037406	754.3	169.7	0.011	0.1358	0.0812
FBgn0037408	1105.5	226.5	0.0204	0.2273	0.0896
FBgn0037409	1255.3	343.7	0.0089	0.1428	0.0624
FBgn0037410	900.2	269.8	0.0023	0.105	0.0217
FBgn0037411	683.0	181.0	0.0044	0.1886	0.0235
FBgn0037412	912.6	272.4	0.0124	0.127	0.0974
FBgn0037414	705.0	141.0	0.0087	0.165	0.0526
FBgn0037415	646.4	175.6	0.0048	0.171	0.028
FBgn0037416	587.0	112.0	0.0017	0.1161	0.0147
FBgn0037418	704.7	201.3	0.0116	0.1087	0.1065
FBgn0037419	703.9	181.1	0.0057	0.0985	0.0583
FBgn0037421	714.4	245.6	0.0335	0.1005	0.3336
FBgn0037422	456.8	173.2	0.0044	0.16	0.0277
FBgn0037424	534.4	107.6	0.0038	0.1066	0.0361
FBgn0037427	1636.5	613.5	0.0177	0.0867	0.2046
FBgn0037428	685.9	208.1	0.0015	0.1236	0.0119
FBgn0037429	639.2	158.8	0.0144	0.0809	0.1775
FBgn0037430	684.4	155.6	0.0001	0.1194	0.001
FBgn0037431	474.9	158.1	0.0127	0.1214	0.1045
FBgn0037432	403.4	157.6	0.0102	0.074	0.1384
FBgn0037433	423.2	101.8	0.0538	0.3226	0.1669
FBgn0037435	943.5	373.5	0.0337	0.0996	0.338
FBgn0037436	666.9	167.1	0.0122	0.2593	0.047
FBgn0037439	1390.5	484.5	0.0111	0.1402	0.0795
FBgn0037442	1176.9	431.1	0.0147	0.0929	0.1581
FBgn0037443	1553.9	462.1	0.0039	0.0679	0.0578
FBgn0037445	2861.6	1122.4	0.0071	0.102	0.0694
FBgn0037446	1011.0	153.0	0.0163	0.1709	0.0955
FBgn0037447	1717.7	451.3	0.0024	0.1511	0.0157
FBgn0037448	2499.0	852.0	0.0154	0.1099	0.1403
FBgn0037449	732.4	266.6	0.1237	0.091	1.3601
FBgn0037454	919.4	217.6	0.0112	0.156	0.0719
FBgn0037455	719.8	243.2	0.0243	0.126	0.1932
FBgn0037456	665.4	204.6	0.0706	0.1243	0.5678
FBgn0037462	503.6	156.4	0.0121	0.0774	0.1563
FBgn0037463	744.6	113.4	0.0312	0.3082	0.1012
FBgn0037464	1227.6	419.4	0.0286	0.0899	0.3187
FBgn0037465	944.8	321.2	0.0032	0.1345	0.0239
FBgn0037466	2015.5	699.5	0.0085	0.108	0.0785
FBgn0037467	1808.5	537.5	0.0115	0.1533	0.0752
FBgn0037468	281.6	72.4	0.0036	0.0937	0.0386
FBgn0037469	567.5	140.5	0.0001	0.1459	0.001
FBgn0037470	1317.2	359.8	0.0372	0.1301	0.2856
FBgn0037472	777.8	278.2	0.0199	0.0943	0.2106
FBgn0037473	732.0	216.0	0.0041	0.1125	0.0367
FBgn0037475	642.3	110.7	0.0001	0.0986	0.001
FBgn0037477	338.6	102.4	0.0616	0.1587	0.388
FBgn0037478	662.2	186.8	0.0077	0.1205	0.0635
FBgn0037481	527.8	168.2	0.0447	0.0928	0.4821
FBgn0037482	1374.7	431.3	0.0165	0.0794	0.2076
FBgn0037483	1443.4	347.6	0.0014	0.1748	0.008
FBgn0037485	1004.1	393.9	0.0081	0.1312	0.062
FBgn0037486	934.8	361.2	0.0132	0.1026	0.1283
FBgn0037487	2503.5	907.5	0.0057	0.1264	0.0449
FBgn0037488	800.1	402.9	0.0142	0.1132	0.1256
FBgn0037489	1840.4	625.6	0.0077	0.1018	0.0759
FBgn0037490	587.1	210.9	0.0314	0.0884	0.3547
FBgn0037491	736.7	223.3	0.0014	0.0874	0.0156
FBgn0037492	535.2	217.8	0.0076	0.1481	0.0516
FBgn0037498	901.7	328.3	0.0275	0.1247	0.2203
FBgn0037500	441.9	158.1	0.0588	0.1221	0.4812
FBgn0037501	1417.3	514.7	0.0143	0.0857	0.1674
FBgn0037502	1359.1	380.9	0.0096	0.1454	0.0662
FBgn0037504	712.6	130.4	0.0217	0.2485	0.0875
FBgn0037506	783.2	311.8	0.0157	0.1321	0.1188
FBgn0037512	1034.4	312.6	0.0151	0.123	0.1227
FBgn0037513	890.8	267.2	0.0023	0.2366	0.0095
FBgn0037514	433.6	127.4	0.0116	0.1922	0.0601
FBgn0037515	891.3	281.7	0.0196	0.1236	0.1588
FBgn0037516	438.7	134.3	0.0403	0.1123	0.3585
FBgn0037517	1093.4	313.6	0.0092	0.1287	0.0718
FBgn0037519	1165.9	298.1	0.0026	0.1726	0.0151
FBgn0037520	797.0	271.0	0.0269	0.1051	0.2561
FBgn0037521	1277.8	357.2	0.0079	0.0878	0.0902
FBgn0037525	1497.2	557.8	0.0048	0.0547	0.0872
FBgn0037526	1224.2	488.8	0.0271	0.1621	0.1672
FBgn0037529	897.7	287.3	0.0079	0.0743	0.1069
FBgn0037530	2054.4	690.6	0.0121	0.1036	0.1165
FBgn0037531	2098.9	736.1	0.0433	0.1171	0.3695
FBgn0037533	1454.6	432.4	0.0521	0.1529	0.3408
FBgn0037534	826.5	160.5	0.0037	0.1248	0.0295
FBgn0037535	483.8	179.2	0.0085	0.1126	0.0751
FBgn0037536	1877.4	729.6	0.0076	0.0903	0.0845
FBgn0037537	768.0	219.0	0.0053	0.1033	0.0514
FBgn0037538	912.2	332.8	0.0134	0.1269	0.106
FBgn0037539	1135.6	349.4	0.025	0.1033	0.2419
FBgn0037540	1609.4	553.6	0.0332	0.1269	0.2617
FBgn0037541	4697.4	1818.6	0.003	0.1224	0.0247
FBgn0037543	642.4	185.6	0.0031	0.13	0.024
FBgn0037544	511.1	181.9	0.018	0.2092	0.086
FBgn0037546	2360.1	696.9	0.0086	0.1549	0.0555
FBgn0037547	1138.3	451.7	0.0072	0.1271	0.0566
FBgn0037548	1166.0	442.0	0.0229	0.1329	0.1721
FBgn0037549	1563.5	545.5	0.0297	0.1174	0.2529
FBgn0037550	582.0	234.0	0.009	0.127	0.0707
FBgn0037551	430.0	128.0	0.0001	0.1035	0.001
FBgn0037552	1181.9	402.1	0.0777	0.1412	0.5506
FBgn0037553	1215.6	449.4	0.0435	0.1383	0.3146
FBgn0037554	1600.7	604.3	0.0082	0.1093	0.0755
FBgn0037555	1265.8	399.2	0.0032	0.0877	0.0365
FBgn0037556	712.7	199.3	0.0042	0.1329	0.0318
FBgn0037561	1355.2	483.8	0.0098	0.1185	0.0827
FBgn0037563	548.3	165.7	0.0166	0.0867	0.1913
FBgn0037565	3625.5	1372.5	0.0092	0.0908	0.1015
FBgn0037566	803.6	258.4	0.0064	0.0816	0.0779
FBgn0037569	797.3	162.7	0.0002	0.1902	0.001
FBgn0037570	728.0	241.0	0.0028	0.0973	0.0286
FBgn0037572	613.0	173.0	0.0634	0.1399	0.4528
FBgn0037573	959.3	237.7	0.0001	0.0869	0.001
FBgn0037574	886.9	289.1	0.0069	0.1207	0.0575
FBgn0037576	870.7	320.3	0.007	0.1295	0.0541
FBgn0037577	262.3	139.7	0.0458	0.0779	0.5877
FBgn0037578	1191.1	377.9	0.0234	0.1777	0.1318
FBgn0037579	221.5	93.5	0.0136	0.1393	0.0979
FBgn0037580	1873.3	484.7	0.0027	0.122	0.0223
FBgn0037581	1035.5	350.5	0.036	0.1257	0.2863
FBgn0037592	1005.7	359.3	0.0124	0.1118	0.111
FBgn0037594	917.4	318.6	0.0168	0.1538	0.1095
FBgn0037601	1176.0	330.0	0.0164	0.1327	0.1239
FBgn0037602	219.6	53.4	0.0003	0.3354	0.001
FBgn0037603	396.2	83.8	0.0001	0.1003	0.001
FBgn0037606	1335.2	413.8	0.0023	0.0902	0.0251
FBgn0037607	1482.3	395.7	0.0027	0.1366	0.0201
FBgn0037608	712.6	205.4	0.0071	0.1372	0.0515
FBgn0037609	638.5	186.5	0.0016	0.0828	0.0194
FBgn0037610	780.6	260.4	0.0104	0.1416	0.0735
FBgn0037611	350.4	111.6	0.0142	0.2113	0.0672
FBgn0037612	1296.7	380.3	0.007	0.1069	0.065
FBgn0037613	219.4	68.6	0.0046	0.0964	0.0476
FBgn0037614	305.7	102.3	0.0033	0.0408	0.0818
FBgn0037615	343.7	103.3	0.0001	0.0845	0.001
FBgn0037616	1001.6	321.4	0.0387	0.1385	0.2796
FBgn0037617	837.2	272.8	0.0363	0.1331	0.2726
FBgn0037618	706.1	229.9	0.0305	0.0939	0.3246
FBgn0037619	915.1	281.9	0.02	0.1408	0.1424
FBgn0037620	811.4	223.6	0.037	0.1502	0.2465
FBgn0037621	1007.6	246.4	0.002	0.126	0.0159
FBgn0037622	2079.0	747.0	0.01	0.1345	0.0742
FBgn0037623	1540.8	586.2	0.0086	0.1105	0.0776
FBgn0037624	1090.9	382.1	0.015	0.1616	0.0931
FBgn0037626	1044.6	275.4	0.0048	0.1037	0.0465
FBgn0037627	877.0	338.0	0.0118	0.0906	0.1302
FBgn0037630	1342.9	472.1	0.0113	0.1407	0.0802
FBgn0037632	1276.3	355.7	0.0016	0.1453	0.0109
FBgn0037633	1426.7	409.3	0.0223	0.1148	0.1941
FBgn0037634	533.9	228.1	0.0212	0.0853	0.2486
FBgn0037635	481.2	139.8	0.0173	0.1816	0.0952
FBgn0037637	373.9	88.1	0.0001	0.1063	0.001
FBgn0037638	1644.1	476.9	0.0031	0.1449	0.0212
FBgn0037643	1122.2	386.8	0.0074	0.0658	0.1124
FBgn0037644	1331.6	411.4	0.0046	0.134	0.0341
FBgn0037646	588.3	176.7	0.0001	0.1144	0.001
FBgn0037647	723.4	209.6	0.0056	0.1634	0.0342
FBgn0037648	774.5	245.5	0.0001	0.0916	0.001
FBgn0037650	641.5	177.5	0.0447	0.2075	0.2154
FBgn0037652	812.3	261.7	0.0403	0.113	0.3566
FBgn0037653	851.2	285.8	0.0134	0.1289	0.1036
FBgn0037654	945.0	318.0	0.0215	0.0757	0.2836
FBgn0037655	1302.4	485.6	0.0071	0.0566	0.1247
FBgn0037656	850.6	235.4	0.0527	0.1537	0.3429
FBgn0037657	1229.3	384.7	0.0016	0.1355	0.0122
FBgn0037659	2973.3	1055.7	0.0041	0.0981	0.042
FBgn0037660	1277.9	393.1	0.0079	0.1288	0.0615
FBgn0037661	728.9	282.1	0.0295	0.1375	0.2148
FBgn0037662	944.5	306.5	0.0184	0.0917	0.2001
FBgn0037664	1207.7	385.3	0.006	0.0623	0.096
FBgn0037665	719.4	228.6	0.0268	0.1862	0.1442
FBgn0037667	980.1	348.9	0.0295	0.1255	0.2349
FBgn0037668	603.3	227.7	0.0187	0.0561	0.3335
FBgn0037669	462.1	122.9	0.0044	0.1096	0.0402
FBgn0037670	549.8	176.2	0.0074	0.142	0.0521
FBgn0037671	767.5	192.5	0.0026	0.0875	0.0303
FBgn0037672	590.2	213.8	0.0103	0.1536	0.0671
FBgn0037675	422.9	99.1	0.0521	0.3949	0.1318
FBgn0037676	404.0	130.0	0.0128	0.072	0.1777
FBgn0037679	1201.6	358.4	0.0078	0.1026	0.0761
