gene	YN00_dN	YN00_dS	YN00_w	NG86_dN	NG86_dS	NG86_w
FBgn0035889	0.0494	0.1116	0.4423	0.0473	0.1265	0.3736
FBgn0035890	0.0172	0.0751	0.2296	0.0162	0.0932	0.1738
FBgn0035896	-0.0	0.2262	0.0	0.0	0.1535	-1.0
FBgn0035900	0.0273	0.1089	0.2504	0.027	0.1136	0.2373
FBgn0035901	0.0138	0.1029	0.1344	0.0138	0.1018	0.1356
FBgn0035902	0.0184	0.0994	0.185	0.018	0.1063	0.1693
FBgn0035903	0.0065	0.0838	0.0772	0.0066	0.0791	0.083
FBgn0035904	0.0342	0.1964	0.1742	0.0361	0.1668	0.2167
FBgn0035906	0.0114	0.0807	0.1417	0.0104	0.1072	0.0968
FBgn0035907	0.0292	0.0812	0.3592	0.0283	0.0913	0.3104
FBgn0035909	0.0082	0.0912	0.0894	0.009	0.0716	0.1253
FBgn0035911	0.0031	0.1939	0.0159	0.0037	0.1727	0.0212
FBgn0035914	0.0053	0.1672	0.0316	0.006	0.1306	0.0459
FBgn0035915	0.004	0.1801	0.0221	0.004	0.1775	0.0224
FBgn0035916	0.0045	0.1113	0.0402	0.0043	0.1244	0.0347
FBgn0035917	0.0032	0.0693	0.0454	0.0031	0.0723	0.0428
FBgn0035918	0.0103	0.1202	0.0859	0.0108	0.1012	0.1066
FBgn0035921	0.0172	0.1384	0.1241	0.0166	0.1894	0.0874
FBgn0035922	0.0025	0.1648	0.0152	0.0026	0.144	0.018
FBgn0035923	0.006	0.0738	0.0807	0.0054	0.0985	0.0546
FBgn0035924	0.0395	0.0837	0.4715	0.0389	0.0874	0.4451
FBgn0035926	-0.0	0.2079	0.0	0.0	0.1619	-1.0
FBgn0035928	0.0059	0.135	0.0436	0.0055	0.1642	0.0335
FBgn0035931	0.0149	0.0604	0.246	0.0144	0.0652	0.2215
FBgn0035932	0.0298	0.1181	0.2522	0.0292	0.1234	0.237
FBgn0035933	0.032	0.1237	0.2589	0.0318	0.1254	0.2537
FBgn0035934	0.0007	0.1295	0.0053	0.0007	0.114	0.0062
FBgn0035936	0.0017	0.0518	0.0322	0.0016	0.0549	0.0298
FBgn0035941	0.0032	0.1873	0.0173	0.0032	0.1854	0.0175
FBgn0035942	0.0195	0.1457	0.134	0.019	0.1562	0.1219
FBgn0035943	0.0084	0.1259	0.0664	0.0086	0.1253	0.0686
FBgn0035944	0.0039	0.092	0.0421	0.0039	0.0875	0.0448
FBgn0035945	0.0063	0.1567	0.04	0.0065	0.1384	0.0466
FBgn0035947	0.009	0.1544	0.0582	0.0094	0.1254	0.0752
FBgn0035948	0.0061	0.0637	0.0963	0.0057	0.0779	0.0735
FBgn0035949	-0.0	0.053	0.0	0.0	0.0542	-1.0
FBgn0035951	0.0011	0.1224	0.0086	0.0011	0.1171	0.0091
FBgn0035952	0.0049	0.2055	0.0241	0.0052	0.1588	0.033
FBgn0035953	0.0161	0.1635	0.0984	0.0159	0.1692	0.0939
FBgn0035954	0.0088	0.0982	0.0892	0.0084	0.1104	0.0758
FBgn0035955	0.0782	0.1365	0.5729	0.0749	0.1533	0.4884
FBgn0035956	0.0049	0.0799	0.0615	0.0052	0.0854	0.061
FBgn0035957	0.0162	0.1762	0.0917	0.0159	0.1816	0.0874
FBgn0035959	0.039	0.0412	0.9452	0.0355	0.0532	0.6666
FBgn0035960	0.0193	0.0955	0.2021	0.0179	0.1155	0.1549
FBgn0035964	0.0118	0.1242	0.0953	0.0116	0.1322	0.0874
FBgn0035965	0.0266	0.1602	0.1662	0.0267	0.1561	0.1708
FBgn0035968	0.0064	0.1566	0.0412	0.0067	0.1366	0.0488
FBgn0035969	0.0042	0.1243	0.0338	0.0042	0.1187	0.0356
FBgn0035970	0.0881	0.1524	0.5781	0.0864	0.1616	0.5348
FBgn0035971	0.0427	0.1976	0.2161	0.0414	0.2147	0.1929
FBgn0035975	0.0188	0.1643	0.1146	0.0205	0.1405	0.1462
FBgn0035976	0.021	0.1292	0.1625	0.0207	0.1342	0.1539
FBgn0035977	0.0403	0.1546	0.2607	0.0391	0.1794	0.2179
FBgn0035978	-0.0	0.1166	0.0	0.0	0.1164	-1.0
FBgn0035980	0.0074	0.1211	0.0611	0.0069	0.1463	0.0473
FBgn0035981	0.0045	0.0977	0.0465	0.0045	0.1008	0.0445
FBgn0035983	0.0034	0.1099	0.0313	0.0043	0.0951	0.0447
FBgn0035985	0.0048	0.1739	0.0274	0.005	0.1368	0.0366
FBgn0035986	0.0114	0.0614	0.1863	0.0108	0.073	0.1476
FBgn0035987	-0.0	0.0671	0.0	0.0	0.0726	-1.0
FBgn0035988	0.0204	0.0742	0.2744	0.0198	0.0799	0.2481
FBgn0035989	0.014	0.0994	0.141	0.0144	0.0896	0.1607
FBgn0035993	0.0058	0.0837	0.069	0.0056	0.0915	0.0611
FBgn0035995	0.0025	0.0747	0.0335	0.0024	0.0787	0.0311
FBgn0035996	0.031	0.1231	0.252	0.0297	0.1414	0.2099
FBgn0035997	0.0055	0.0589	0.0937	0.0053	0.0677	0.0775
FBgn0035998	0.0148	0.0862	0.1718	0.0138	0.1068	0.129
FBgn0035999	0.0157	0.0768	0.2043	0.0137	0.1123	0.1223
FBgn0036000	0.0149	0.083	0.1796	0.0138	0.1034	0.133
FBgn0036004	0.0096	0.0813	0.1176	0.0091	0.0941	0.0964
FBgn0036005	0.0087	0.0731	0.1183	0.0084	0.0798	0.1054
FBgn0036007	0.0063	0.0974	0.0648	0.0066	0.0827	0.0796
FBgn0036008	0.0106	0.1045	0.1017	0.0112	0.0974	0.1145
FBgn0036010	0.0313	0.1324	0.2363	0.0296	0.1605	0.1843
FBgn0036014	0.0114	0.2205	0.0519	0.0114	0.2209	0.0515
FBgn0036015	0.0074	0.0789	0.0942	0.0071	0.0884	0.0806
FBgn0036016	0.0203	0.1339	0.1515	0.0203	0.1406	0.1446
FBgn0036018	0.0093	0.1247	0.0742	0.0087	0.1587	0.0549
FBgn0036019	0.0092	0.1538	0.0596	0.0082	0.2171	0.0377
FBgn0036020	0.0091	0.1381	0.0659	0.0091	0.135	0.0676
FBgn0036028	-0.0	0.1673	0.0	0.0	0.1827	-1.0
FBgn0036029	0.0634	0.2402	0.2641	0.0648	0.2182	0.2969
FBgn0036030	-0.0	0.0601	0.0	0.0	0.0731	-1.0
FBgn0036031	0.0088	0.1247	0.0706	0.0089	0.1182	0.0752
FBgn0036032	0.0106	0.1173	0.0901	0.0107	0.1134	0.0947
FBgn0036035	0.0345	0.1174	0.294	0.0349	0.1112	0.3135
FBgn0036036	0.031	0.1101	0.2817	0.0281	0.1455	0.1929
FBgn0036038	0.0052	0.1334	0.0389	0.0057	0.1202	0.0478
FBgn0036039	0.0015	0.0435	0.0348	0.0016	0.0359	0.0443
FBgn0036040	0.013	0.1388	0.0938	0.0132	0.1611	0.0818
FBgn0036043	0.0033	0.0942	0.0348	0.0031	0.1089	0.0286
FBgn0036044	0.0129	0.0669	0.1924	0.0135	0.0564	0.2392
FBgn0036046	0.0094	0.1356	0.0692	0.0097	0.1202	0.0806
FBgn0036052	0.0012	0.0878	0.0136	0.0012	0.075	0.0165
FBgn0036053	0.0049	0.1492	0.0326	0.0049	0.1383	0.0358
FBgn0036056	0.0079	0.1161	0.0677	0.0073	0.1448	0.0505
FBgn0036057	0.0599	0.1555	0.3855	0.056	0.1887	0.2969
FBgn0036058	0.0016	0.0661	0.0243	0.0017	0.0586	0.0283
FBgn0036059	0.0087	0.089	0.0972	0.008	0.1125	0.0712
FBgn0036062	0.0452	0.0763	0.5917	0.0409	0.1022	0.3997
FBgn0036063	0.021	0.116	0.1812	0.0216	0.1123	0.1921
FBgn0036066	0.0081	0.0906	0.0897	0.0074	0.1178	0.0626
FBgn0036070	0.0133	0.0972	0.137	0.0122	0.1277	0.0954
FBgn0036072	0.0254	0.0987	0.2572	0.0239	0.1179	0.2024
FBgn0036075	0.0325	0.095	0.3415	0.0317	0.1116	0.2839
FBgn0036078	0.0082	0.1395	0.0591	0.0074	0.1941	0.0382
FBgn0036080	0.0056	0.2007	0.028	0.0067	0.1966	0.034
FBgn0036082	0.0115	0.157	0.0733	0.0115	0.1532	0.0753
FBgn0036083	0.0356	0.1608	0.2214	0.0359	0.1642	0.2189
FBgn0036085	0.0423	0.0879	0.4808	0.0406	0.1	0.4062
FBgn0036089	0.0156	0.131	0.119	0.0158	0.1228	0.1289
FBgn0036090	0.0034	0.0772	0.0439	0.0034	0.0728	0.0471
FBgn0036091	0.0062	0.2722	0.0228	0.0068	0.1576	0.0434
FBgn0036093	0.075	0.1422	0.5271	0.0749	0.141	0.5311
FBgn0036094	0.0258	0.1524	0.1692	0.0266	0.1323	0.2008
FBgn0036096	0.0128	0.1154	0.1107	0.0134	0.1052	0.1274
FBgn0036099	0.0093	0.1559	0.0597	0.0123	0.1287	0.0954
FBgn0036101	0.0246	0.1854	0.1327	0.0241	0.195	0.1236
FBgn0036104	0.0084	0.1202	0.0696	0.0084	0.118	0.071
FBgn0036105	0.0238	0.185	0.1289	0.0234	0.1949	0.1201
FBgn0036106	0.0269	0.0841	0.3191	0.025	0.1013	0.2473
FBgn0036107	0.0058	0.1165	0.0499	0.0056	0.1271	0.0442
FBgn0036110	0.0073	0.1566	0.0469	0.0074	0.1551	0.0474
FBgn0036111	-0.0	0.1132	0.0	0.0	0.0977	-1.0
FBgn0036112	0.0032	0.0863	0.0375	0.0028	0.1231	0.023
FBgn0036116	0.0019	0.1368	0.0141	0.0019	0.1359	0.0142
FBgn0036117	0.0248	0.1998	0.1244	0.0254	0.1803	0.1409
FBgn0036118	0.0029	0.1384	0.0208	0.0027	0.1623	0.0168
FBgn0036121	0.0094	0.1633	0.0574	0.0102	0.1691	0.0604
FBgn0036124	0.0098	0.115	0.0848	0.0092	0.1379	0.0665
FBgn0036126	0.008	0.2064	0.0388	0.0096	0.1812	0.0531
FBgn0036133	0.0044	0.1426	0.0308	0.0045	0.1247	0.0363
FBgn0036134	0.0065	0.0741	0.088	0.0065	0.0731	0.0894
FBgn0036135	0.0076	0.083	0.0915	0.0077	0.0781	0.0986
FBgn0036136	0.0093	0.2431	0.0381	0.0097	0.1958	0.0495
FBgn0036139	0.0035	0.1411	0.0249	0.0037	0.1127	0.0328
FBgn0036141	0.0094	0.1716	0.0549	0.0105	0.1439	0.0727
FBgn0036142	0.0135	0.1297	0.1039	0.0134	0.13	0.1033
FBgn0036143	0.001	0.1141	0.0089	0.001	0.1149	0.0087
FBgn0036144	0.0164	0.0729	0.2247	0.0163	0.0745	0.219
FBgn0036145	-0.0	0.0849	0.0	0.0	0.106	-1.0
FBgn0036146	0.0027	0.1223	0.0222	0.0027	0.1263	0.0212
FBgn0036147	0.0068	0.1281	0.0529	0.0066	0.1381	0.0479
FBgn0036150	0.0235	0.1517	0.1552	0.0231	0.1754	0.1317
FBgn0036152	0.0141	0.096	0.1467	0.014	0.1023	0.1366
FBgn0036153	0.013	0.1819	0.0714	0.012	0.2304	0.052
FBgn0036154	0.0399	0.1675	0.2382	0.0377	0.197	0.1912
FBgn0036155	0.0108	0.1346	0.0806	0.0123	0.1115	0.1102
FBgn0036156	0.0395	0.1446	0.2733	0.0387	0.157	0.2468
FBgn0036157	0.0349	0.0924	0.3782	0.0341	0.0991	0.3447
FBgn0036158	0.0254	0.1642	0.155	0.0237	0.202	0.1172
FBgn0036159	0.0566	0.146	0.3875	0.0518	0.1822	0.2842
FBgn0036160	0.0114	0.1615	0.0706	0.0116	0.1514	0.0764
FBgn0036161	0.0081	0.2399	0.0336	0.0081	0.2238	0.0362
FBgn0036162	0.0018	0.1914	0.0093	0.0028	0.1498	0.0189
FBgn0036165	0.0086	0.0892	0.096	0.009	0.0754	0.1187
FBgn0036168	0.0265	0.112	0.2365	0.026	0.1185	0.2192
FBgn0036170	0.0516	0.1954	0.2641	0.0508	0.2103	0.2417
FBgn0036173	0.0095	0.0646	0.1465	0.0102	0.0465	0.2202
FBgn0036178	0.0134	0.0244	0.55	0.0129	0.0273	0.4737
FBgn0036179	0.0032	0.1338	0.0237	0.0033	0.1087	0.0306
FBgn0036180	0.0057	0.0699	0.0815	0.0057	0.0814	0.0697
FBgn0036181	0.0675	0.1484	0.4551	0.065	0.1678	0.3873
FBgn0036183	0.0106	0.1865	0.0567	0.0109	0.1653	0.0658
FBgn0036184	0.0102	0.1556	0.0653	0.01	0.158	0.0634
FBgn0036186	0.0494	0.1762	0.2804	0.0477	0.2022	0.236
FBgn0036187	0.0101	0.1327	0.076	0.0088	0.1935	0.0457
FBgn0036188	0.0054	0.1015	0.0531	0.0055	0.0927	0.0593
FBgn0036191	0.0086	0.1636	0.0527	0.0087	0.1558	0.0558
FBgn0036192	0.0141	0.0584	0.2414	0.0129	0.0769	0.1675
FBgn0036193	0.0809	0.1827	0.443	0.079	0.1999	0.3952
FBgn0036194	0.0051	0.1205	0.0426	0.0049	0.1393	0.0349
FBgn0036195	0.0028	0.1799	0.0157	0.0029	0.1454	0.0203
FBgn0036196	-0.0	0.1121	0.0	0.0	0.096	-1.0
FBgn0036198	0.0084	0.174	0.0481	0.0099	0.1443	0.0686
FBgn0036199	0.0057	0.1413	0.0404	0.0059	0.1249	0.0471
FBgn0036202	0.0056	0.1065	0.0526	0.0064	0.0852	0.0756
FBgn0036203	0.0765	0.1884	0.4063	0.0739	0.2096	0.3528
FBgn0036205	0.026	0.0941	0.276	0.0247	0.1084	0.2275
FBgn0036206	0.0149	0.1538	0.097	0.0151	0.1446	0.1045
FBgn0036207	0.0094	0.178	0.0531	0.0095	0.1725	0.0549
FBgn0036208	0.0054	0.1391	0.0387	0.0053	0.1416	0.0376
FBgn0036210	0.0087	0.0873	0.0991	0.0085	0.0916	0.0929
FBgn0036211	0.0681	0.308	0.221	0.0728	0.2745	0.2652
FBgn0036212	0.0234	0.11	0.2124	0.0226	0.1203	0.1882
FBgn0036213	-0.0	0.0675	0.0	0.0	0.0469	-1.0
FBgn0036214	0.0032	0.2137	0.0148	0.0033	0.1585	0.021
FBgn0036217	0.0144	0.1548	0.0931	0.0145	0.1604	0.0903
FBgn0036218	0.0733	0.1159	0.6325	0.0714	0.1247	0.5725
FBgn0036219	0.0051	0.1437	0.0355	0.0061	0.1398	0.044
FBgn0036220	0.0264	0.103	0.2563	0.027	0.0957	0.2816
FBgn0036221	0.0812	0.1698	0.4783	0.0797	0.1799	0.4428
FBgn0036222	0.0069	0.1258	0.0552	0.0068	0.1334	0.0509
FBgn0036224	0.0125	0.1478	0.0847	0.0129	0.1482	0.087
FBgn0036225	0.0293	0.1364	0.2146	0.0296	0.1366	0.2165
FBgn0036226	0.0276	0.1543	0.1791	0.0272	0.1623	0.1678
FBgn0036227	0.0548	0.1646	0.333	0.0536	0.179	0.2992
FBgn0036228	0.0276	0.0854	0.3234	0.0266	0.1037	0.2563
FBgn0036229	0.0407	0.146	0.2791	0.0397	0.1651	0.2402
FBgn0036230	0.0483	0.1106	0.4365	0.0479	0.1116	0.4295
FBgn0036232	0.0497	0.1182	0.4205	0.0454	0.1518	0.2987
FBgn0036235	0.0038	0.1635	0.0232	0.0043	0.1398	0.0306
FBgn0036236	0.0139	0.1334	0.1043	0.0137	0.1389	0.0983
FBgn0036237	0.0017	0.2166	0.008	0.0018	0.1789	0.0102
FBgn0036239	0.0142	0.0701	0.2021	0.0145	0.0627	0.2319
FBgn0036240	0.003	0.0629	0.0483	0.003	0.0653	0.0458
FBgn0036242	0.0201	0.182	0.1103	0.02	0.1816	0.1099
FBgn0036246	0.0435	0.2803	0.1553	0.0439	0.2624	0.1672
FBgn0036248	0.0199	0.2037	0.0976	0.0205	0.1913	0.1073
FBgn0036249	0.0356	0.1787	0.199	0.0368	0.1579	0.2334
FBgn0036250	0.0268	0.1449	0.1851	0.026	0.1726	0.1505
FBgn0036254	0.0209	0.1182	0.1764	0.0189	0.1659	0.1136
FBgn0036255	0.008	0.1077	0.0739	0.0079	0.1117	0.0703
FBgn0036257	0.0104	0.1522	0.068	0.013	0.1004	0.1294
FBgn0036258	0.0015	0.1656	0.0092	0.0016	0.1332	0.0119
FBgn0036259	0.0028	0.1241	0.0227	0.0029	0.1089	0.0266
FBgn0036260	0.0046	0.0896	0.0514	0.0046	0.0896	0.0512
FBgn0036262	0.0058	0.209	0.0279	0.0059	0.1928	0.0305
FBgn0036263	0.0155	0.1103	0.1406	0.0137	0.1562	0.0879
FBgn0036264	0.0164	0.1575	0.1042	0.017	0.1377	0.1234
FBgn0036266	0.0265	0.1849	0.1433	0.0264	0.1849	0.1428
FBgn0036271	0.0013	0.1237	0.0109	0.0014	0.1202	0.0113
FBgn0036272	0.0012	0.1552	0.0075	0.0012	0.1407	0.0084
FBgn0036273	0.0048	0.1394	0.0345	0.0048	0.1433	0.0332
FBgn0036274	0.0081	0.0943	0.0858	0.008	0.0948	0.0846
FBgn0036277	-0.0	0.1992	0.0	0.0	0.1815	-1.0
FBgn0036278	0.0081	0.131	0.062	0.0083	0.1173	0.0709
FBgn0036279	0.0021	0.1347	0.0159	0.0022	0.121	0.0182
FBgn0036282	0.007	0.175	0.04	0.0073	0.1459	0.0501
FBgn0036285	0.0137	0.0964	0.1416	0.0135	0.0983	0.1376
FBgn0036286	0.0111	0.1104	0.1002	0.0108	0.1189	0.0907
FBgn0036287	0.0173	0.156	0.1107	0.0182	0.1657	0.1097
FBgn0036288	0.0143	0.1218	0.1174	0.0139	0.1326	0.1045
FBgn0036289	0.0012	0.1397	0.0088	0.0013	0.1108	0.0117
FBgn0036290	0.0093	0.1811	0.0512	0.0097	0.1486	0.0651
FBgn0036291	0.0079	0.1218	0.0647	0.0081	0.1054	0.0773
FBgn0036292	0.0045	0.1343	0.0337	0.0045	0.1324	0.0342
FBgn0036294	0.0244	0.1634	0.1492	0.0252	0.1393	0.1812
FBgn0036298	0.0052	0.2085	0.0251	0.0056	0.1477	0.0382
FBgn0036299	0.0041	0.1704	0.0238	0.0042	0.1386	0.0305
FBgn0036300	0.0015	0.2139	0.0072	0.0017	0.1353	0.0125
FBgn0036301	0.0127	0.1467	0.0869	0.0138	0.1364	0.1009
FBgn0036302	0.0062	0.1127	0.0546	0.0063	0.1038	0.0605
FBgn0036305	0.0073	0.1265	0.0576	0.0076	0.1136	0.0665
FBgn0036306	0.008	0.0576	0.1387	0.0072	0.0775	0.0925
FBgn0036309	0.0124	0.123	0.101	0.0122	0.1309	0.0931
FBgn0036310	0.0438	0.1578	0.2774	0.0434	0.1636	0.2651
FBgn0036311	0.0693	0.1075	0.6446	0.0671	0.1186	0.5659
FBgn0036314	0.0016	0.1415	0.0116	0.0017	0.1348	0.0123
FBgn0036316	0.013	0.1003	0.1298	0.0133	0.092	0.1447
FBgn0036317	0.0061	0.08	0.076	0.0059	0.0857	0.0695
FBgn0036318	0.0024	0.0803	0.0299	0.0023	0.0909	0.0253
FBgn0036319	0.0007	0.1151	0.0059	0.0007	0.1144	0.0059
FBgn0036320	0.223	0.3806	0.5859	0.2193	0.3751	0.5846
FBgn0036321	0.012	0.1009	0.1193	0.0116	0.1108	0.1049
FBgn0036323	0.0223	0.0631	0.3536	0.0223	0.0632	0.3524
FBgn0036324	0.0221	0.053	0.4172	0.0202	0.0683	0.2958
FBgn0036325	0.1629	0.153	1.0646	0.1569	0.17	0.9235
FBgn0036327	0.029	0.0897	0.3236	0.0275	0.103	0.2672
FBgn0036328	0.0227	0.1057	0.2148	0.0235	0.1065	0.2203
FBgn0036329	0.022	0.0933	0.2363	0.0219	0.0941	0.2329
FBgn0036330	0.04	0.0723	0.5534	0.0384	0.0818	0.4698
FBgn0036332	0.1306	0.1021	1.2795	0.1246	0.1174	1.0618
FBgn0036333	0.0168	0.0987	0.1704	0.0169	0.0948	0.1786
FBgn0036334	0.0043	0.0874	0.0487	0.0044	0.0777	0.0567
FBgn0036335	0.0032	0.0797	0.0398	0.003	0.0922	0.0325
FBgn0036336	0.0059	0.1297	0.0453	0.0059	0.123	0.0483
FBgn0036337	0.0051	0.0824	0.0618	0.0052	0.0781	0.066
FBgn0036340	0.0096	0.0769	0.1249	0.01	0.0695	0.1441
FBgn0036341	0.0061	0.1001	0.0608	0.007	0.0749	0.0931
FBgn0036343	0.0099	0.0555	0.1792	0.0101	0.0519	0.1948
FBgn0036345	0.0192	0.0946	0.203	0.0176	0.1166	0.1509
FBgn0036346	0.0127	0.1582	0.0802	0.0129	0.1492	0.0861
FBgn0036348	0.0055	0.1239	0.0447	0.0057	0.1294	0.0441
FBgn0036349	0.0206	0.2006	0.1028	0.021	0.1802	0.1165
FBgn0036350	0.058	0.1933	0.3003	0.0584	0.191	0.306
FBgn0036351	0.0152	0.0887	0.171	0.0126	0.1409	0.0894
FBgn0036352	0.0328	0.1176	0.2788	0.0312	0.1356	0.2299
FBgn0036353	0.0088	0.1011	0.0871	0.0089	0.0978	0.0906
FBgn0036354	0.0507	0.2715	0.1869	0.0575	0.2045	0.2812
FBgn0036356	0.0126	0.1264	0.0998	0.0121	0.1567	0.0775
FBgn0036359	0.0201	0.2635	0.0764	0.0215	0.1909	0.1127
FBgn0036360	0.0087	0.1427	0.0606	0.0084	0.1514	0.0557
FBgn0036361	0.0177	0.1318	0.1345	0.0173	0.1426	0.1212
FBgn0036362	0.0017	0.114	0.015	0.0016	0.135	0.0119
FBgn0036363	0.0249	0.1206	0.2064	0.0238	0.1369	0.1738
FBgn0036364	0.0142	0.1395	0.1016	0.0164	0.1179	0.1391
FBgn0036365	0.0162	0.1215	0.1335	0.0166	0.1182	0.1401
FBgn0036366	0.0099	0.1509	0.0657	0.0097	0.161	0.0602
FBgn0036367	0.0091	0.168	0.0544	0.0093	0.1546	0.0601
FBgn0036368	0.0015	0.1157	0.0128	0.0014	0.126	0.0114
FBgn0036369	0.0041	0.0934	0.0442	0.0041	0.0953	0.0428
FBgn0036372	0.0025	0.0853	0.0296	0.0025	0.0892	0.0278
FBgn0036373	0.0026	0.0548	0.0482	0.0026	0.0588	0.0436
FBgn0036374	0.0045	0.089	0.0503	0.0045	0.0849	0.0533
FBgn0036376	0.008	0.1563	0.0509	0.0078	0.162	0.0482
FBgn0036377	0.014	0.1659	0.0842	0.0139	0.1789	0.0779
FBgn0036380	0.0164	0.1259	0.1301	0.0159	0.1368	0.1162
FBgn0036381	0.0018	0.2191	0.0081	0.0018	0.2121	0.0084
FBgn0036382	-0.0	0.017	0.0	0.0	0.0189	-1.0
FBgn0036386	0.0315	0.1244	0.2534	0.0312	0.129	0.2417
FBgn0036389	0.0114	0.0776	0.1465	0.0113	0.0857	0.1319
FBgn0036390	0.1353	0.1456	0.9293	0.1328	0.1532	0.8672
FBgn0036391	0.1927	0.3113	0.6192	0.2003	0.2732	0.7331
FBgn0036395	0.0701	0.2638	0.2657	0.0714	0.2363	0.302
FBgn0036396	0.0636	0.0896	0.7095	0.0631	0.0916	0.6886
FBgn0036397	0.0014	0.1567	0.0088	0.0014	0.1369	0.0105
FBgn0036398	0.012	0.0972	0.1231	0.0116	0.1074	0.108
FBgn0036402	0.0098	0.1247	0.0783	0.0098	0.1203	0.0818
FBgn0036403	0.0221	0.1364	0.1617	0.022	0.1411	0.1558
FBgn0036405	0.0592	0.0851	0.6954	0.0595	0.0823	0.7226
FBgn0036406	0.0443	0.1268	0.3495	0.0433	0.1356	0.3196
FBgn0036410	0.0387	0.1476	0.262	0.037	0.1662	0.2228
FBgn0036411	0.0118	0.0792	0.1494	0.0116	0.0841	0.1374
FBgn0036414	0.0016	0.137	0.012	0.0018	0.1597	0.0113
FBgn0036415	0.0079	0.1845	0.0428	0.008	0.1746	0.0459
FBgn0036416	0.0169	0.1098	0.1543	0.0167	0.1135	0.1473
FBgn0036417	0.018	0.0753	0.239	0.0162	0.1011	0.16
FBgn0036422	0.0307	0.0875	0.3502	0.0298	0.0942	0.3162
FBgn0036423	0.0865	0.1266	0.683	0.0862	0.1274	0.6764
FBgn0036426	0.0586	0.1909	0.307	0.0615	0.1657	0.3711
FBgn0036427	0.0137	0.0638	0.2149	0.0133	0.069	0.1929
FBgn0036428	0.0011	0.0688	0.0153	0.0011	0.0513	0.0219
FBgn0036433	0.0056	0.0579	0.096	0.0052	0.0695	0.0742
FBgn0036436	0.0024	0.1254	0.019	0.0035	0.1231	0.0288
FBgn0036437	0.0104	0.1042	0.0998	0.0103	0.1075	0.0956
FBgn0036438	0.0193	0.1621	0.1193	0.0192	0.163	0.1177
FBgn0036439	0.0648	0.1095	0.5918	0.0658	0.1013	0.6502
FBgn0036441	0.0732	0.1292	0.5664	0.0716	0.1371	0.5224
FBgn0036442	0.0131	0.0971	0.1347	0.016	0.09	0.1773
FBgn0036446	0.0029	0.1647	0.0179	0.003	0.1543	0.0193
FBgn0036447	0.0238	0.1598	0.149	0.0252	0.141	0.179
FBgn0036448	0.0096	0.1141	0.0838	0.0092	0.1264	0.073
FBgn0036449	0.0038	0.1237	0.0305	0.0047	0.0984	0.0482
FBgn0036450	0.0227	0.0896	0.2535	0.0227	0.0895	0.2542
FBgn0036454	0.0022	0.0776	0.0281	0.0021	0.081	0.0264
FBgn0036459	0.0697	0.1267	0.5499	0.0653	0.1554	0.4201
FBgn0036460	0.0069	0.1272	0.0541	0.0072	0.1048	0.0686
FBgn0036461	0.0118	0.1449	0.0812	0.0116	0.1504	0.077
FBgn0036462	0.0043	0.114	0.0375	0.0039	0.1451	0.0271
FBgn0036463	0.0096	0.1271	0.0756	0.0095	0.1444	0.0658
FBgn0036465	0.0125	0.1266	0.0984	0.0116	0.1574	0.0735
FBgn0036466	0.0487	0.15	0.3244	0.0492	0.1437	0.342
FBgn0036470	0.0345	0.11	0.3137	0.0348	0.1051	0.3308
FBgn0036471	0.0448	0.1697	0.2637	0.045	0.165	0.2729
FBgn0036474	0.0603	0.149	0.4047	0.058	0.1776	0.3267
FBgn0036476	0.0068	0.1208	0.0563	0.0068	0.1181	0.0576
FBgn0036479	0.0217	0.1	0.2169	0.0215	0.1039	0.2068
FBgn0036480	0.0232	0.147	0.1576	0.0235	0.1447	0.1623
FBgn0036481	0.0061	0.0855	0.0709	0.0061	0.0811	0.0757
FBgn0036482	0.1142	0.1012	1.1278	0.1104	0.1112	0.9926
FBgn0036483	0.0265	0.1056	0.2509	0.0259	0.1122	0.2312
FBgn0036484	0.0102	0.124	0.0823	0.0104	0.1148	0.0904
FBgn0036485	0.0024	0.1845	0.0129	0.0026	0.1239	0.0208
FBgn0036486	0.0139	0.1327	0.1046	0.014	0.1274	0.1098
FBgn0036487	0.0034	0.2027	0.0168	0.0035	0.1757	0.02
FBgn0036488	-0.0	0.0631	0.0	0.0	0.0527	-1.0
FBgn0036489	0.0023	0.1624	0.0143	0.0023	0.1587	0.0147
FBgn0036490	0.0021	0.1023	0.0203	0.0022	0.0775	0.0286
FBgn0036491	0.0034	0.1334	0.0253	0.0033	0.1443	0.0228
FBgn0036492	0.0083	0.1452	0.057	0.0084	0.1546	0.0546
FBgn0036493	0.0128	0.1167	0.1093	0.013	0.1174	0.1107
FBgn0036494	0.0028	0.1256	0.0223	0.0029	0.1107	0.026
FBgn0036495	0.0531	0.2066	0.257	0.0562	0.1853	0.3034
FBgn0036496	0.0901	0.1225	0.736	0.0921	0.1101	0.8365
FBgn0036497	0.1228	0.1038	1.1821	0.1199	0.1109	1.0804
FBgn0036498	0.0258	0.1272	0.2028	0.0258	0.1254	0.2055
FBgn0036499	0.0153	0.1545	0.0989	0.0152	0.1542	0.0987
FBgn0036500	0.0057	0.1207	0.0472	0.0058	0.1104	0.0527
FBgn0036501	0.0074	0.0751	0.0984	0.0078	0.0625	0.1244
FBgn0036502	0.0076	0.1175	0.0644	0.0075	0.1195	0.0624
FBgn0036503	0.0447	0.1623	0.2756	0.0441	0.17	0.2591
