gene	JC	K2P
FBgn0000008	  9.31  9.31
FBgn0039807	  5.40  5.41
FBgn0039808	  7.45  7.46
FBgn0039811	  4.63  4.64
FBgn0039812	  2.72  2.72
FBgn0039816	  3.76  3.77
FBgn0039817	  6.45  6.46
FBgn0039818	  5.75  5.76
FBgn0039820	  3.85  3.85
FBgn0039821	  7.80  7.82
FBgn0039828	  6.87  6.92
FBgn0039829	  6.26  6.27
FBgn0039830	 12.39 12.39
FBgn0039831	 12.51 12.51
FBgn0039833	  3.94  3.95
FBgn0039835	  3.48  3.49
FBgn0039836	  5.45  5.45
FBgn0039838	  5.01  5.02
FBgn0039839	  2.48  2.49
FBgn0039840	  4.46  4.47
FBgn0039844	 10.56 10.61
FBgn0039846	  2.24  2.24
FBgn0039849	  3.85  3.86
FBgn0039850	  6.28  6.30
FBgn0039852	  1.73  1.73
FBgn0039856	  6.51  6.52
FBgn0039857	  6.25  6.25
FBgn0039858	  4.58  4.58
FBgn0039859	  8.64  8.66
FBgn0039860	  6.33  6.34
FBgn0039863	  7.50  7.51
FBgn0039864	  5.76  5.78
FBgn0039867	  3.83  3.84
FBgn0039868	  3.27  3.28
FBgn0039869	  3.17  3.17
FBgn0039872	 10.99 11.00
FBgn0039875	  9.74  9.77
FBgn0039876	  7.41  7.45
FBgn0039877	  5.28  5.28
FBgn0039879	  6.11  6.12
FBgn0039881	  4.89  4.90
FBgn0039882	  4.36  4.36
FBgn0039883	  5.66  5.67
FBgn0039902	 13.99 13.99
FBgn0039904	 12.47 12.59
FBgn0039907	 14.91 14.93
FBgn0039908	  2.54  2.54
FBgn0039909	  8.46  8.48
FBgn0039911	  -0.00  -0.00
FBgn0039920	 12.98 12.98
FBgn0039928	 14.24 14.24
FBgn0039929	 10.10 10.10
FBgn0039936	  5.94  5.95
FBgn0039938	  8.95  8.95
FBgn0039941	  8.51  8.53
FBgn0039942	  9.48  9.52
FBgn0039943	  6.93  6.93
FBgn0039944	 11.15 11.18
FBgn0039965	  5.24  5.25
FBgn0039966	  7.23  7.25
FBgn0039970	 15.40 15.44
FBgn0040007	 15.98 16.00
FBgn0040011	 12.39 12.41
FBgn0040031	 13.74 13.75
FBgn0040063	  3.00  3.00
FBgn0040066	  8.22  8.26
FBgn0040068	  8.21  8.23
FBgn0040069	  8.44  8.46
FBgn0040071	  7.60  7.62
FBgn0040075	  6.48  6.49
FBgn0040078	  7.37  7.39
FBgn0040079	  9.72  9.73
FBgn0040080	 10.93 10.95
FBgn0040087	  4.58  4.59
FBgn0040089	  2.73  2.74
FBgn0040091	  4.64  4.65
FBgn0040092	  6.02  6.02
FBgn0040093	  9.18  9.20
FBgn0040097	  4.42  4.44
FBgn0040099	  7.95  7.96
FBgn0040102	  8.47  8.48
FBgn0040106	  7.81  7.83
FBgn0040107	  5.91  5.91
FBgn0040153	  9.63  9.65
FBgn0040207	  4.12  4.12
FBgn0040208	  7.82  7.83
FBgn0040211	  2.95  2.95
FBgn0040230	  7.54  7.55
FBgn0040234	  5.16  5.17
FBgn0040236	  8.47  8.49
FBgn0040250	  6.75  6.76
FBgn0040252	 14.23 14.27
FBgn0040256	  7.80  7.82
FBgn0040260	  7.48  7.49
FBgn0040262	 12.19 12.20
FBgn0040268	  2.92  2.93
FBgn0040271	  2.70  2.70
FBgn0040273	  4.14  4.15
FBgn0040281	  5.56  5.57
FBgn0040283	  8.44  8.45
FBgn0040285	  6.84  6.86
FBgn0040294	  8.61  8.62
FBgn0040296	 12.48 12.50
FBgn0040299	  4.58  4.58
FBgn0040305	  8.19  8.20
FBgn0040309	  7.30  7.31
FBgn0040318	  7.40  7.41
FBgn0040319	  8.74  8.74
FBgn0040321	  7.89  7.91
FBgn0040322	  5.82  5.83
FBgn0040323	  8.18  8.21
FBgn0040333	  5.27  5.28
FBgn0040334	  6.21  6.22
FBgn0040338	  9.22  9.25
FBgn0040339	  6.69  6.70
FBgn0040341	  6.90  6.91
FBgn0040342	  6.66  6.67
FBgn0040345	  6.27  6.27
FBgn0040346	  6.50  6.51
FBgn0040347	  6.28  6.30
FBgn0040348	  3.25  3.26
FBgn0040349	  4.41  4.42
FBgn0040350	  4.70  4.70
FBgn0040351	  4.97  4.98
FBgn0040352	  6.53  6.54
FBgn0040353	  2.73  2.73
FBgn0040354	  8.66  8.68
FBgn0040357	  4.14  4.14
FBgn0040358	  3.61  3.62
FBgn0040360	  4.45  4.45
FBgn0040361	  5.03  5.05
FBgn0040363	  3.80  3.81
FBgn0040364	  3.94  3.94
FBgn0040366	  3.72  3.72
FBgn0040368	  4.39  4.40
FBgn0040372	  4.76  4.76
FBgn0040373	  7.47  7.48
FBgn0040375	  5.57  5.58
FBgn0040376	  7.89  7.91
FBgn0040377	 13.15 13.15
FBgn0040383	  5.42  5.44
FBgn0040385	  5.82  5.83
FBgn0040388	  5.06  5.06
FBgn0040389	  5.92  5.93
FBgn0040392	 11.14 11.16
FBgn0040393	  9.63  9.66
FBgn0040394	  5.74  5.75
FBgn0040395	  6.82  6.83
FBgn0040396	  8.01  8.04
FBgn0040397	  6.81  6.82
FBgn0040466	  6.42  6.43
FBgn0040467	  3.61  3.61
FBgn0040475	  6.92  6.93
FBgn0040477	  6.15  6.15
FBgn0040487	 11.30 11.30
FBgn0040491	 12.40 12.42
FBgn0040502	  5.39  5.40
FBgn0040503	  4.99  4.99
FBgn0040505	  6.47  6.47
FBgn0040506	  7.25  7.25
FBgn0040507	  5.41  5.42
FBgn0040508	  3.07  3.08
FBgn0040512	  6.84  6.86
FBgn0040524	  4.77  4.79
FBgn0040529	  6.18  6.20
FBgn0040531	  1.72  1.72
FBgn0040532	  7.20  7.20
FBgn0040534	  4.36  4.37
FBgn0040551	  8.58  8.61
FBgn0040569	  5.23  5.23
FBgn0040575	  8.41  8.43
FBgn0040582	  7.85  7.86
FBgn0040600	  3.75  3.75
FBgn0040601	  8.92  8.93
FBgn0040602	  4.98  4.98
FBgn0040607	  8.83  8.84
FBgn0040608	  7.72  7.73
FBgn0040609	  5.19  5.20
FBgn0040629	  8.08  8.08
FBgn0040634	  5.19  5.19
FBgn0040648	  6.30  6.31
FBgn0040649	  8.57  8.61
FBgn0040650	  7.52  7.53
FBgn0040653	 11.26 11.28
FBgn0040660	  9.62  9.67
FBgn0040674	  2.66  2.66
FBgn0040679	  7.62  7.63
FBgn0040688	  7.21  7.21
FBgn0040694	  4.20  4.20
FBgn0040699	  5.79  5.80
FBgn0040705	  4.77  4.79
FBgn0040717	  7.57  7.58
FBgn0040718	  5.91  5.92
FBgn0040725	  4.94  4.94
FBgn0040726	  8.93  8.95
FBgn0040729	  7.05  7.07
FBgn0040730	 13.50 13.60
FBgn0040733	  7.29  7.30
FBgn0040737	  1.89  1.89
FBgn0040743	  2.58  2.58
FBgn0040747	  9.39  9.39
FBgn0040751	  7.03  7.05
FBgn0040752	  7.10  7.11
FBgn0040754	  8.02  8.03
FBgn0040755	  2.86  2.87
FBgn0040759	  8.65  8.67
FBgn0040764	  5.82  5.84
FBgn0040765	  2.31  2.31
FBgn0040773	  4.27  4.28
FBgn0040777	  7.83  7.85
FBgn0040778	  6.49  6.50
FBgn0040793	  5.29  5.30
FBgn0040796	  4.71  4.71
FBgn0040797	  7.36  7.36
FBgn0040805	  7.40  7.40
FBgn0040809	  9.82  9.85
FBgn0040812	  3.24  3.25
FBgn0040814	  4.48  4.49
FBgn0040817	  6.47  6.47
FBgn0040823	  5.07  5.07
FBgn0040827	  5.56  5.56
FBgn0040828	  3.49  3.49
FBgn0040832	  9.10  9.12
FBgn0040837	 12.78 12.79
FBgn0040842	  4.46  4.47
FBgn0040843	  7.11  7.11
FBgn0040850	  5.31  5.32
FBgn0040871	  6.32  6.32
FBgn0040892	  7.17  7.18
FBgn0040899	  2.86  2.87
FBgn0040900	  4.86  4.87
FBgn0040905	  4.31  4.32
FBgn0040907	  6.12  6.12
FBgn0040918	 11.13 11.16
FBgn0040928	  8.78  8.78
FBgn0040929	  4.34  4.36
FBgn0040941	  3.89  3.90
FBgn0040942	  7.54  7.57
FBgn0040958	 22.36 22.51
FBgn0040964	  6.62  6.63
FBgn0040967	  3.67  3.68
FBgn0040972	  4.41  4.43
FBgn0040984	 13.07 13.09
FBgn0040985	 12.12 12.15
FBgn0040989	  3.82  3.84
FBgn0040996	  7.95  7.95
FBgn0041087	 12.56 12.58
FBgn0041092	  9.05  9.08
FBgn0041094	  2.88  2.88
FBgn0041096	  9.29  9.32
FBgn0041097	 10.67 10.70
FBgn0041103	  8.15  8.16
FBgn0041105	  7.60  7.61
FBgn0041111	 11.20 11.21
FBgn0041150	  4.60  4.60
FBgn0041156	  3.49  3.49
FBgn0041160	  5.49  5.50
FBgn0041171	  6.32  6.33
FBgn0041174	  4.57  4.57
FBgn0041181	 12.27 12.28
FBgn0041183	 10.82 10.85
FBgn0041184	 12.83 12.87
FBgn0041186	  4.34  4.35
FBgn0041188	  5.32  5.32
FBgn0041191	  5.58  5.58
FBgn0041194	  4.34  4.34
FBgn0041195	  7.73  7.74
FBgn0041205	  3.67  3.67
FBgn0041210	  5.94  5.95
FBgn0041224	  7.27  7.30
FBgn0041225	  6.06  6.07
FBgn0041229	  8.31  8.32
FBgn0041231	  7.05  7.07
FBgn0041232	  3.89  3.89
FBgn0041233	  8.80  8.85
FBgn0041234	  6.80  6.82
FBgn0041237	  7.82  7.84
FBgn0041238	  4.96  4.97
FBgn0041239	  5.71  5.73
FBgn0041240	  7.97  7.98
FBgn0041242	  2.47  2.47
FBgn0041246	  4.22  4.22
FBgn0041249	  3.73  3.73
FBgn0041250	  4.82  4.83
FBgn0041252	  4.99  4.99
FBgn0041337	  5.42  5.43
FBgn0041342	  8.08  8.08
FBgn0041581	 16.81 16.82
FBgn0041582	  8.05  8.06
FBgn0041585	  5.12  5.12
FBgn0041605	  7.23  7.26
FBgn0041622	  3.75  3.76
FBgn0041624	  5.88  5.89
FBgn0041625	  3.59  3.59
FBgn0041629	  9.14  9.16
FBgn0041702	 10.07 10.08
FBgn0041706	  6.31  6.32
FBgn0041709	  6.39  6.39
FBgn0041711	  3.49  3.49
FBgn0041712	  5.56  5.56
FBgn0041713	  5.94  5.94
FBgn0041717	  3.94  3.94
FBgn0041719	  4.98  4.98
FBgn0041721	  9.01  9.02
FBgn0041775	  6.50  6.52
FBgn0041781	  5.77  5.77
FBgn0041789	  6.15  6.16
FBgn0042085	  7.65  7.66
FBgn0042092	  6.23  6.25
FBgn0042101	  5.91  5.92
FBgn0042103	  5.28  5.29
FBgn0042110	  6.01  6.02
FBgn0042111	  7.03  7.05
FBgn0042125	  4.72  4.72
FBgn0042146	  7.66  7.68
FBgn0042179	  3.77  3.77
FBgn0042185	  9.61  9.62
FBgn0042189	 10.32 10.32
FBgn0042198	  3.82  3.82
FBgn0042201	  5.27  5.27
FBgn0042205	  6.81  6.83
FBgn0042213	  6.15  6.18
FBgn0042630	  3.28  3.28
FBgn0042693	 10.76 10.76
FBgn0042712	  4.35  4.36
FBgn0043001	  9.02  9.03
FBgn0043002	  3.80  3.81
FBgn0043005	  3.89  3.90
FBgn0043010	  3.91  3.92
FBgn0043012	  4.12  4.12
FBgn0043362	  6.48  6.48
FBgn0043364	  4.64  4.65
FBgn0043455	  2.75  2.76
FBgn0043456	  9.23  9.24
FBgn0043457	  6.30  6.30
FBgn0043470	  4.72  4.73
FBgn0043530	  3.22  3.22
FBgn0043532	  5.33  5.33
FBgn0043539	  5.31  5.34
FBgn0043550	  7.54  7.55
FBgn0043575	 10.82 10.82
FBgn0043577	  4.58  4.58
FBgn0043783	  4.19  4.22
FBgn0043791	  4.12  4.13
FBgn0043792	  5.83  5.84
FBgn0043796	  6.70  6.70
FBgn0043806	  7.11  7.11
FBgn0043841	  6.65  6.66
FBgn0043854	  6.03  6.05
FBgn0043884	  8.36  8.37
FBgn0043900	  4.66  4.67
FBgn0043903	  5.34  5.36
FBgn0044020	  4.55  4.56
FBgn0044030	  2.98  2.98
FBgn0044046	 10.39 10.40
FBgn0044047	  5.93  5.96
FBgn0044048	  7.77  7.77
FBgn0044049	  4.25  4.26
FBgn0044050	  6.24  6.24
FBgn0044323	  7.08  7.11
FBgn0044328	  2.49  2.49
FBgn0044452	  9.89  9.90
FBgn0044511	  6.64  6.64
FBgn0044809	  5.34  5.34
FBgn0044810	  8.24  8.26
FBgn0044811	 14.58 14.59
FBgn0044812	 16.17 16.18
FBgn0044826	  9.64  9.66
FBgn0044871	  5.69  5.72
FBgn0045035	 11.23 11.27
FBgn0045063	  6.36  6.36
FBgn0045064	 10.29 10.29
FBgn0045073	  9.83  9.86
FBgn0045443	  2.78  2.78
FBgn0045471	  7.20  7.21
FBgn0045473	  4.08  4.09
FBgn0045474	  6.78  6.79
FBgn0045479	  9.45  9.47
FBgn0045483	  7.62  7.66
FBgn0045495	  5.91  5.91
FBgn0045497	  5.31  5.32
FBgn0045501	 13.67 13.68
FBgn0045759	  7.99  8.01
FBgn0045823	  7.34  7.36
FBgn0045842	  6.13  6.14
FBgn0045843	  7.28  7.28
FBgn0045852	  6.73  6.74
FBgn0045862	  5.96  5.99
FBgn0045866	  3.82  3.82
FBgn0046113	  3.74  3.76
FBgn0046114	 10.57 10.59
FBgn0046253	  5.70  5.71
FBgn0046258	  5.29  5.29
FBgn0046294	  9.36  9.37
FBgn0046297	  6.35  6.36
FBgn0046301	  8.29  8.29
FBgn0046302	 10.51 10.55
FBgn0046332	  4.78  4.78
FBgn0046685	  4.02  4.03
FBgn0046689	  7.67  7.72
FBgn0046692	 18.30 18.33
FBgn0046704	  8.22  8.22
FBgn0046756	  9.60  9.60
FBgn0046763	  2.39  2.39
FBgn0046873	  6.21  6.22
FBgn0046875	  5.94  5.96
FBgn0046876	 11.00 11.02
FBgn0046878	  5.48  5.48
FBgn0046879	  4.54  4.55
FBgn0046880	  8.64  8.64
FBgn0046887	  4.34  4.34
FBgn0047000	  6.51  6.52
FBgn0047092	  1.54  1.54
FBgn0047095	  4.30  4.30
FBgn0047114	  6.80  6.82
FBgn0047135	  4.78  4.78
FBgn0047178	  5.18  5.18
FBgn0047199	  5.80  5.81
FBgn0047205	  6.32  6.32
FBgn0047338	  6.34  6.35
FBgn0047351	  4.57  4.57
FBgn0050000	  3.09  3.09
FBgn0050008	  5.40  5.40
FBgn0050009	  5.22  5.23
FBgn0050010	  9.59  9.62
FBgn0050016	  6.41  6.43
FBgn0050021	  8.97  8.99
FBgn0050033	  4.86  4.87
FBgn0050037	 10.43 10.45
FBgn0050039	  4.69  4.70
FBgn0050042	  7.80  7.80
FBgn0050045	  4.67  4.68
FBgn0050047	  3.45  3.46
FBgn0050051	  6.33  6.33
FBgn0050054	  5.75  5.76
FBgn0050055	  3.29  3.29
FBgn0050067	  6.72  6.73
FBgn0050069	  4.91  4.92
FBgn0050075	  4.64  4.65
FBgn0050076	  2.21  2.21
FBgn0050077	  3.83  3.83
FBgn0050081	  3.79  3.81
FBgn0050082	  4.43  4.44
FBgn0050083	  3.98  3.98
FBgn0050085	  6.94  6.96
FBgn0050089	  2.48  2.49
FBgn0050090	 12.64 12.65
FBgn0050091	  7.81  7.82
FBgn0050095	  5.48  5.49
FBgn0050096	  4.43  4.43
FBgn0050098	  5.72  5.72
FBgn0050103	 13.50 13.50
FBgn0050104	  9.02  9.06
FBgn0050105	  3.97  3.98
FBgn0050106	  5.62  5.62
FBgn0050110	  5.03  5.04
FBgn0050114	  4.61  4.62
FBgn0050121	  6.01  6.02
FBgn0050125	  2.98  2.98
FBgn0050145	 14.22 14.27
FBgn0050147	  7.97  7.98
FBgn0050151	  5.37  5.38
FBgn0050157	  4.27  4.27
FBgn0050158	  5.65  5.67
FBgn0050160	  5.50  5.53
FBgn0050161	  5.40  5.41
FBgn0050169	  1.93  1.93
FBgn0050177	  3.00  3.00
FBgn0050178	  6.74  6.74
FBgn0050183	  9.22  9.24
FBgn0050192	  6.28  6.28
FBgn0050197	  8.07  8.08
FBgn0050198	  4.59  4.59
FBgn0050211	  4.98  4.98
FBgn0050215	  5.53  5.54
FBgn0050222	  6.73  6.76
FBgn0050223	  6.35  6.36
FBgn0050227	  6.37  6.38
FBgn0050234	  4.17  4.17
FBgn0050235	  3.67  3.67
FBgn0050241	  3.67  3.67
FBgn0050250	 11.07 11.07
FBgn0050257	  3.43  3.44
FBgn0050259	  5.08  5.09
FBgn0050265	  5.64  5.65
FBgn0050272	  5.02  5.03
FBgn0050279	  5.64  5.66
FBgn0050280	  4.66  4.66
FBgn0050284	  3.63  3.63
FBgn0050285	  6.24  6.26
FBgn0050289	  9.34  9.35
FBgn0050296	  8.80  8.82
FBgn0050299	  3.92  3.92
FBgn0050334	  5.86  5.86
FBgn0050339	  6.89  6.90
FBgn0050342	  4.66  4.67
FBgn0050343	  8.06  8.07
FBgn0050355	  3.51  3.51
FBgn0050361	  5.62  5.62
FBgn0050369	  4.53  4.54
FBgn0050371	  6.97  7.00
FBgn0050372	  5.84  5.86
FBgn0050373	  3.73  3.74
FBgn0050376	  3.60  3.60
FBgn0050379	  5.45  5.47
FBgn0050380	 12.72 12.75
FBgn0050383	  7.07  7.08
FBgn0050390	  3.67  3.68
FBgn0050393	  5.55  5.55
FBgn0050394	  5.60  5.61
FBgn0050395	  2.65  2.65
FBgn0050398	  3.00  3.00
FBgn0050401	  3.40  3.41
FBgn0050404	  7.71  7.72
FBgn0050406	  6.31  6.31
FBgn0050407	  4.88  4.89
FBgn0050409	  6.99  7.01
FBgn0050411	  6.32  6.33
FBgn0050412	  6.37  6.37
FBgn0050413	  6.53  6.54
FBgn0050416	  7.06  7.06
FBgn0050417	  4.65  4.66
FBgn0050419	  6.03  6.04
FBgn0050421	  7.44  7.46
FBgn0050423	  5.55  5.57
FBgn0050430	  5.89  5.89
FBgn0050431	  4.79  4.80
FBgn0050438	 11.93 11.94
FBgn0050440	 12.14 12.16
FBgn0050446	  3.48  3.48
FBgn0050447	  7.12  7.13
FBgn0050457	  5.99  6.00
FBgn0050458	  3.76  3.78
FBgn0050460	  4.77  4.77
FBgn0050463	  4.11  4.12
FBgn0050466	  5.50  5.52
FBgn0050471	  6.61  6.62
FBgn0050472	  4.41  4.42
FBgn0050476	  3.52  3.52
FBgn0050484	  3.60  3.60
FBgn0050486	  5.13  5.14
FBgn0050487	  4.46  4.46
FBgn0050491	  5.57  5.59
FBgn0050493	  7.76  7.76
FBgn0050502	 10.91 10.96
FBgn0050506	  2.55  2.56
FBgn0050509	  3.18  3.18
FBgn0051002	  8.28  8.29
FBgn0051004	  6.88  6.88
FBgn0051005	  4.22  4.22
FBgn0051010	  7.86  7.87
FBgn0051014	 10.17 10.18
FBgn0051015	  7.28  7.31
FBgn0051019	  4.60  4.61
FBgn0051023	  5.10  5.11
FBgn0051028	  2.59  2.59
FBgn0051029	  6.11  6.11
FBgn0051036	  7.98  8.00
FBgn0051038	  4.75  4.75
FBgn0051040	  6.96  6.97
FBgn0051044	  7.68  7.69
FBgn0051050	  2.26  2.27
FBgn0051053	  6.57  6.58
FBgn0051055	  2.31  2.31
FBgn0051064	  6.95  6.96
FBgn0051068	  4.45  4.46
FBgn0051070	  9.01  9.05
FBgn0051072	  4.85  4.86
FBgn0051076	  5.75  5.75
FBgn0051080	  1.87  1.88
FBgn0051084	  3.39  3.39
FBgn0051087	  9.26  9.26
FBgn0051092	  6.35  6.36
FBgn0051093	  5.60  5.60
FBgn0051098	 12.11 12.11
FBgn0051100	  5.71  5.72
FBgn0051102	  5.90  5.91
FBgn0051103	  9.16  9.19
FBgn0051106	  7.92  7.95
FBgn0051111	  5.90  5.90
FBgn0051115	  5.13  5.14
FBgn0051116	  4.43  4.44
FBgn0051121	  5.27  5.28
FBgn0051125	  3.69  3.70
FBgn0051126	  4.10  4.11
FBgn0051128	  5.04  5.04
FBgn0051130	  7.91  7.95
FBgn0051140	  4.81  4.82
FBgn0051141	  3.65  3.65
FBgn0051143	  3.24  3.24
FBgn0051144	  2.75  2.75
FBgn0051145	  4.90  4.91
FBgn0051146	 11.76 11.77
FBgn0051148	  5.63  5.64
FBgn0051156	  4.66  4.66
FBgn0051158	  9.77  9.79
FBgn0051159	  8.16  8.18
FBgn0051163	  8.73  8.74
FBgn0051165	  5.38  5.40
FBgn0051174	  5.40  5.41
FBgn0051176	  6.87  6.87
FBgn0051183	  6.50  6.51
FBgn0051191	  4.09  4.09
FBgn0051195	 14.20 14.21
FBgn0051198	  7.61  7.62
FBgn0051200	  5.75  5.76
FBgn0051206	  4.28  4.29
FBgn0051207	 11.66 11.66
FBgn0051211	  7.63  7.64
FBgn0051215	  6.20  6.22
FBgn0051216	  8.63  8.65
FBgn0051220	  3.73  3.75
FBgn0051221	  6.32  6.33
FBgn0051223	  4.40  4.41
FBgn0051224	  5.32  5.33
FBgn0051225	  3.64  3.64
FBgn0051226	  9.20  9.20
FBgn0051233	  4.34  4.34
FBgn0051251	  7.06  7.07
FBgn0051262	  3.42  3.42
FBgn0051266	  3.60  3.60
FBgn0051268	  9.55  9.56
FBgn0051269	  6.48  6.50
FBgn0051272	  6.52  6.52
FBgn0051279	  2.42  2.42
FBgn0051281	  6.31  6.31
FBgn0051287	  4.43  4.43
FBgn0051288	 10.75 10.75
FBgn0051294	  6.25  6.25
FBgn0051296	  4.54  4.55
FBgn0051301	  2.77  2.77
FBgn0051313	 11.51 11.53
FBgn0051321	  6.79  6.80
FBgn0051323	  7.86  7.86
FBgn0051324	  5.39  5.40
FBgn0051327	  6.00  6.00
FBgn0051331	  4.67  4.67
FBgn0051337	  6.62  6.62
FBgn0051342	  9.14  9.15
FBgn0051343	  7.21  7.21
FBgn0051344	  4.02  4.02
FBgn0051345	  7.14  7.14
FBgn0051347	  3.48  3.49
FBgn0051352	  5.72  5.72
FBgn0051356	  4.30  4.31
FBgn0051357	  9.45  9.49
FBgn0051360	  5.68  5.68
FBgn0051363	  8.50  8.51
FBgn0051368	  6.37  6.37
FBgn0051374	  4.53  4.53
FBgn0051382	  5.29  5.30
FBgn0051386	  6.27  6.28
FBgn0051410	  4.75  4.76
FBgn0051415	  5.15  5.16
FBgn0051418	  4.25  4.25
FBgn0051423	  3.80  3.80
FBgn0051431	  5.97  5.98
FBgn0051432	  4.67  4.68
FBgn0051437	  3.78  3.79
FBgn0051438	 13.13 13.16
FBgn0051446	  6.12  6.13
FBgn0051457	  2.98  2.98
FBgn0051459	  9.32  9.34
FBgn0051460	  7.70  7.73
FBgn0051464	  9.55  9.55
FBgn0051467	  3.78  3.78
FBgn0051471	  6.61  6.63
FBgn0051472	 10.42 10.43
FBgn0051475	  5.34  5.34
FBgn0051477	  5.70  5.71
FBgn0051480	  5.44  5.45
FBgn0051481	  5.72  5.73
FBgn0051482	  8.61  8.62
FBgn0051491	 11.93 11.95
FBgn0051495	  4.21  4.22
FBgn0051496	  4.24  4.24
FBgn0051497	  9.21  9.23
FBgn0051506	  3.63  3.63
FBgn0051514	  6.16  6.17
FBgn0051515	  4.96  4.97
FBgn0051522	  7.27  7.29
FBgn0051523	 13.28 13.33
FBgn0051524	  6.83  6.84
FBgn0051525	  5.95  5.95
FBgn0051528	  8.96  8.96
FBgn0051548	  8.95  8.96
FBgn0051559	  6.64  6.64
FBgn0051561	  7.76  7.77
FBgn0051575	  3.45  3.45
FBgn0051579	 13.26 13.26
FBgn0051588	  5.50  5.51
FBgn0051591	  4.01  4.01
FBgn0051609	  5.52  5.53
FBgn0051626	 10.57 10.59
FBgn0051632	  2.49  2.49
FBgn0051634	  3.74  3.74
FBgn0051635	  5.73  5.75
FBgn0051636	  4.76  4.76
FBgn0051638	  7.98  7.99
FBgn0051639	  4.34  4.35
FBgn0051643	  6.70  6.71
FBgn0051644	  9.98 10.01
FBgn0051646	  4.23  4.24
FBgn0051647	  5.31  5.32
FBgn0051658	  4.18  4.18
FBgn0051663	  3.37  3.38
FBgn0051665	  3.18  3.18
FBgn0051669	  4.08  4.09
FBgn0051673	 10.81 10.83
FBgn0051676	  7.33  7.34
FBgn0051678	  5.82  5.85
FBgn0051682	  2.86  2.87
FBgn0051690	  8.28  8.30
FBgn0051694	  5.56  5.57
FBgn0051698	 11.76 11.77
FBgn0051700	  8.11  8.13
FBgn0051706	  5.69  5.70
FBgn0051708	  3.60  3.60
FBgn0051710	  4.75  4.77
FBgn0051716	  7.28  7.28
FBgn0051717	  3.28  3.28
FBgn0051718	  8.20  8.21
FBgn0051719	 11.23 11.25
FBgn0051720	 14.97 15.02
FBgn0051721	 11.27 11.28
FBgn0051729	  5.04  5.05
FBgn0051730	  3.89  3.89
FBgn0051735	  5.12  5.14
FBgn0051741	 10.39 10.40
FBgn0051769	  9.63  9.66
FBgn0051774	  9.95  9.96
FBgn0051776	  5.19  5.20
FBgn0051778	  6.92  6.93
FBgn0051781	 14.49 14.49
FBgn0051784	  8.44  8.46
FBgn0051785	  4.90  4.91
FBgn0051787	  7.77  7.77
FBgn0051789	 10.05 10.06
FBgn0051792	 11.31 11.32
FBgn0051793	  7.01  7.02
FBgn0051797	  2.78  2.79
FBgn0051798	  7.51  7.52
FBgn0051800	  4.45  4.46
FBgn0051803	  5.00  5.01
FBgn0051804	  4.59  4.60
FBgn0051807	 10.73 10.75
FBgn0051812	 11.06 11.11
FBgn0051813	  5.26  5.26
FBgn0051814	  6.20  6.21
FBgn0051816	  6.85  6.86
FBgn0051820	  4.93  4.94
FBgn0051824	 12.03 12.04
FBgn0051832	  4.22  4.22
FBgn0051835	 10.60 10.60
FBgn0051840	  4.98  4.98
FBgn0051845	  3.96  3.97
FBgn0051848	  2.73  2.73
FBgn0051862	  7.98  7.99
FBgn0051870	  5.20  5.21
FBgn0051871	  6.86  6.87
FBgn0051876	  5.37  5.39
FBgn0051882	  6.97  6.99
FBgn0051885	  6.64  6.64
FBgn0051889	  5.32  5.34
FBgn0051890	  4.04  4.05
FBgn0051892	  8.61  8.63
FBgn0051901	  6.37  6.37
FBgn0051907	  3.61  3.61
FBgn0051908	  3.69  3.70
FBgn0051910	  5.87  5.87
FBgn0051912	  3.91  3.92
FBgn0051913	  3.72  3.72
FBgn0051921	  5.26  5.28
FBgn0051922	  7.66  7.67
FBgn0051928	  8.63  8.64
FBgn0051933	  8.16  8.18
FBgn0051935	  9.97 10.03
FBgn0051940	  8.01  8.02
FBgn0051942	  3.47  3.48
FBgn0051946	  3.38  3.39
FBgn0051950	  5.35  5.36
FBgn0051952	  4.43  4.43
FBgn0051955	  6.38  6.40
FBgn0051960	  4.69  4.69
FBgn0051961	 10.89 10.92
FBgn0051971	  4.65  4.65
FBgn0051974	  5.97  5.97
FBgn0051997	 12.85 12.86
FBgn0051999	  8.46  8.46
FBgn0052006	  9.72  9.73
FBgn0052022	  5.08  5.09
FBgn0052023	  5.53  5.54
FBgn0052024	  4.35  4.35
FBgn0052029	  3.75  3.76
FBgn0052034	  4.46  4.46
FBgn0052036	  6.68  6.71
FBgn0052037	  5.33  5.34
FBgn0052039	  4.54  4.54
FBgn0052040	  3.70  3.70
FBgn0052056	 11.44 11.44
FBgn0052057	  9.61  9.62
FBgn0052058	  6.26  6.27
FBgn0052061	 12.36 12.41
FBgn0052062	  4.66  4.66
FBgn0052066	  9.31  9.34
FBgn0052071	 13.46 13.46
FBgn0052074	  5.72  5.73
FBgn0052076	 10.52 10.57
FBgn0052079	  4.34  4.34
FBgn0052082	 12.46 12.47
FBgn0052085	  8.12  8.13
FBgn0052091	  8.51  8.51
FBgn0052100	 10.54 10.55
FBgn0052105	  3.15  3.15
FBgn0052111	  9.12  9.13
FBgn0052112	  4.61  4.61
FBgn0052113	  7.61  7.64
FBgn0052117	  3.89  3.89
FBgn0052121	  3.19  3.19
FBgn0052123	  3.49  3.49
FBgn0052126	 10.54 10.54
FBgn0052129	  2.26  2.26
