# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-a" "sim.saf" "-t" "gene" "-F" "SAF" "-o" "fc_sim-specific.txt" "nodup_sorted_w501_1.bam" "nodup_sorted_w501_2.bam" "nodup_sorted_w501_3.bam" 
Geneid	Chr	Start	End	Strand	Length	nodup_sorted_w501_1.bam	nodup_sorted_w501_2.bam	nodup_sorted_w501_3.bam
Scf_3L.9599212.9599720	Scf_3L	9599212	9599720	.	509	209	180	267
Scf_3L.9606359.9608025	Scf_3L	9606359	9608025	.	1667	818	486	852
Scf_3L.9608204.9608372	Scf_3L	9608204	9608372	.	169	71	32	67
Scf_3L.9611858.9612436	Scf_3L	9611858	9612436	.	579	331	203	345
Scf_3L.9616110.9617692	Scf_3L	9616110	9617692	.	1583	927	607	1006
Scf_3L.9620499.9620712	Scf_3L	9620499	9620712	.	214	123	86	132
Scf_3L.9640764.9641381	Scf_3L	9640764	9641381	.	618	264	182	262
Scf_3L.9641524.9642101	Scf_3L	9641524	9642101	.	578	194	153	218
Scf_3L.9644932.9645458	Scf_3L	9644932	9645458	.	527	167	170	175
Scf_3L.9650713.9651390	Scf_3L	9650713	9651390	.	678	334	245	347
Scf_3L.9651771.9652411	Scf_3L	9651771	9652411	.	641	391	256	368
Scf_3L.9711714.9712997	Scf_3L	9711714	9712997	.	1284	642	398	684
Scf_3L.9715596.9716997	Scf_3L	9715596	9716997	.	1402	682	504	841
Scf_3L.9718201.9718771	Scf_3L	9718201	9718771	.	571	325	233	285
Scf_3L.9822865.9823093	Scf_3L	9822865	9823093	.	229	110	78	105
Scf_3L.9826462.9826799	Scf_3L	9826462	9826799	.	338	351	246	343
Scf_3L.9939994.9940863	Scf_3L	9939994	9940863	.	870	395	344	454
Scf_3L.9946654.9946983	Scf_3L	9946654	9946983	.	330	164	76	170
Scf_3L.9962463.9963525	Scf_3L	9962463	9963525	.	1063	546	431	707
Scf_3L.10059142.10059411	Scf_3L	10059142	10059411	.	270	205	132	221
Scf_3L.10062187.10062769	Scf_3L	10062187	10062769	.	583	362	236	386
Scf_3L.10069112.10069339	Scf_3L	10069112	10069339	.	228	120	77	122
Scf_3L.10089036.10089444	Scf_3L	10089036	10089444	.	409	205	148	219
Scf_3L.10091573.10091749	Scf_3L	10091573	10091749	.	177	102	81	126
Scf_3L.10099774.10099884	Scf_3L	10099774	10099884	.	111	53	54	65
Scf_3L.10100102.10100253	Scf_3L	10100102	10100253	.	152	32	26	33
Scf_3L.10100417.10100851	Scf_3L	10100417	10100851	.	435	290	266	258
Scf_3L.10128717.10129183	Scf_3L	10128717	10129183	.	467	253	190	292
Scf_3L.10142149.10142526	Scf_3L	10142149	10142526	.	378	178	250	249
Scf_3L.10144342.10145140	Scf_3L	10144342	10145140	.	799	379	394	528
Scf_3L.10165487.10166006	Scf_3L	10165487	10166006	.	520	396	266	460
Scf_3L.10189997.10190225	Scf_3L	10189997	10190225	.	229	119	137	164
Scf_3L.10197579.10198577	Scf_3L	10197579	10198577	.	999	491	304	574
Scf_3L.10224596.10225040	Scf_3L	10224596	10225040	.	445	161	90	171
Scf_3L.10248142.10248304	Scf_3L	10248142	10248304	.	163	149	949	548
Scf_3L.10255464.10256278	Scf_3L	10255464	10256278	.	815	598	365	536
Scf_3L.10257136.10257480	Scf_3L	10257136	10257480	.	345	146	76	149
Scf_3L.10261410.10261982	Scf_3L	10261410	10261982	.	573	217	612	485
Scf_3L.10262126.10262734	Scf_3L	10262126	10262734	.	609	420	402	443
Scf_3L.10264548.10265129	Scf_3L	10264548	10265129	.	582	216	195	269
Scf_3L.10265240.10266139	Scf_3L	10265240	10266139	.	900	378	312	435
Scf_3L.10371054.10371675	Scf_3L	10371054	10371675	.	622	357	247	373
Scf_3L.10377516.10378822	Scf_3L	10377516	10378822	.	1307	538	364	674
Scf_3L.10384486.10384908	Scf_3L	10384486	10384908	.	423	158	115	196
Scf_3L.10388356.10388527	Scf_3L	10388356	10388527	.	172	92	92	88
Scf_3L.10398294.10398540	Scf_3L	10398294	10398540	.	247	123	104	180
Scf_3L.10400431.10400733	Scf_3L	10400431	10400733	.	303	91	56	105
Scf_3L.10400840.10401143	Scf_3L	10400840	10401143	.	304	125	91	117
Scf_3L.10401371.10401964	Scf_3L	10401371	10401964	.	594	239	169	319
Scf_3L.10403259.10403857	Scf_3L	10403259	10403857	.	599	268	190	310
Scf_3L.10404488.10405688	Scf_3L	10404488	10405688	.	1201	693	474	727
Scf_3L.10405824.10406203	Scf_3L	10405824	10406203	.	380	146	132	208
Scf_3L.10413829.10414511	Scf_3L	10413829	10414511	.	683	387	261	418
Scf_3L.10414827.10415058	Scf_3L	10414827	10415058	.	232	104	76	135
Scf_3L.10415732.10416012	Scf_3L	10415732	10416012	.	281	124	98	116
Scf_3L.10416407.10416886	Scf_3L	10416407	10416886	.	480	189	159	177
Scf_3L.10418644.10418813	Scf_3L	10418644	10418813	.	170	96	70	117
Scf_3L.10420470.10421074	Scf_3L	10420470	10421074	.	605	403	234	413
Scf_3L.10421535.10422058	Scf_3L	10421535	10422058	.	524	282	180	366
Scf_3L.10422515.10422701	Scf_3L	10422515	10422701	.	187	87	75	94
Scf_3L.10422886.10423277	Scf_3L	10422886	10423277	.	392	189	176	208
Scf_3L.10423543.10423804	Scf_3L	10423543	10423804	.	262	129	105	177
Scf_3L.10430678.10431207	Scf_3L	10430678	10431207	.	530	194	133	211
Scf_3L.10432130.10432459	Scf_3L	10432130	10432459	.	330	147	122	189
Scf_3L.10433881.10434013	Scf_3L	10433881	10434013	.	133	108	78	111
Scf_3L.10436493.10436796	Scf_3L	10436493	10436796	.	304	144	157	171
Scf_3L.10436960.10437252	Scf_3L	10436960	10437252	.	293	121	98	126
Scf_3L.10476653.10477509	Scf_3L	10476653	10477509	.	857	522	388	543
Scf_3L.10478116.10478564	Scf_3L	10478116	10478564	.	449	177	128	180
Scf_3L.10478808.10479693	Scf_3L	10478808	10479693	.	886	513	422	508
Scf_3L.10479822.10480429	Scf_3L	10479822	10480429	.	608	393	249	424
Scf_3L.10482615.10483055	Scf_3L	10482615	10483055	.	441	249	210	303
Scf_3L.10484969.10485729	Scf_3L	10484969	10485729	.	761	263	228	344
Scf_3L.10490873.10491275	Scf_3L	10490873	10491275	.	403	154	116	173
Scf_3L.10491855.10493144	Scf_3L	10491855	10493144	.	1290	831	542	841
Scf_3L.10493964.10494487	Scf_3L	10493964	10494487	.	524	246	142	214
Scf_3L.10495510.10496072	Scf_3L	10495510	10496072	.	563	202	145	207
Scf_3L.10496193.10499000	Scf_3L	10496193	10499000	.	2808	1729	1211	1726
Scf_3L.10506699.10506831	Scf_3L	10506699	10506831	.	133	275	516	493
Scf_3L.10514531.10516071	Scf_3L	10514531	10516071	.	1541	919	623	1000
Scf_3L.10516377.10516684	Scf_3L	10516377	10516684	.	308	130	83	137
Scf_3L.10530859.10531331	Scf_3L	10530859	10531331	.	473	199	159	232
Scf_3L.10532695.10535069	Scf_3L	10532695	10535069	.	2375	1109	917	1164
Scf_3L.10536676.10537548	Scf_3L	10536676	10537548	.	873	393	382	494
Scf_3L.10583256.10583777	Scf_3L	10583256	10583777	.	522	194	135	268
Scf_3L.10592007.10592464	Scf_3L	10592007	10592464	.	458	198	132	229
Scf_3L.10595778.10596483	Scf_3L	10595778	10596483	.	706	489	333	508
Scf_3L.10596686.10597377	Scf_3L	10596686	10597377	.	692	626	598	653
Scf_3L.10606840.10607767	Scf_3L	10606840	10607767	.	928	592	452	687
Scf_3L.10608027.10608666	Scf_3L	10608027	10608666	.	640	302	327	393
Scf_3L.10608818.10608958	Scf_3L	10608818	10608958	.	141	43	34	62
Scf_3L.10617813.10618618	Scf_3L	10617813	10618618	.	806	322	222	349
Scf_3L.10624960.10625120	Scf_3L	10624960	10625120	.	161	115	56	100
Scf_3L.10633188.10633619	Scf_3L	10633188	10633619	.	432	219	194	233
Scf_3L.10637976.10639614	Scf_3L	10637976	10639614	.	1639	1249	768	1383
Scf_3L.10651543.10652218	Scf_3L	10651543	10652218	.	676	279	193	330
Scf_3L.10728035.10729481	Scf_3L	10728035	10729481	.	1447	663	466	812
Scf_3L.10748281.10748751	Scf_3L	10748281	10748751	.	471	363	262	442
Scf_3L.10749474.10750031	Scf_3L	10749474	10750031	.	558	461	250	421
Scf_3L.10775259.10775427	Scf_3L	10775259	10775427	.	169	139	54	116
Scf_3L.10777113.10777325	Scf_3L	10777113	10777325	.	213	95	101	141
Scf_3L.10778836.10779112	Scf_3L	10778836	10779112	.	277	139	126	141
Scf_3L.10779312.10779545	Scf_3L	10779312	10779545	.	234	49	44	70
Scf_3L.10779707.10780580	Scf_3L	10779707	10780580	.	874	326	215	381
Scf_3L.10781449.10781864	Scf_3L	10781449	10781864	.	416	153	135	164
Scf_3L.10782181.10783306	Scf_3L	10782181	10783306	.	1126	665	628	736
Scf_3L.10785331.10786056	Scf_3L	10785331	10786056	.	726	519	407	553
Scf_3L.10800281.10800485	Scf_3L	10800281	10800485	.	205	70	63	82
Scf_3L.10800614.10801020	Scf_3L	10800614	10801020	.	407	171	94	143
Scf_3L.10803657.10804217	Scf_3L	10803657	10804217	.	561	189	124	230
Scf_3L.10809666.10810242	Scf_3L	10809666	10810242	.	577	350	295	399
Scf_3L.10813395.10813855	Scf_3L	10813395	10813855	.	461	253	198	310
Scf_3L.10822614.10822839	Scf_3L	10822614	10822839	.	226	95	68	104
Scf_3L.10823183.10824083	Scf_3L	10823183	10824083	.	901	441	287	468
Scf_3L.10829382.10830397	Scf_3L	10829382	10830397	.	1016	582	355	672
Scf_3L.10835300.10835481	Scf_3L	10835300	10835481	.	182	76	43	99
Scf_3L.10835684.10836056	Scf_3L	10835684	10836056	.	373	140	105	172
Scf_3L.10848630.10848863	Scf_3L	10848630	10848863	.	234	114	56	131
Scf_3L.10849350.10849672	Scf_3L	10849350	10849672	.	323	115	68	100
Scf_3L.10851297.10851502	Scf_3L	10851297	10851502	.	206	118	96	152
Scf_3L.10854199.10854773	Scf_3L	10854199	10854773	.	575	324	188	335
Scf_3L.10855059.10856632	Scf_3L	10855059	10856632	.	1574	842	511	932
Scf_3L.10858887.10859178	Scf_3L	10858887	10859178	.	292	200	164	230
Scf_3L.10871398.10871693	Scf_3L	10871398	10871693	.	296	200	133	202
Scf_3L.10899449.10899843	Scf_3L	10899449	10899843	.	395	191	131	265
Scf_3L.10904190.10904567	Scf_3L	10904190	10904567	.	378	143	89	162
Scf_3L.10904770.10905126	Scf_3L	10904770	10905126	.	357	96	77	98
Scf_3L.10923356.10923871	Scf_3L	10923356	10923871	.	516	259	186	302
Scf_3L.10931292.10931839	Scf_3L	10931292	10931839	.	548	350	274	424
Scf_3L.10938988.10939245	Scf_3L	10938988	10939245	.	258	111	101	126
Scf_3L.10939378.10939873	Scf_3L	10939378	10939873	.	496	242	181	238
Scf_3L.10944125.10944523	Scf_3L	10944125	10944523	.	399	174	157	214
Scf_3L.10944633.10944783	Scf_3L	10944633	10944783	.	151	65	46	64
Scf_3L.10948047.10948186	Scf_3L	10948047	10948186	.	140	67	47	61
Scf_3L.10948315.10949661	Scf_3L	10948315	10949661	.	1347	606	439	760
Scf_3L.10964815.10965129	Scf_3L	10964815	10965129	.	315	160	85	186
Scf_3L.10975859.10976928	Scf_3L	10975859	10976928	.	1070	648	527	719
Scf_3L.10979497.10979995	Scf_3L	10979497	10979995	.	499	259	148	279
Scf_3L.10980945.10981733	Scf_3L	10980945	10981733	.	789	486	348	519
Scf_3L.10981952.10982068	Scf_3L	10981952	10982068	.	117	26	19	30
Scf_3L.10985518.10985877	Scf_3L	10985518	10985877	.	360	322	227	241
Scf_3L.10986384.10987878	Scf_3L	10986384	10987878	.	1495	481	296	442
Scf_3L.10989535.10989869	Scf_3L	10989535	10989869	.	335	146	80	147
Scf_3L.10993507.10993732	Scf_3L	10993507	10993732	.	226	103	72	136
Scf_3L.10994181.10994494	Scf_3L	10994181	10994494	.	314	127	65	141
Scf_3L.10994599.10994967	Scf_3L	10994599	10994967	.	369	138	74	161
Scf_3L.10995118.10995247	Scf_3L	10995118	10995247	.	130	36	27	41
Scf_3L.10999049.10999484	Scf_3L	10999049	10999484	.	436	141	114	213
Scf_3L.11002429.11003237	Scf_3L	11002429	11003237	.	809	643	633	738
Scf_3L.11004706.11005690	Scf_3L	11004706	11005690	.	985	399	239	427
Scf_3L.11009274.11009487	Scf_3L	11009274	11009487	.	214	70	71	104
Scf_3L.11009600.11010071	Scf_3L	11009600	11010071	.	472	267	181	274
Scf_3L.11011231.11011819	Scf_3L	11011231	11011819	.	589	253	202	295
Scf_3L.11015904.11016560	Scf_3L	11015904	11016560	.	657	144	149	200
Scf_3L.11016739.11017397	Scf_3L	11016739	11017397	.	659	291	217	312
Scf_3L.11017602.11018483	Scf_3L	11017602	11018483	.	882	655	553	617
Scf_3L.11018983.11019577	Scf_3L	11018983	11019577	.	595	213	242	261
Scf_3L.11020137.11022079	Scf_3L	11020137	11022079	.	1943	938	774	1008
Scf_3L.11022376.11022792	Scf_3L	11022376	11022792	.	417	209	131	184
Scf_3L.11022903.11023500	Scf_3L	11022903	11023500	.	598	212	169	248
Scf_3L.11023879.11024419	Scf_3L	11023879	11024419	.	541	249	221	282
Scf_3L.11034200.11034483	Scf_3L	11034200	11034483	.	284	73	62	109
Scf_3L.11034595.11035357	Scf_3L	11034595	11035357	.	763	366	301	475
Scf_3L.11036709.11037017	Scf_3L	11036709	11037017	.	309	135	98	154
Scf_3L.11045949.11046205	Scf_3L	11045949	11046205	.	257	111	112	132
Scf_3L.11046812.11048990	Scf_3L	11046812	11048990	.	2179	1087	1050	1189
Scf_3L.11049099.11049751	Scf_3L	11049099	11049751	.	653	278	292	293
Scf_3L.11049912.11050619	Scf_3L	11049912	11050619	.	708	274	202	271
Scf_3L.11050731.11051833	Scf_3L	11050731	11051833	.	1103	539	483	646
Scf_3L.11064230.11064608	Scf_3L	11064230	11064608	.	379	182	117	185
Scf_3L.11069214.11069651	Scf_3L	11069214	11069651	.	438	221	148	220
Scf_3L.11069808.11070134	Scf_3L	11069808	11070134	.	327	90	99	123
Scf_3L.11071378.11072209	Scf_3L	11071378	11072209	.	832	244	277	375
Scf_3L.11072741.11072998	Scf_3L	11072741	11072998	.	258	95	97	144
Scf_3L.11086904.11087044	Scf_3L	11086904	11087044	.	141	65	55	81
Scf_3L.11087246.11088630	Scf_3L	11087246	11088630	.	1385	919	613	979
Scf_3L.11088769.11089335	Scf_3L	11088769	11089335	.	567	351	289	416
Scf_3L.11101606.11101909	Scf_3L	11101606	11101909	.	304	207	117	250
Scf_3L.11151654.11151975	Scf_3L	11151654	11151975	.	322	195	81	187
Scf_3L.11158640.11160458	Scf_3L	11158640	11160458	.	1819	1068	751	1163
Scf_3L.11188705.11189162	Scf_3L	11188705	11189162	.	458	291	251	360
Scf_3L.11210531.11211597	Scf_3L	11210531	11211597	.	1067	596	403	599
Scf_3L.11214661.11215019	Scf_3L	11214661	11215019	.	359	122	123	161
Scf_3L.11215120.11215303	Scf_3L	11215120	11215303	.	184	39	25	38
Scf_3L.11215539.11216261	Scf_3L	11215539	11216261	.	723	353	313	416
Scf_3L.11216460.11217172	Scf_3L	11216460	11217172	.	713	251	185	274
Scf_3L.11237130.11237387	Scf_3L	11237130	11237387	.	258	139	81	124
Scf_3L.11247940.11248448	Scf_3L	11247940	11248448	.	509	307	278	321
Scf_3L.11250477.11251164	Scf_3L	11250477	11251164	.	688	454	327	464
Scf_3L.11259849.11260224	Scf_3L	11259849	11260224	.	376	226	159	234
Scf_3L.11266278.11266956	Scf_3L	11266278	11266956	.	679	650	572	680
Scf_3L.11275451.11276293	Scf_3L	11275451	11276293	.	843	303	240	400
Scf_3L.11306370.11306553	Scf_3L	11306370	11306553	.	184	78	50	78
Scf_3L.11306775.11307020	Scf_3L	11306775	11307020	.	246	50	45	55
Scf_3L.11307129.11307928	Scf_3L	11307129	11307928	.	800	305	272	352
Scf_3L.11308416.11308867	Scf_3L	11308416	11308867	.	452	342	299	397
Scf_3L.11316475.11316831	Scf_3L	11316475	11316831	.	357	246	116	296
Scf_3L.11320187.11320343	Scf_3L	11320187	11320343	.	157	33	97	59
Scf_3L.11320576.11320935	Scf_3L	11320576	11320935	.	360	260	320	313
Scf_3L.11324088.11325147	Scf_3L	11324088	11325147	.	1060	456	414	507
Scf_3L.11329277.11329489	Scf_3L	11329277	11329489	.	213	152	83	174
Scf_3L.11339696.11339932	Scf_3L	11339696	11339932	.	237	94	114	122
Scf_3L.11343386.11343578	Scf_3L	11343386	11343578	.	193	136	107	152
Scf_3L.11347166.11347888	Scf_3L	11347166	11347888	.	723	354	286	366
Scf_3L.11349586.11350194	Scf_3L	11349586	11350194	.	609	317	196	302
Scf_3L.11368433.11368849	Scf_3L	11368433	11368849	.	417	156	109	159
Scf_3L.11368951.11369215	Scf_3L	11368951	11369215	.	265	173	111	162
Scf_3L.11382720.11382876	Scf_3L	11382720	11382876	.	157	124	57	137
Scf_3L.11384764.11385398	Scf_3L	11384764	11385398	.	635	332	242	375
Scf_3L.11397292.11398060	Scf_3L	11397292	11398060	.	769	348	234	357
Scf_3L.11408765.11410177	Scf_3L	11408765	11410177	.	1413	849	728	931
Scf_3L.11412189.11412417	Scf_3L	11412189	11412417	.	229	179	104	210
Scf_3L.11416097.11416325	Scf_3L	11416097	11416325	.	229	149	94	138
Scf_3L.11421801.11421981	Scf_3L	11421801	11421981	.	181	136	70	135
Scf_3L.11471723.11472842	Scf_3L	11471723	11472842	.	1120	1066	1094	1154
Scf_3L.11483896.11484339	Scf_3L	11483896	11484339	.	444	175	133	171
Scf_3L.11484449.11485137	Scf_3L	11484449	11485137	.	689	279	154	270
Scf_3L.11489170.11489442	Scf_3L	11489170	11489442	.	273	147	115	182
Scf_3L.11490271.11490700	Scf_3L	11490271	11490700	.	430	201	152	227
Scf_3L.11490812.11490950	Scf_3L	11490812	11490950	.	139	39	34	48
Scf_3L.11509852.11510020	Scf_3L	11509852	11510020	.	169	96	87	122
Scf_3L.11514040.11514806	Scf_3L	11514040	11514806	.	767	442	276	404
Scf_3L.11516026.11516819	Scf_3L	11516026	11516819	.	794	487	287	463
Scf_3L.11517391.11517577	Scf_3L	11517391	11517577	.	187	142	82	153
Scf_3L.11519021.11519340	Scf_3L	11519021	11519340	.	320	127	111	153
Scf_3L.11519989.11520862	Scf_3L	11519989	11520862	.	874	318	225	358
Scf_3L.11528121.11528569	Scf_3L	11528121	11528569	.	449	174	147	209
Scf_3L.11533759.11534081	Scf_3L	11533759	11534081	.	323	183	97	213
Scf_3L.11624212.11624474	Scf_3L	11624212	11624474	.	263	163	149	168
Scf_3L.11664550.11664890	Scf_3L	11664550	11664890	.	341	110	264	123
Scf_3L.11685227.11685599	Scf_3L	11685227	11685599	.	373	174	114	174
Scf_3L.11694587.11695504	Scf_3L	11694587	11695504	.	918	528	335	562
Scf_3L.11696239.11696662	Scf_3L	11696239	11696662	.	424	232	145	192
Scf_3L.11699677.11700121	Scf_3L	11699677	11700121	.	445	108	94	119
Scf_3L.11700257.11700467	Scf_3L	11700257	11700467	.	211	106	71	104
Scf_3L.11708274.11708496	Scf_3L	11708274	11708496	.	223	108	93	126
Scf_3L.11719749.11720371	Scf_3L	11719749	11720371	.	623	313	212	337
Scf_3L.11723545.11724973	Scf_3L	11723545	11724973	.	1429	651	358	582
Scf_3L.11726183.11726359	Scf_3L	11726183	11726359	.	177	112	93	130
Scf_3L.11730857.11731456	Scf_3L	11730857	11731456	.	600	442	343	439
Scf_3L.11732782.11733090	Scf_3L	11732782	11733090	.	309	129	83	161
Scf_3L.11733380.11733729	Scf_3L	11733380	11733729	.	350	133	87	135
Scf_3L.11748112.11748598	Scf_3L	11748112	11748598	.	487	418	233	422
Scf_3L.11765901.11767261	Scf_3L	11765901	11767261	.	1361	665	507	782
Scf_3L.11772321.11772751	Scf_3L	11772321	11772751	.	431	189	136	179
Scf_3L.11773223.11773864	Scf_3L	11773223	11773864	.	642	322	244	339
Scf_3L.11781998.11782261	Scf_3L	11781998	11782261	.	264	152	89	160
Scf_3L.11807522.11808083	Scf_3L	11807522	11808083	.	562	179	126	221
Scf_3L.11809712.11810078	Scf_3L	11809712	11810078	.	367	150	108	177
Scf_3L.11816647.11817055	Scf_3L	11816647	11817055	.	409	204	111	202
Scf_3L.11829840.11830408	Scf_3L	11829840	11830408	.	569	176	151	209
Scf_3L.11830510.11830742	Scf_3L	11830510	11830742	.	233	132	104	162
Scf_3L.11837418.11837779	Scf_3L	11837418	11837779	.	362	108	88	104
Scf_3L.11837992.11838877	Scf_3L	11837992	11838877	.	886	292	253	321
Scf_3L.11840709.11840871	Scf_3L	11840709	11840871	.	163	135	89	185
Scf_3L.11885496.11885707	Scf_3L	11885496	11885707	.	212	161	72	204
Scf_3L.11895797.11896049	Scf_3L	11895797	11896049	.	253	115	101	134
Scf_3L.11898000.11898301	Scf_3L	11898000	11898301	.	302	52	47	92
Scf_3L.11898416.11898621	Scf_3L	11898416	11898621	.	206	142	122	150
Scf_3L.11902949.11903490	Scf_3L	11902949	11903490	.	542	273	236	274
Scf_3L.11924263.11924452	Scf_3L	11924263	11924452	.	190	118	90	140
Scf_3L.11958943.11960006	Scf_3L	11958943	11960006	.	1064	456	262	500
Scf_3L.11960151.11960626	Scf_3L	11960151	11960626	.	476	265	209	286
Scf_3L.11960825.11961003	Scf_3L	11960825	11961003	.	179	97	67	103
Scf_3L.11963069.11963864	Scf_3L	11963069	11963864	.	796	425	384	516
Scf_3L.11964535.11964884	Scf_3L	11964535	11964884	.	350	191	105	189
Scf_3L.11969417.11970828	Scf_3L	11969417	11970828	.	1412	799	660	919
Scf_3L.11971004.11971576	Scf_3L	11971004	11971576	.	573	179	152	240
Scf_3L.12029739.12029884	Scf_3L	12029739	12029884	.	146	52	18	36
Scf_3L.12030010.12030123	Scf_3L	12030010	12030123	.	114	64	39	66
Scf_3L.12084423.12085583	Scf_3L	12084423	12085583	.	1161	701	677	778
Scf_3L.12092853.12093009	Scf_3L	12092853	12093009	.	157	121	64	153
Scf_3L.12099084.12099312	Scf_3L	12099084	12099312	.	229	85	88	105
Scf_3L.12099475.12099692	Scf_3L	12099475	12099692	.	218	62	75	80
Scf_3L.12100449.12102596	Scf_3L	12100449	12102596	.	2148	1428	1252	1479
Scf_3L.12102711.12103822	Scf_3L	12102711	12103822	.	1112	308	352	416
Scf_3L.12108287.12108724	Scf_3L	12108287	12108724	.	438	277	175	323
Scf_3L.12110976.12111500	Scf_3L	12110976	12111500	.	525	311	232	376
Scf_3L.12120665.12121511	Scf_3L	12120665	12121511	.	847	693	526	844
Scf_3L.12122231.12122787	Scf_3L	12122231	12122787	.	557	181	107	187
Scf_3L.12123063.12123547	Scf_3L	12123063	12123547	.	485	166	93	189
Scf_3L.12126177.12126850	Scf_3L	12126177	12126850	.	674	419	303	481
Scf_3L.12127439.12127847	Scf_3L	12127439	12127847	.	409	125	94	163
Scf_3L.12127963.12128452	Scf_3L	12127963	12128452	.	490	254	194	256
Scf_3L.12161762.12162368	Scf_3L	12161762	12162368	.	607	335	233	379
Scf_3L.12165442.12166034	Scf_3L	12165442	12166034	.	593	245	174	278
Scf_3L.12173660.12174001	Scf_3L	12173660	12174001	.	342	150	121	167
Scf_3L.12178899.12179390	Scf_3L	12178899	12179390	.	492	350	217	266
Scf_3L.12184446.12185737	Scf_3L	12184446	12185737	.	1292	935	787	1029
Scf_3L.12195899.12196245	Scf_3L	12195899	12196245	.	347	177	96	208
Scf_3L.12198497.12198630	Scf_3L	12198497	12198630	.	134	48	30	62
Scf_3L.12198863.12199417	Scf_3L	12198863	12199417	.	555	207	155	249
Scf_3L.12209339.12210211	Scf_3L	12209339	12210211	.	873	344	227	366
Scf_3L.12210328.12210664	Scf_3L	12210328	12210664	.	337	130	64	142
Scf_3L.12218437.12218790	Scf_3L	12218437	12218790	.	354	141	86	161
Scf_3L.12219098.12219239	Scf_3L	12219098	12219239	.	142	87	42	114
Scf_3L.12221208.12221894	Scf_3L	12221208	12221894	.	687	343	207	360
Scf_3L.12224319.12225169	Scf_3L	12224319	12225169	.	851	481	266	541
Scf_3L.12227998.12228943	Scf_3L	12227998	12228943	.	946	307	218	355
Scf_3L.12229185.12229526	Scf_3L	12229185	12229526	.	342	145	66	122
Scf_3L.12234533.12234682	Scf_3L	12234533	12234682	.	150	76	96	99
Scf_3L.12236117.12238351	Scf_3L	12236117	12238351	.	2235	1266	1103	1275
Scf_3L.12263259.12263860	Scf_3L	12263259	12263860	.	602	304	263	339
Scf_3L.12266585.12267199	Scf_3L	12266585	12267199	.	615	270	218	317
Scf_3L.12274866.12275333	Scf_3L	12274866	12275333	.	468	189	202	230
Scf_3L.12304178.12304737	Scf_3L	12304178	12304737	.	560	539	347	559
Scf_3L.12339059.12339522	Scf_3L	12339059	12339522	.	464	307	316	377
Scf_3L.12348262.12348574	Scf_3L	12348262	12348574	.	313	225	130	187
Scf_3L.12388247.12389254	Scf_3L	12388247	12389254	.	1008	793	537	829
Scf_3L.12399756.12400245	Scf_3L	12399756	12400245	.	490	231	226	229
Scf_3L.12429332.12429662	Scf_3L	12429332	12429662	.	331	100	56	97
Scf_3L.12429797.12430637	Scf_3L	12429797	12430637	.	841	243	165	272
Scf_3L.12430881.12431036	Scf_3L	12430881	12431036	.	156	64	29	41
Scf_3L.12440155.12440362	Scf_3L	12440155	12440362	.	208	135	96	161
Scf_3L.12444788.12445219	Scf_3L	12444788	12445219	.	432	271	194	323
Scf_3L.12445438.12445977	Scf_3L	12445438	12445977	.	540	132	86	176
Scf_3L.12449759.12450358	Scf_3L	12449759	12450358	.	600	265	157	273
Scf_3L.12468041.12468753	Scf_3L	12468041	12468753	.	713	288	288	354
Scf_3L.12485127.12485601	Scf_3L	12485127	12485601	.	475	275	201	275
Scf_3L.12486134.12486332	Scf_3L	12486134	12486332	.	199	96	67	135
Scf_3L.12489696.12490183	Scf_3L	12489696	12490183	.	488	232	181	211
Scf_3L.12499537.12500315	Scf_3L	12499537	12500315	.	779	443	249	445
Scf_3L.12500698.12501545	Scf_3L	12500698	12501545	.	848	590	360	651
Scf_3L.12508755.12509134	Scf_3L	12508755	12509134	.	380	168	96	187
Scf_3L.12509237.12509913	Scf_3L	12509237	12509913	.	677	161	139	234
Scf_3L.12537707.12538313	Scf_3L	12537707	12538313	.	607	420	230	400
Scf_3L.12544179.12545181	Scf_3L	12544179	12545181	.	1003	381	304	417
Scf_3L.12584552.12584943	Scf_3L	12584552	12584943	.	392	273	172	263
Scf_3L.12594899.12595166	Scf_3L	12594899	12595166	.	268	153	139	146
Scf_3L.12605156.12606251	Scf_3L	12605156	12606251	.	1096	745	666	801
Scf_3L.12636231.12636650	Scf_3L	12636231	12636650	.	420	662	396	815
Scf_3L.12690417.12690716	Scf_3L	12690417	12690716	.	300	214	169	234
Scf_3L.12698557.12699291	Scf_3L	12698557	12699291	.	735	215	173	258
Scf_3L.12699524.12699928	Scf_3L	12699524	12699928	.	405	204	160	201
Scf_3L.12700953.12701070	Scf_3L	12700953	12701070	.	118	41	46	57
Scf_3L.12701328.12702219	Scf_3L	12701328	12702219	.	892	277	175	333
Scf_3L.12705396.12706267	Scf_3L	12705396	12706267	.	872	557	402	559
Scf_3L.12706950.12707201	Scf_3L	12706950	12707201	.	252	167	130	188
Scf_3L.12721528.12722165	Scf_3L	12721528	12722165	.	638	365	236	331
Scf_3L.12723410.12723616	Scf_3L	12723410	12723616	.	207	97	108	133
Scf_3L.12725891.12726174	Scf_3L	12725891	12726174	.	284	159	108	153
Scf_3L.12726567.12727365	Scf_3L	12726567	12727365	.	799	441	325	399
Scf_3L.12729100.12729926	Scf_3L	12729100	12729926	.	827	603	504	605
