FBgn0000008	a	FBgn0269458
FBgn0035538	DopEcR	FBgn0184982
FBgn0035539	slow	FBgn0185538
FBgn0035540	Syx17	FBgn0185539
FBgn0035541	CG15019	FBgn0184980
FBgn0035542	DOR	FBgn0185540
FBgn0035543	CG15020	FBgn0185541
FBgn0035544	CG15021	FBgn0268922
FBgn0035546	CG11345	FBgn0184979
FBgn0035547	CG15022	FBgn0184978
FBgn0035550	CG11349	FBgn0185546
FBgn0035551	CG7465	FBgn0270315
FBgn0035552	CG11350	FBgn0270838
FBgn0035553	CG13722	FBgn0184976
FBgn0035554	CG13721	FBgn0184974
FBgn0035555	CG13720	FBgn0184971
FBgn0035558	CG11357	FBgn0185548
FBgn0035563	CG13716	FBgn0184964
FBgn0035569	CG15876	FBgn0184958
FBgn0035570	CG13712	FBgn0184957
FBgn0035571	CG12493	FBgn0184956
FBgn0035572	CG13711	FBgn0185558
FBgn0035574	RhoGEF64C	FBgn0185559
FBgn0035575	CG7509	FBgn0184954
FBgn0035577	CG13708	FBgn0184949
FBgn0035578	CG13707	FBgn0184948
FBgn0035581	Dnah3	FBgn0185562
FBgn0035582	CG13705	FBgn0185564
FBgn0035583	CG13704	FBgn0185565
FBgn0035584	CG17030	FBgn0184943
FBgn0035585	ATPsynCF6L	FBgn0184937
FBgn0035586	Fitm	FBgn0189149
FBgn0035587	Gdap1	FBgn0185575
FBgn0035588	CG10672	FBgn0269884
FBgn0035589	CHMP2B	FBgn0185574
FBgn0035590	Prpk	FBgn0184933
FBgn0035591	CG4611	FBgn0185573
FBgn0035592	CG10674	FBgn0184934
FBgn0035593	CG4603	FBgn0185572
FBgn0035594	CG4597	FBgn0185569
FBgn0035598	CG4669	FBgn0185578
FBgn0035600	Cyt-c1	FBgn0185580
FBgn0035601	Uev1A	FBgn0184923
FBgn0035603	Pfdn4	FBgn0184922
FBgn0035604	Ir64a	FBgn0184921
FBgn0035607	CG4835	FBgn0185584
FBgn0035610	Lkr	FBgn0184915
FBgn0035612	frm	FBgn0184913
FBgn0035617	l(3)psg2	FBgn0185587
FBgn0035619	Alp10	FBgn0184907
FBgn0035620	Alp9	FBgn0185588
FBgn0035621	CG10591	FBgn0184906
FBgn0035622	TM9SF3	FBgn0184905
FBgn0035624	Eaf6	FBgn0184904
FBgn0035625	Blimp-1	FBgn0269951
FBgn0035627	Sse	FBgn0184902
FBgn0035630	CG10576	FBgn0184900
FBgn0035631	Txl	FBgn0185594
FBgn0035632	Ppat-Dpck	FBgn0189148
FBgn0035636	Cralbp	FBgn0268502
FBgn0035638	Tektin-C	FBgn0189146
FBgn0035639	kri	FBgn0270684
FBgn0035640	mad2	FBgn0189145
FBgn0035643	CG13287	FBgn0185603
FBgn0035644	DNApol-epsilon58	FBgn0184893
FBgn0035645	CG5592	FBgn0185605
FBgn0035647	CG10486	FBgn0184890
FBgn0035648	CG13288	FBgn0185607
FBgn0035649	CG10483	FBgn0184889
FBgn0035656	CG10479	FBgn0184885
FBgn0035657	alphaKap4	FBgn0184884
FBgn0035661	CG10477	FBgn0184881
FBgn0035663	CG6462	FBgn0185617
FBgn0035665	Jon65Aiii	FBgn0185619
FBgn0035666	Jon65Aii	FBgn0185620
FBgn0035667	Jon65Ai	FBgn0268717
FBgn0035669	CG6592	FBgn0185622
FBgn0035670	CG10472	FBgn0184880
FBgn0035673	CG6602	FBgn0185626
FBgn0035674	CG13295	FBgn0184879
FBgn0035675	CG6610	FBgn0185627
FBgn0035676	ssp6	FBgn0185629
FBgn0035677	CG13293	FBgn0185630
FBgn0035678	CG10469	FBgn0184878
FBgn0035679	CG10467	FBgn0184877
FBgn0035685	CG13297	FBgn0184865
FBgn0035686	Cpr65Az	FBgn0269371
FBgn0035687	Prdm13	FBgn0185640
FBgn0035688	fmt	FBgn0184863
FBgn0035689	CG7376	FBgn0185641
FBgn0035690	CG10274	FBgn0184862
FBgn0035691	CG7386	FBgn0185643
FBgn0035692	Sf3b6	FBgn0184859
FBgn0035693	CG8219	FBgn0185644
FBgn0035694	CG13299	FBgn0184857
FBgn0035695	CG10226	FBgn0184855
FBgn0035696	Best2	FBgn0184853
FBgn0035697	CG10163	FBgn0184852
FBgn0035699	CG13300	FBgn0184849
FBgn0035702	CG10147	FBgn0184847
FBgn0035703	CG8270	FBgn0185654
FBgn0035704	Vps8	FBgn0184846
FBgn0035708	axed	FBgn0185660
FBgn0035709	eIF4E4	FBgn0184840
FBgn0035710	SP1173	FBgn0184838
FBgn0035711	CG8519	FBgn0185662
FBgn0035713	velo	FBgn0184833
FBgn0035714	CG8549	FBgn0270340
FBgn0035715	Ist1	FBgn0184832
FBgn0035718	CG14820	FBgn0185670
FBgn0035719	tow	FBgn0185673
FBgn0035720	CG10077	FBgn0184827
FBgn0035721	CG9948	FBgn0185676
FBgn0035722	CG10075	FBgn0184826
FBgn0035724	CG10064	FBgn0184824
FBgn0035725	Mis12	FBgn0184823
FBgn0035726	CG9953	FBgn0185678
FBgn0035727	CG10063	FBgn0184822
FBgn0035730	CG17744	FBgn0184818
FBgn0035733	CG8641	FBgn0184816
FBgn0035734	CG14823	FBgn0185685
FBgn0035735	Cpr65Ea	FBgn0189143
FBgn0035736	Cpr65Eb	FBgn0184813
FBgn0035737	Cpr65Ec	FBgn0185686
FBgn0035741	BBS1	FBgn0185688
FBgn0035742	Acbp4	FBgn0184811
FBgn0035743	Acbp6	FBgn0185689
FBgn0035750	CG14826	FBgn0185695
FBgn0035751	CG14829	FBgn0184805
FBgn0035753	RpL18	FBgn0184804
FBgn0035754	MED4	FBgn0184801
FBgn0035755	CG14830	FBgn0184800
FBgn0035756	unc-13-4A	FBgn0184799
FBgn0035760	CG8607	FBgn0185699
FBgn0035761	RhoGEF4	FBgn0184797
FBgn0035762	Rint1	FBgn0185700
FBgn0035763	mrva	FBgn0184796
FBgn0035766	eco	FBgn0184793
FBgn0035767	Cln7	FBgn0184791
FBgn0035768	CG14834	FBgn0184790
FBgn0035769	CTCF	FBgn0184787
FBgn0035770	pst	FBgn0184786
FBgn0035771	Sec63	FBgn0185705
FBgn0035772	Sh3beta	FBgn0184785
FBgn0035776	CG8564	FBgn0184780
FBgn0035777	CG8563	FBgn0185708
FBgn0035779	CG8562	FBgn0185710
FBgn0035780	CG18417	FBgn0185711
FBgn0035781	CG8560	FBgn0184779
FBgn0035782	CG14835	FBgn0184777
FBgn0035785	ppk26	FBgn0270100
FBgn0035786	Tsp66A	FBgn0185715
FBgn0035787	CG8543	FBgn0268325
FBgn0035788	CG8541	FBgn0185716
FBgn0035790	Cyp316a1	FBgn0185717
FBgn0035791	CG8539	FBgn0184774
FBgn0035792	CG7548	FBgn0184773
FBgn0035793	CG7546	FBgn0185718
FBgn0035795	CG16998	FBgn0184772
FBgn0035797	CG14837	FBgn0184769
FBgn0035798	frac	FBgn0185721
FBgn0035799	CG14838	FBgn0185723
FBgn0035800	CG7716	FBgn0184766
FBgn0035802	Pura	FBgn0185724
FBgn0035805	CG7506	FBgn0184764
FBgn0035806	PGRP-SD	FBgn0067514
FBgn0035807	CG7492	FBgn0184763
FBgn0035811	Mcad	FBgn0185725
FBgn0035812	CG7457	FBgn0270602
FBgn0035813	CG8492	FBgn0184759
FBgn0035815	Snmp2	FBgn0184757
FBgn0035816	CG13685	FBgn0185726
FBgn0035817	CG7409	FBgn0185728
FBgn0035823	eIF4E5	FBgn0185733
FBgn0035824	CG8281	FBgn0185735
FBgn0035825	CG8111	FBgn0184752
FBgn0035827	Srp9	FBgn0185737
FBgn0035829	HP4	FBgn0184749
FBgn0035830	CG8209	FBgn0185739
FBgn0035831	Pop4	FBgn0184748
FBgn0035833	CG7565	FBgn0184745
FBgn0035838	ldbr	FBgn0185748
FBgn0035839	CG7550	FBgn0184743
FBgn0035842	CG7504	FBgn0184740
FBgn0035844	CG13676	FBgn0184739
FBgn0035845	CG13675	FBgn0184738
FBgn0035847	mthl7	FBgn0184735
FBgn0035848	Uxs	FBgn0185751
FBgn0035849	ERR	FBgn0184734
FBgn0035850	Atg18a	FBgn0185753
FBgn0035851	MED24	FBgn0067157
FBgn0035852	CG7387	FBgn0184733
FBgn0035853	UbcE2M	FBgn0184732
FBgn0035854	CG8005	FBgn0185754
FBgn0035855	CG7366	FBgn0184731
FBgn0035857	CG8006	FBgn0185756
FBgn0035861	CG7213	FBgn0184730
FBgn0035865	CG7201	FBgn0184727
FBgn0035866	Arl5	FBgn0085149
FBgn0035867	CG13671	FBgn0185768
FBgn0035868	CG7194	FBgn0184726
FBgn0035870	Gr66a	FBgn0184725
FBgn0035871	BI-1	FBgn0184724
FBgn0035872	Cpsf6	FBgn0184723
FBgn0035873	CG13670	FBgn0185770
FBgn0035875	Cpr66Cb	FBgn0185773
FBgn0035876	Pex2	FBgn0185774
FBgn0035877	CG7083	FBgn0185775
FBgn0035878	CG7182	FBgn0184722
FBgn0035879	GAPcenA	FBgn0185777
FBgn0035880	Culd	FBgn0184721
FBgn0035888	CG7120	FBgn0185782
FBgn0035889	mkg-p	FBgn0269434
FBgn0035890	CG13667	FBgn0185784
FBgn0035896	CG6983	FBgn0184712
FBgn0035900	ZC3H3	FBgn0184706
FBgn0035901	Pus7	FBgn0185789
FBgn0035902	CG6683	FBgn0184705
FBgn0035903	CG6765	FBgn0185790
FBgn0035904	GstO3	FBgn0185791
FBgn0035906	GstO2	FBgn0184704
FBgn0035907	GstO1	FBgn0184702
FBgn0035909	ergic53	FBgn0185794
FBgn0035911	CG6638	FBgn0184701
FBgn0035914	CG6282	FBgn0185801
FBgn0035915	S-Lap1	FBgn0185804
FBgn0035916	GAPsec	FBgn0184696
FBgn0035917	Zasp66	FBgn0185806
FBgn0035918	Cdc6	FBgn0184695
FBgn0035921	CG13305	FBgn0184694
FBgn0035922	Pex7	FBgn0185809
FBgn0035923	CG6511	FBgn0268501
FBgn0035924	CG6576	FBgn0185815
FBgn0035926	Acbp5	FBgn0184687
FBgn0035928	CG13310	FBgn0184686
FBgn0035931	CG13312	FBgn0184683
FBgn0035932	CG13308	FBgn0084931
FBgn0035933	CG13309	FBgn0185820
FBgn0035934	TrpA1	FBgn0184682
FBgn0035936	Tsp66E	FBgn0185825
FBgn0035941	CG13313	FBgn0185828
FBgn0035942	ValRS-m	FBgn0184677
FBgn0035943	CG5653	FBgn0184676
FBgn0035944	CG5021	FBgn0185829
FBgn0035945	CG5026	FBgn0185831
FBgn0035947	Srp68	FBgn0185832
FBgn0035948	CG5644	FBgn0184674
FBgn0035949	CG13314	FBgn0185833
FBgn0035951	CG5068	FBgn0185834
FBgn0035952	CG5280	FBgn0184672
FBgn0035953	CG5087	FBgn0185835
FBgn0035954	Doc3	FBgn0185836
FBgn0035955	CG5194	FBgn0184670
FBgn0035956	Doc2	FBgn0184667
FBgn0035957	CG5144	FBgn0185838
FBgn0035959	CG4911	FBgn0184666
FBgn0035960	CG4942	FBgn0268827
FBgn0035964	Dhpr	FBgn0185843
FBgn0035965	Use1	FBgn0184665
FBgn0035968	Slc45-1	FBgn0269917
FBgn0035969	CG4476	FBgn0185847
FBgn0035970	CG4483	FBgn0184663
FBgn0035971	CG4477	FBgn0185849
FBgn0035975	PGRP-LA	FBgn0067517
FBgn0035976	PGRP-LC	FBgn0185853
FBgn0035977	PGRP-LF	FBgn0185855
FBgn0035978	UGP	FBgn0184662
FBgn0035980	mRRF1	FBgn0270910
FBgn0035981	CG4452	FBgn0185859
FBgn0035983	CG4080	FBgn0184654
FBgn0035985	Cpr67B	FBgn0185865
FBgn0035986	CG4022	FBgn0184652
FBgn0035987	Cpsf5	FBgn0185866
FBgn0035988	CG3982	FBgn0268392
FBgn0035989	Tat	FBgn0184651
FBgn0035993	Nf-YA	FBgn0270726
FBgn0035995	CG3529	FBgn0185870
FBgn0035996	CG3448	FBgn0184647
FBgn0035997	phol	FBgn0184646
FBgn0035998	CG3437	FBgn0184645
FBgn0035999	CG3552	FBgn0185872
FBgn0036000	CG3434	FBgn0270384
FBgn0036004	Jarid2	FBgn0185875
FBgn0036005	pall	FBgn0184643
FBgn0036007	path	FBgn0184640
FBgn0036008	CG3408	FBgn0184639
FBgn0036010	Ir67a	FBgn0184633
FBgn0036014	CG3222	FBgn0185880
FBgn0036015	CG3088	FBgn0184632
FBgn0036016	CG3306	FBgn0185882
FBgn0036018	CG3335	FBgn0185884
FBgn0036019	Or67b	FBgn0184631
FBgn0036020	CG8336	FBgn0185885
FBgn0036028	CG16717	FBgn0185889
FBgn0036029	CG16719	FBgn0185892
FBgn0036030	Prps	FBgn0184627
FBgn0036031	CG6761	FBgn0184626
FBgn0036032	CG16711	FBgn0185894
FBgn0036035	CG18178	FBgn0184624
FBgn0036036	CG14174	FBgn0185897
FBgn0036038	defl	FBgn0185898
FBgn0036039	Naa60	FBgn0185899
FBgn0036040	CG6749	FBgn0184622
FBgn0036043	Ae2	FBgn0189487
FBgn0036044	Zasp67	FBgn0184618
FBgn0036046	Ilp2	FBgn0185904
FBgn0036052	CG10809	FBgn0184611
FBgn0036053	iPLA2-VIA	FBgn0184610
FBgn0036056	CG6709	FBgn0184607
FBgn0036057	Hez	FBgn0270750
FBgn0036058	CG6707	FBgn0184606
FBgn0036059	nudE	FBgn0185911
FBgn0036062	CG6685	FBgn0184605
FBgn0036063	CG6674	FBgn0184604
FBgn0036066	CG14160	FBgn0184601
FBgn0036070	CG8072	FBgn0185919
FBgn0036072	CG6628	FBgn0184595
FBgn0036075	CG8065	FBgn0185920
FBgn0036078	Or67c	FBgn0184590
FBgn0036080	Or67d	FBgn0185921
FBgn0036082	CG12362	FBgn0185923
FBgn0036083	Ir67b	FBgn0268141
FBgn0036085	CG6527	FBgn0270737
FBgn0036089	CG14151	FBgn0184583
FBgn0036090	CG8009	FBgn0269180
FBgn0036091	CG18628	FBgn0185936
FBgn0036093	CG14154	FBgn0185937
FBgn0036094	CG14153	FBgn0185938
FBgn0036096	CG8003	FBgn0185939
FBgn0036099	CG11811	FBgn0185942
FBgn0036101	NijA	FBgn0184576
FBgn0036104	CG6418	FBgn0189135
FBgn0036105	Blos4	FBgn0189183
FBgn0036106	CG6409	FBgn0269656
FBgn0036107	galla-2	FBgn0185948
FBgn0036110	Cpr67Fb	FBgn0269142
FBgn0036111	Aps	FBgn0189134
FBgn0036112	CG14147	FBgn0185955
FBgn0036116	CG7888	FBgn0185960
FBgn0036117	CG6321	FBgn0184560
FBgn0036118	Blos2	FBgn0185961
FBgn0036121	CG6310	FBgn0184557
FBgn0036124	CG7839	FBgn0185967
FBgn0036126	Irbp18	FBgn0184553
FBgn0036133	CG7638	FBgn0185970
FBgn0036134	FoxK	FBgn0184546
FBgn0036135	mRpL2	FBgn0185971
FBgn0036136	Ufd1-like	FBgn0184545
FBgn0036139	CG6216	FBgn0184543
FBgn0036141	wls	FBgn0184542
FBgn0036142	Adck5	FBgn0185977
FBgn0036143	CG14142	FBgn0185978
FBgn0036144	GlcAT-P	FBgn0184541
FBgn0036145	CG7607	FBgn0185979
FBgn0036146	nkt	FBgn0185980
FBgn0036147	Plod	FBgn0184540
FBgn0036150	Ir68a	FBgn0184538
FBgn0036152	CG6175	FBgn0189133
FBgn0036153	CG7573	FBgn0185985
FBgn0036154	CG6168	FBgn0045604
FBgn0036155	CG6163	FBgn0184536
FBgn0036156	CG11726	FBgn0185987
FBgn0036157	CG7560	FBgn0185989
FBgn0036158	CG6149	FBgn0184533
FBgn0036159	CG7557	FBgn0185990
FBgn0036160	CG12289	FBgn0184532
FBgn0036161	CG7551	FBgn0185991
FBgn0036162	Fum3	FBgn0184531
FBgn0036165	chrb	FBgn0185995
FBgn0036168	CG7512	FBgn0189185
FBgn0036170	CG11714	FBgn0184529
FBgn0036173	CG7394	FBgn0185997
FBgn0036178	CG14137	FBgn0184519
FBgn0036179	CG7368	FBgn0186000
FBgn0036180	Duba	FBgn0184518
FBgn0036181	Muc68Ca	FBgn0184517
FBgn0036183	CG6083	FBgn0184515
FBgn0036184	PCID2	FBgn0186001
FBgn0036186	CG6071	FBgn0189130
FBgn0036187	RIOK1	FBgn0184514
FBgn0036188	CG7339	FBgn0186004
FBgn0036191	Sugb	FBgn0186006
FBgn0036192	Pldn	FBgn0184512
FBgn0036193	CG14135	FBgn0186007
FBgn0036194	Dph1	FBgn0184511
FBgn0036195	Dnai2	FBgn0184510
FBgn0036196	CG11658	FBgn0184509
FBgn0036198	crim	FBgn0184508
FBgn0036199	Bmcp	FBgn0186009
FBgn0036202	CG6024	FBgn0184506
FBgn0036203	Muc68D	FBgn0184505
FBgn0036205	CG14131	FBgn0186013
FBgn0036206	CG5964	FBgn0184502
FBgn0036207	CG10907	FBgn0186014
FBgn0036208	CG10361	FBgn0270739
FBgn0036210	CG14130	FBgn0186017
FBgn0036211	CG5946	FBgn0184500
FBgn0036212	CG11597	FBgn0269260
FBgn0036213	RpL10Ab	FBgn0186018
FBgn0036214	CG7264	FBgn0186019
FBgn0036217	CG5906	FBgn0189129
FBgn0036218	Sprn	FBgn0186021
FBgn0036219	CCDC151	FBgn0186022
FBgn0036220	CG5897	FBgn0184491
FBgn0036221	CG11588	FBgn0186023
FBgn0036222	SdhAL	FBgn0184490
FBgn0036224	Rpt4R	FBgn0186025
FBgn0036225	CG5883	FBgn0184488
FBgn0036226	CG7252	FBgn0186026
FBgn0036227	CG17826	FBgn0186028
FBgn0036228	obst-G	FBgn0184487
FBgn0036229	CG7248	FBgn0186029
FBgn0036230	CG11570	FBgn0184486
FBgn0036232	CG14125	FBgn0186031
FBgn0036235	CG6938	FBgn0186034
FBgn0036236	CG6931	FBgn0186035
FBgn0036237	viaf	FBgn0184483
FBgn0036239	Pop2	FBgn0184480
FBgn0036240	CG6928	FBgn0186036
FBgn0036242	CG6793	FBgn0186037
FBgn0036246	CG17154	FBgn0186039
FBgn0036248	ssp	FBgn0269456
FBgn0036249	CG11560	FBgn0186041
FBgn0036250	Ir68b	FBgn0184475
FBgn0036254	CG5645	FBgn0184474
FBgn0036255	Atg12	FBgn0186045
FBgn0036257	RhoGAP68F	FBgn0186046
FBgn0036258	eIF3l	FBgn0184472
FBgn0036259	CG9760	FBgn0184471
FBgn0036260	Rh7	FBgn0184470
FBgn0036262	CG6910	FBgn0186050
FBgn0036263	thoc6	FBgn0184469
FBgn0036264	CG11529	FBgn0186051
FBgn0036266	Tsen54	FBgn0184465
FBgn0036271	Pbgs	FBgn0184461
FBgn0036272	Sms	FBgn0184459
FBgn0036273	INPP5E	FBgn0270914
FBgn0036274	CG4328	FBgn0184457
FBgn0036277	CG10418	FBgn0186057
FBgn0036278	CrzR	FBgn0184454
FBgn0036279	Ncc69	FBgn0184453
FBgn0036282	Smyd4-2	FBgn0184451
FBgn0036285	toe	FBgn0184448
FBgn0036286	CG10616	FBgn0186062
FBgn0036287	CG10663	FBgn0184445
FBgn0036288	CG10660	FBgn0184443
FBgn0036289	CG10657	FBgn0184442
FBgn0036290	CG10638	FBgn0184441
FBgn0036291	CG10681	FBgn0186064
FBgn0036292	CG10646	FBgn0189127
FBgn0036294	CG10654	FBgn0184439
FBgn0036298	nst	FBgn0184435
FBgn0036299	Tsf2	FBgn0184434
FBgn0036300	Pmm2	FBgn0186069
FBgn0036301	CG4069	FBgn0184433
FBgn0036302	sowah	FBgn0184432
FBgn0036305	CG10984	FBgn0186084
FBgn0036306	CG10973	FBgn0184429
FBgn0036309	Hip1	FBgn0184428
FBgn0036310	CG10969	FBgn0184425
FBgn0036311	CG17666	FBgn0186086
FBgn0036314	Sf3a2	FBgn0184421
FBgn0036316	CG10960	FBgn0184420
FBgn0036317	CG10948	FBgn0184419
FBgn0036318	Wbp2	FBgn0186093
FBgn0036319	Ent3	FBgn0186094
FBgn0036320	CG10943	FBgn0189468
FBgn0036321	CG14120	FBgn0186095
FBgn0036323	CG14118	FBgn0186097
FBgn0036324	CG12520	FBgn0184417
FBgn0036325	CG10752	FBgn0184413
FBgn0036327	CG10748	FBgn0184411
FBgn0036328	CG10749	FBgn0186099
FBgn0036329	CG11262	FBgn0186101
FBgn0036330	CG11263	FBgn0186102
FBgn0036331	CR14117	FBgn0186103
FBgn0036332	Cul6	FBgn0184410
FBgn0036333	MICAL-like	FBgn0184409
FBgn0036334	CG11267	FBgn0186104
FBgn0036335	mRpL20	FBgn0184408
FBgn0036336	ste14	FBgn0186105
FBgn0036337	Adk2	FBgn0184407
FBgn0036340	Srrm1	FBgn0186108
FBgn0036341	Syx13	FBgn0186110
FBgn0036343	CG14115	FBgn0184403
FBgn0036345	CG17300	FBgn0184402
FBgn0036346	CG11251	FBgn0181858
FBgn0036348	CG17687	FBgn0186124
FBgn0036349	SNCF	FBgn0186126
FBgn0036350	CG14111	FBgn0186127
FBgn0036351	CG14107	FBgn0184397
FBgn0036352	CG14110	FBgn0186129
FBgn0036353	CG10171	FBgn0269958
FBgn0036354	Poc1	FBgn0184396
FBgn0036356	CG10222	FBgn0184393
FBgn0036359	CG14105	FBgn0184389
FBgn0036360	CG10713	FBgn0184387
FBgn0036361	CG10154	FBgn0184386
FBgn0036362	CG10725	FBgn0186131
FBgn0036363	CG10140	FBgn0184385
FBgn0036364	CG14109	FBgn0186132
FBgn0036365	cmb	FBgn0186133
FBgn0036366	JMJD7	FBgn0184384
FBgn0036367	CG10116	FBgn0184383
FBgn0036368	CG10738	FBgn0186134
FBgn0036369	CG10089	FBgn0184382
FBgn0036372	Abp1	FBgn0184381
FBgn0036373	Tgi	FBgn0186136
FBgn0036374	Spt20	FBgn0186137
FBgn0036376	Liprin-beta	FBgn0186139
FBgn0036377	CG10710	FBgn0184379
FBgn0036380	CG8757	FBgn0189125
FBgn0036381	CG8745	FBgn0184375
FBgn0036382	CG13737	FBgn0186142
FBgn0036386	CG8833	FBgn0184371
FBgn0036389	ssp2	FBgn0186147
FBgn0036390	CG13738	FBgn0184369
FBgn0036391	CG17364	FBgn0184368
FBgn0036395	CG17361	FBgn0186152
FBgn0036396	CG17359	FBgn0184366
FBgn0036397	Nprl3	FBgn0184365
FBgn0036398	upSET	FBgn0186153
FBgn0036402	CG6650	FBgn0186155
FBgn0036403	CG6661	FBgn0186156
FBgn0036405	CG6833	FBgn0186158
FBgn0036406	CG13484	FBgn0184359
FBgn0036410	CG8100	FBgn0186164
FBgn0036411	Sox21a	FBgn0184357
FBgn0036414	nan	FBgn0184353
FBgn0036415	CG7768	FBgn0270736
FBgn0036416	CG7924	FBgn0186169
FBgn0036417	CG7906	FBgn0186170
FBgn0036422	CG3868	FBgn0184349
FBgn0036423	CG3919	FBgn0268579
FBgn0036426	CG9592	FBgn0189493
FBgn0036427	CG4613	FBgn0184345
FBgn0036428	Gbs-70E	FBgn0184344
FBgn0036433	CG9628	FBgn0186176
FBgn0036436	CG4914	FBgn0184338
FBgn0036437	CG5048	FBgn0186179
FBgn0036438	goddard	FBgn0186180
FBgn0036439	CG13474	FBgn0184337
FBgn0036441	CG13476	FBgn0186181
FBgn0036442	CG13473	FBgn0186182
FBgn0036443	CG13471	FBgn0184334
FBgn0036446	Mgat4a	FBgn0186184
FBgn0036447	Magt4b	FBgn0184329
FBgn0036448	mop	FBgn0184327
FBgn0036449	bmm	FBgn0184325
FBgn0036450	Tdrd3	FBgn0186185
FBgn0036451	Helz	FBgn0186186
FBgn0036454	CG17839	FBgn0186187
FBgn0036459	CG3349	FBgn0186196
FBgn0036460	CG5114	FBgn0186197
FBgn0036461	Zip71B	FBgn0186199
FBgn0036462	mRpL39	FBgn0184317
FBgn0036463	Reck	FBgn0184316
FBgn0036465	Rpn12R	FBgn0184314
FBgn0036466	CG18581	FBgn0184311
FBgn0036470	EAChm	FBgn0186202
FBgn0036471	CG13460	FBgn0184307
FBgn0036474	Or71a	FBgn0268294
FBgn0036476	sstn	FBgn0184305
FBgn0036479	CG13458	FBgn0186206
FBgn0036480	Cep135	FBgn0186208
FBgn0036481	CG16959	FBgn0184303
FBgn0036482	CG13457	FBgn0184302
FBgn0036483	CG12316	FBgn0184300
FBgn0036484	Pex3	FBgn0186209
FBgn0036485	FucTA	FBgn0186210
FBgn0036486	Msh6	FBgn0184297
FBgn0036487	Prp31	FBgn0186211
FBgn0036488	CG6878	FBgn0186212
FBgn0036489	CG7011	FBgn0184296
FBgn0036490	CG6888	FBgn0186213
FBgn0036491	Best4	FBgn0186216
FBgn0036492	Best3	FBgn0184293
FBgn0036493	CG7255	FBgn0186217
FBgn0036494	Toll-6	FBgn0186219
FBgn0036495	CG33259	FBgn0186221
FBgn0036496	cocoon	FBgn0184292
FBgn0036497	Ran-like	FBgn0184291
FBgn0036498	CG13455	FBgn0186223
FBgn0036499	CG7276	FBgn0268201
FBgn0036500	CG7275	FBgn0186224
FBgn0036501	CG7272	FBgn0186225
FBgn0036502	CG7841	FBgn0184288
FBgn0036503	CG13454	FBgn0184287
FBgn0036504	yellow-k	FBgn0186231
FBgn0036505	CG7945	FBgn0184285
FBgn0036509	CG7739	FBgn0184281
FBgn0036510	SCCRO	FBgn0186234
FBgn0036512	CG16979	FBgn0186236
FBgn0036514	CG12301	FBgn0186237
FBgn0036515	AIMP2	FBgn0186238
FBgn0036516	CG7656	FBgn0184279
FBgn0036518	RhoGAP71E	FBgn0186239
FBgn0036519	CG7650	FBgn0184278
FBgn0036520	CG13449	FBgn0184277
FBgn0036522	Phs	FBgn0186241
FBgn0036527	CG7304	FBgn0186248
FBgn0036528	CG7579	FBgn0184270
FBgn0036529	Pgant8	FBgn0186249
FBgn0036531	CG6244	FBgn0186252
FBgn0036532	CG13445	FBgn0186253
FBgn0036534	DCP2	FBgn0184263
FBgn0036536	CG12713	FBgn0186256
FBgn0036544	sff	FBgn0184258
FBgn0036545	GXIVsPLA2	FBgn0186257
FBgn0036547	CG17032	FBgn0186260
FBgn0036549	CG10516	FBgn0189191
FBgn0036550	CG17026	FBgn0186262
FBgn0036551	CG17029	FBgn0186263
FBgn0036552	CG17028	FBgn0186264
FBgn0036553	CG17027	FBgn0186265
FBgn0036556	hzg	FBgn0184251
FBgn0036557	mRpS31	FBgn0186268
FBgn0036560	CG5895	FBgn0186271
FBgn0036565	CG5235	FBgn0184244
FBgn0036566	ClC-c	FBgn0186275
FBgn0036567	CG13074	FBgn0189117
FBgn0036568	ATPsynbetaL	FBgn0268585
FBgn0036569	IleRS-m	FBgn0186276
FBgn0036570	IntS9	FBgn0184243
FBgn0036571	Strump	FBgn0270827
FBgn0036574	elg1	FBgn0186280
FBgn0036575	CG5157	FBgn0184240
FBgn0036576	CG5151	FBgn0184239
FBgn0036577	CG13073	FBgn0268937
FBgn0036579	CG5027	FBgn0186285
FBgn0036580	PDCD-5	FBgn0184233
FBgn0036581	MED10	FBgn0186286
FBgn0036583	CG13055	FBgn0184232
FBgn0036584	CG13054	FBgn0184231
FBgn0036585	CG13071	FBgn0186291
FBgn0036586	CG13070	FBgn0268574
FBgn0036587	CG4950	FBgn0184228
FBgn0036590	CG13065	FBgn0186295
FBgn0036593	CG13048	FBgn0268816
FBgn0036594	CG13047	FBgn0184224
FBgn0036595	CG13046	FBgn0184223
FBgn0036596	CG13045	FBgn0184221
FBgn0036597	CG4962	FBgn0184220
FBgn0036598	CG4982	FBgn0186297
FBgn0036602	CG13042	FBgn0184217
FBgn0036607	CG13059	FBgn0186303
FBgn0036609	CG13039	FBgn0184213
FBgn0036610	CG13058	FBgn0186304
FBgn0036612	CG4998	FBgn0186309
FBgn0036614	Golgin104	FBgn0184211
FBgn0036617	Cpr72Ea	FBgn0186313
FBgn0036618	Cpr72Eb	FBgn0186314
FBgn0036619	Cpr72Ec	FBgn0184207
FBgn0036621	roq	FBgn0184205
FBgn0036622	Agpat4	FBgn0184204
FBgn0036623	Agpat3	FBgn0184203
FBgn0036624	RAF2	FBgn0186318
FBgn0036627	Gagr	FBgn0186319
