chromosome	geneName	geneId	transId	transLength	Ps	Pn	Ds	Dn	DoS	alphaMK
3R	CG11600	FBgn0038068	FBtr0303840	1330	39	22	26	29	1.11022302462516e-16	0.494252873563218
3R	CG11608	FBgn0038069	FBtr0303841	1379	40	27	30	33	5.55111512312578e-17	0.386363636363636
3R	CG11626	FBgn0038705	FBtr0113247	1815	33	56	24	14	-1.11022302462516e-16	-1.90909090909091
3R	CG11656	FBgn0038109	FBtr0082698	1113	15	17	23	14	0	-0.861904761904762
3R	CG11659	FBgn0038731	FBtr0083797	1705	68	64	32	22	-1.11022302462516e-16	-0.368983957219251
3R	CG11668	FBgn0038113	FBtr0082705	1349	50	60	26	14	-1.11022302462516e-16	-1.22857142857143
3R	CG11671	FBgn0037562	FBtr0081829	681	8	11	9	5	0	-1475
3R	CG11672	FBgn0037563	FBtr0081865	1122	6	12	12	8	1.11022302462516e-16	-2
3R	CG11693	FBgn0037570	FBtr0306794	1437	9	13	22	1	0	-30.7777777777778
3R	CG11694	FBgn0037571	FBtr0081859	935	10	3	21	28	0	775
3R	CG11698	FBgn0037572	FBtr0081833	910	14	10	18	38	-1.11022302462516e-16	0.661654135338346
3R	CG11703	FBgn0038690	FBtr0083744	1278	47	9	23	29	0	0.848129126925899
3R	CG1172	FBgn0264712	FBtr0078792	2017	2	1	20	1	-5.55111512312578e-17	-9
3R	CG11722	FBgn0037777	FBtr0082205	770	9	4	11	3	5.55111512312578e-17	-0.62962962962963
3R	CG11737	FBgn0037592	FBtr0081869	2126	14	16	32	12	1.11022302462516e-16	-2.04761904761905
3R	CG11739	FBgn0037239	FBtr0078913	1365	3	1	23	1	0	-6.66666666666667
3R	CG11741	FBgn0040531	FBtr0112769	455	4	3	2	6	1.11022302462516e-16	0.75
3R	CG11755	FBgn0037611	FBtr0081903	813	7	12	17	3	0	-8.71428571428571
3R	CG11762	FBgn0037618	FBtr0081912	1141	9	17	18	19	0	-0.789473684210526
3R	CG11768	FBgn0037625	FBtr0081943	2632	23	11	22	7	-1.11022302462516e-16	-0.503105590062112
3R	CG11771	FBgn0039252	FBtr0084748	2853	84	32	53	12	0	-0.682539682539682
3R	CG11779	FBgn0038683	FBtr0083749	2281	60	10	23	8	0	0.520833333333333
3R	CG11781	FBgn0039259	FBtr0084797	489	19	3	5	2	-1.11022302462516e-16	0.605263157894737
3R	CG11786	FBgn0039264	FBtr0113282	768	31	25	17	4	0	-2.42741935483871
3R	CG11790	FBgn0039265	FBtr0084760	1010	38	22	22	4	0	-2.18421052631579
3R	CG11791	FBgn0039266	FBtr0084763	1906	14	13	3	3	0	0.0714285714285714
3R	CG11828	FBgn0039616	FBtr0308601	1556	62	83	27	23	0	-0.571528751753156
3R	CG11836	FBgn0039272	FBtr0309271	1101	35	1	12	1	1.11022302462516e-16	0.657142857142857
3R	CG11839	FBgn0039271	FBtr0304718	836	44	28	8	12	0	0.575757575757576
3R	CG11841	FBgn0039628	FBtr0085361	1076	46	22	13	1	0	-5.21739130434783
3R	CG11842	FBgn0039629	FBtr0085362	1118	47	31	19	14	0	0.104863221884498
3R	CG11843	FBgn0039630	FBtr0085363	1048	39	40	20	12	0	-0.709401709401709
3R	CG11851	FBgn0039293	FBtr0084808	2363	65	15	46	4	0	-1.65384615384615
3R	CG11852	FBgn0039297	FBtr0084809	1045	45	10	12	1	-1.11022302462516e-16	-1.66666666666667
3R	CG11858	FBgn0039305	FBtr0084815	493	12	5	10	2	0	-1.08333333333333
3R	CG11859	FBgn0039306	FBtr0084816	1751	36	30	30	8	2.22044604925031e-16	-2125
3R	CG11873	FBgn0039633	FBtr0330299	12064	342	175	153	42	0	-0.864035087719298
3R	CG11874	FBgn0039634	FBtr0085416	3211	59	25	45	12	0	-0.588983050847458
3R	CG11875	FBgn0039301	FBtr0084812	1107	18	18	24	7	0	-2.42857142857143
3R	CG11877	FBgn0039636	FBtr0085370	1866	51	12	21	5	0	0.0117647058823529
3R	CG11878	FBgn0039310	FBtr0084821	1345	54	36	35	6	0	-2.88888888888889
3R	CG11880	FBgn0039637	FBtr0085371	3195	113	36	45	17	1.11022302462516e-16	0.156689224362311
3R	CG11882	FBgn0039642	FBtr0085411	1087	38	18	9	9	0	0.526315789473684
3R	CG11889	FBgn0039308	FBtr0100614	2944	44	39	26	18	-1.11022302462516e-16	-0.28030303030303
3R	CG11891	FBgn0039309	FBtr0300131	2922	23	42	8	38	0	0.615560640732265
3R	CG11892	FBgn0039313	FBtr0089644	1510	48	15	34	6	0	-0.770833333333333
3R	CG11893	FBgn0039316	FBtr0084827	1415	27	34	31	22	1.11022302462516e-16	-0.774410774410774
3R	CG11897	FBgn0039644	FBtr0085386	4880	161	35	100	11	-5.55111512312578e-17	-0.976284584980237
3R	CG11898	FBgn0039645	FBtr0273260	4472	214	42	73	11	0	-0.302463891248938
3R	CG11902	FBgn0028647	FBtr0300735	4601	146	95	80	47	0	-0.107548819586126
3R	CG11913	FBgn0039331	FBtr0273265	1700	78	9	38	8	0	0.451923076923077
3R	CG11920	FBgn0039274	FBtr0084769	1012	43	9	12	2	-5.55111512312578e-17	-0.255813953488372
3R	CG11951	FBgn0039656	FBtr0306020	2707	2	1	2	3	0	0.666666666666667
3R	CG11964	FBgn0037644	FBtr0082015	1885	31	11	46	5	-5.55111512312578e-17	-2.26451612903226
3R	CG11966	FBgn0037645	FBtr0082014	4429	24	9	28	4	0	-1625
3R	CG11970	FBgn0027503	FBtr0081959	5397	62	57	104	42	-1.11022302462516e-16	-1.27649769585253
3R	CG11977	FBgn0037650	FBtr0300742	857	13	2	31	26	1.11022302462516e-16	0.816568047337278
3R	CG11980	FBgn0037652	FBtr0081963	1195	8	6	26	29	0	0.327586206896552
3R	CG11982	FBgn0037653	FBtr0081965	1575	11	7	27	10	0	-0.718181818181818
3R	CG11983	FBgn0037654	FBtr0081966	1813	13	11	21	19	0	0.0647773279352227
3R	CG11984	FBgn0037655	FBtr0300743	2394	22	8	19	9	0	0.232323232323232
3R	CG11986	FBgn0037656	FBtr0081967	1262	9	18	24	18	1.11022302462516e-16	-1.66666666666667
3R	CG11997	FBgn0037662	FBtr0081972	1525	28	36	20	14	0	-0.836734693877551
3R	CG11999	FBgn0037312	FBtr0078807	904	4	2	11	4	0	-375
3R	CG12001	FBgn0037265	FBtr0078861	2130	6	16	46	20	1.11022302462516e-16	-5.13333333333333
3R	CG12007	FBgn0037293	FBtr0078842	1853	11	14	39	27	0	-0.838383838383838
3R	CG12054	FBgn0039831	FBtr0085758	3130	54	23	18	2	0	-2.83333333333333
3R	CG1208	FBgn0037386	FBtr0113197	2286	6	6	56	26	-5.55111512312578e-17	-1.15384615384615
3R	CG1213	FBgn0037387	FBtr0078642	1862	10	4	57	3	0	-6.6
3R	CG12147	FBgn0037325	FBtr0078793	1889	16	7	36	25	0	0.37
3R	CG12162	FBgn0037329	FBtr0078681	1639	10	5	29	14	0	-0.0357142857142856
3R	CG12163	FBgn0260462	FBtr0078823	2299	10	5	52	7	0	-2.71428571428571
3R	CG12170	FBgn0037356	FBtr0078709	1424	12	7	35	10	0	-1.04166666666667
3R	CG12171	FBgn0037354	FBtr0078708	1014	7	4	30	9	1.11022302462516e-16	-0.904761904761905
3R	CG12173	FBgn0037305	FBtr0078821	867	5	5	26	20	0	-0.3
3R	CG1218	FBgn0037377	FBtr0078630	1505	7	9	39	14	0	-2.58163265306122
3R	CG12201	FBgn0037970	FBtr0082485	1070	27	2	32	8	0	0.703703703703704
3R	CG12207	FBgn0038220	FBtr0082921	2316	28	24	9	2	5.55111512312578e-17	-2.85714285714286
3R	CG12213	FBgn0260742	FBtr0113223	2607	26	29	48	18	-1.11022302462516e-16	-1.97435897435897
3R	CG12224	FBgn0037974	FBtr0306697	1109	36	14	9	4	0	125
3R	CG12256	FBgn0038002	FBtr0082621	935	23	28	24	2	0	-13.6086956521739
3R	CG12259	FBgn0039557	FBtr0085270	1246	48	13	18	6	0	0.1875
3R	CG12267	FBgn0038057	FBtr0082635	1592	26	18	43	4	0	-6.44230769230769
3R	CG12268	FBgn0039131	FBtr0084513	1775	81	16	21	1	-1.11022302462516e-16	-3.14814814814815
3R	CG12269	FBgn0038665	FBtr0304691	477	13	6	6	2	-1.11022302462516e-16	-0.384615384615385
3R	CG12278	FBgn0038847	FBtr0084003	813	42	42	13	7	0	-0.857142857142857
3R	CG12279	FBgn0038080	FBtr0082656	601	11	8	6	4	0	-0.0909090909090911
3R	CG12290	FBgn0039419	FBtr0084990	3082	136	33	42	3	0	-2.39705882352941
3R	CG12320	FBgn0038590	FBtr0083605	1237	50	27	17	7	0	-0.311428571428572
3R	CG12321	FBgn0038577	FBtr0083616	903	37	8	16	3	5.55111512312578e-17	-0.153153153153153
3R	CG12333	FBgn0038617	FBtr0083655	2167	56	14	31	3	0	-1.58333333333333
3R	CG1234	FBgn0037489	FBtr0081599	2572	18	22	58	13	0	-4.45299145299145
3R	CG12347	FBgn0038558	FBtr0083519	714	15	5	5	8	0	0.791666666666667
3R	CG1236	FBgn0037370	FBtr0078721	1190	4	4	26	12	0	-1.16666666666667
3R	CG12360	FBgn0038111	FBtr0082717	2158	34	19	30	5	0	-2.35294117647059
3R	CG1239	FBgn0037368	FBtr0078720	1051	4	3	23	17	0	-0.0147058823529413
3R	CG12402	FBgn0038202	FBtr0330081	3476	30	27	53	21	1.11022302462516e-16	-1.27142857142857
3R	CG12413	FBgn0039588	FBtr0085293	2255	73	38	46	12	0	-0.995433789954338
3R	CG12420	FBgn0037797	FBtr0082222	855	18	12	21	15	0	0.0666666666666668
3R	CG12426	FBgn0039552	FBtr0300050	649	19	5	5	4	0	0.671052631578947
3R	CG12428	FBgn0039543	FBtr0085236	2409	76	29	35	6	5.55111512312578e-17	-1.22587719298246
3R	CG12499	FBgn0038968	FBtr0084295	6384	252	129	95	55	0	0.115800865800866
3R	CG12516	FBgn0039577	FBtr0301672	975	34	31	22	15	0	-0.337254901960784
3R	CG12538	FBgn0038157	FBtr0082791	585	16	27	2	5	0	325
3R	CG12558	FBgn0039599	FBtr0085311	940	41	58	20	13	-1.11022302462516e-16	-1.17636022514071
3R	CG12581	FBgn0037213	FBtr0078961	5393	5	3	40	11	0	-1.18181818181818
3R	CG12582	FBgn0037215	FBtr0078964	3035	12	18	52	37	0	-1.10810810810811
3R	CG12589	FBgn0040684	FBtr0078843	517	1	5	3	10	0	-0.5
3R	CG12590	FBgn0037294	FBtr0078773	1290	3	9	22	66	0	0
3R	CG12594	FBgn0037941	FBtr0082429	3364	46	43	22	21	5.55111512312578e-17	0.020703933747412
3R	CG12746	FBgn0037341	FBtr0078689	1339	7	7	28	25	0	-0.12
3R	CG12783	FBgn0038448	FBtr0331687	1684	41	14	47	11	-1.11022302462516e-16	-0.458980044345898
3R	CG12784	FBgn0038356	FBtr0083169	450	7	1	7	17	0	0.941176470588235
3R	CG12811	FBgn0037779	FBtr0082204	1002	8	6	11	5	0	-0.65
3R	CG12814	FBgn0037796	FBtr0306090	1951	28	11	15	1	0	-4.89285714285714
3R	CG12817	FBgn0037798	FBtr0110952	1060	16	7	11	2	-5.55111512312578e-17	-1.40625
3R	CG12818	FBgn0037809	FBtr0082230	1001	10	12	23	8	0	-2.45
3R	CG1287	FBgn0037506	FBtr0081554	1426	15	6	33	11	0	-0.2
3R	CG12877	FBgn0039544	FBtr0100446	3250	135	75	50	43	0	0.354005167958656
3R	CG1288	FBgn0250845	FBtr0081604	988	7	7	11	14	0	0.214285714285714
3R	CG12880	FBgn0046258	FBtr0085217	1894	39	26	7	12	0	0.611111111111111
3R	CG12883	FBgn0039538	FBtr0085216	976	26	15	2	1	0	-0.153846153846154
3R	CG12885	FBgn0039523	FBtr0085185	3015	89	132	30	21	0	-1.11878009630819
3R	CG12945	FBgn0037755	FBtr0113214	2059	19	23	22	42	0	0.365914786967419
3R	CG12947	FBgn0037753	FBtr0113213	1695	21	22	29	11	0	-1.76190476190476
3R	CG12948	FBgn0037739	FBtr0082167	1281	8	13	9	3	5.55111512312578e-17	-3875
3R	CG12950	FBgn0037736	FBtr0082170	3598	34	17	63	4	0	-6875
3R	CG12951	FBgn0037677	FBtr0082058	857	23	20	18	7	0	-1.2360248447205
3R	CG1307	FBgn0026566	FBtr0301623	899	7	7	12	6	0	-1
3R	CG1315	FBgn0026565	FBtr0081699	1409	14	12	27	14	0	-0.653061224489796
3R	CG13318	FBgn0037627	FBtr0081942	1271	14	23	27	10	-1.11022302462516e-16	-3.43571428571429
3R	CG1340	FBgn0039797	FBtr0085699	1851	49	25	29	25	0	0.408163265306122
3R	CG13407	FBgn0038931	FBtr0084181	1335	58	38	15	9	0	-0.0919540229885059
3R	CG13408	FBgn0038929	FBtr0084179	1189	34	25	9	4	0	-0.654411764705882
3R	CG13409	FBgn0038926	FBtr0084184	2087	82	15	27	2	0	-1.46951219512195
3R	CG1347	FBgn0037363	FBtr0078716	6282	20	17	90	35	-5.55111512312578e-17	-1.18571428571429
3R	CG13597	FBgn0039124	FBtr0084525	1726	28	24	37	74	1.11022302462516e-16	0.571428571428571
3R	CG13599	FBgn0039128	FBtr0084493	1029	34	34	14	14	0	0
3R	CG13601	FBgn0039126	FBtr0330369	1091	28	16	12	2	0	-2.42857142857143
3R	CG13603	FBgn0039135	FBtr0084510	1046	25	4	17	4	1.11022302462516e-16	0.32
3R	CG13604	FBgn0039137	FBtr0330370	3042	74	19	39	6	1.11022302462516e-16	-0.668918918918919
3R	CG13605	FBgn0039150	FBtr0300705	2174	61	27	34	21	-5.55111512312578e-17	0.283372365339579
3R	CG13607	FBgn0039151	FBtr0084585	2129	81	19	35	4	1.11022302462516e-16	-1.05246913580247
3R	CG13609	FBgn0039170	FBtr0084560	1516	31	32	20	24	-1.11022302462516e-16	0.139784946236559
3R	CG13611	FBgn0039177	FBtr0084600	1548	78	20	23	13	0	0.546351084812623
3R	CG13613	FBgn0039193	FBtr0303582	660	22	15	15	9	5.55111512312578e-17	-0.136363636363636
3R	CG13614	FBgn0039194	FBtr0084614	1047	44	43	25	10	0	-1.44318181818182
3R	CG13615	FBgn0039199	FBtr0084617	1139	50	41	22	11	0	-0.64
3R	CG13616	FBgn0039200	FBtr0084618	750	39	21	15	4	0	-1.01923076923077
3R	CG13617	FBgn0039201	FBtr0084641	2622	113	86	48	22	0	-0.660498793242156
3R	CG13622	FBgn0039202	FBtr0289971	1201	45	47	13	10	0	-0.357777777777778
3R	CG13623	FBgn0039205	FBtr0084679	725	22	9	9	2	1.11022302462516e-16	-0.840909090909091
3R	CG13624	FBgn0039209	FBtr0084672	5651	2	3	0	8	NA	1
3R	CG13625	FBgn0039210	FBtr0084671	2094	105	98	37	20	-1.11022302462516e-16	-0.726666666666667
3R	CG13627	FBgn0039217	FBtr0084686	2528	96	48	30	5	0	-2
3R	CG13630	FBgn0039219	FBtr0084745	1301	35	8	17	2	0	-0.942857142857143
3R	CG13634	FBgn0039224	FBtr0084742	1837	71	35	35	4	1.11022302462516e-16	-3.31338028169014
3R	CG13639	FBgn0039236	FBtr0306105	467	5	5	6	4	0	-0.5
3R	CG13640	FBgn0039237	FBtr0084730	507	14	16	8	2	-1.11022302462516e-16	-3.57142857142857
3R	CG13641	FBgn0039239	FBtr0084729	542	16	19	7	24	1.11022302462516e-16	0.653645833333333
3R	CG13643	FBgn0040601	FBtr0306798	3248	110	77	45	5	0	-5.3
3R	CG13646	FBgn0039255	FBtr0084751	1584	66	36	56	6	0	-4.09090909090909
3R	CG13650	FBgn0039277	FBtr0113286	2680	93	26	39	1	5.55111512312578e-17	-9.90322580645161
3R	CG13653	FBgn0039288	FBtr0084804	937	40	22	13	4	0	-0.7875
3R	CG13654	FBgn0039290	FBtr0084805	3769	146	89	63	20	2.22044604925031e-16	-0.920205479452055
3R	CG13658	FBgn0039315	FBtr0273361	1334	44	51	28	34	-1.11022302462516e-16	0.0454545454545453
3R	CG13659	FBgn0039319	FBtr0084828	1301	50	59	32	20	-1.11022302462516e-16	-888
3R	CG13822	FBgn0039098	FBtr0084434	773	24	20	18	11	0	-0.363636363636364
3R	CG13827	FBgn0039068	FBtr0084376	989	3	0	0	1	NA	1
3R	CG13829	FBgn0039059	FBtr0084400	810	49	19	17	12	0	0.450680272108844
3R	CG13830	FBgn0039054	FBtr0302022	2451	92	28	20	1	0	-5.08695652173913
3R	CG13833	FBgn0039040	FBtr0084362	1076	64	26	22	21	0	0.574404761904762
3R	CG13837	FBgn0039042	FBtr0084345	672	47	27	18	10	0	-0.0340425531914894
3R	CG13838	FBgn0039041	FBtr0084344	429	13	13	8	22	0	0.636363636363636
3R	CG13841	FBgn0040588	FBtr0084316	835	18	20	2	4	0	0.444444444444444
3R	CG13843	FBgn0038993	FBtr0084269	1183	55	31	21	13	1.11022302462516e-16	0.0895104895104896
3R	CG13847	FBgn0038967	FBtr0301711	3083	78	70	53	15	-5.55111512312578e-17	-2.17094017094017
3R	CG13850	FBgn0038961	FBtr0084231	1876	46	23	32	9	0	-0.777777777777778
3R	CG13855	FBgn0038960	FBtr0084225	2337	84	27	34	5	0	-1.18571428571429
3R	CG13856	FBgn0038959	FBtr0084224	943	21	15	15	1	0	-9.71428571428572
3R	CG13857	FBgn0038958	FBtr0084234	1435	32	14	23	5	0	-1.0125
3R	CG13862	FBgn0038942	FBtr0084204	490	15	25	6	7	0	-0.428571428571429
3R	CG13972	FBgn0039522	FBtr0085212	1347	85	67	29	12	0	-0.904901960784314
3R	CG13978	FBgn0039518	FBtr0085182	2842	145	87	70	74	1.11022302462516e-16	0.432432432432432
3R	CG14061	FBgn0039598	FBtr0085313	1236	39	22	24	15	0	0.0974358974358974
3R	CG14062	FBgn0039592	FBtr0100373	1180	66	28	11	7	1.11022302462516e-16	0.333333333333333
3R	CG14237	FBgn0039428	FBtr0330153	366	9	14	10	8	0	-0.944444444444444
3R	CG14238	FBgn0039429	FBtr0085014	1910	92	27	22	1	0	-5.45652173913044
3R	CG14239	FBgn0039424	FBtr0113295	1452	90	28	27	8	0	-0.05
3R	CG14244	FBgn0040607	FBtr0303466	486	20	9	9	8	0	0.49375
3R	CG14245	FBgn0039452	FBtr0100553	393	22	19	7	3	-1.11022302462516e-16	-1.01515151515152
3R	CG14246	FBgn0040608	FBtr0100441	548	9	11	4	3	0	-0.62962962962963
3R	CG14247	FBgn0039454	FBtr0085043	984	23	34	3	6	0	0.260869565217391
3R	CG14252	FBgn0039462	FBtr0085067	1301	65	25	16	17	0	0.638009049773756
3R	CG14253	FBgn0039467	FBtr0085071	2167	1	1	1	1	0	0
3R	CG14257	FBgn0039479	FBtr0299564	2628	91	32	20	3	0	-1.34432234432234
3R	CG14258	FBgn0039482	FBtr0085103	901	26	23	21	10	1.11022302462516e-16	-0.857692307692308
3R	CG14259	FBgn0039483	FBtr0085104	1072	23	24	21	5	-5.55111512312578e-17	-3.38260869565217
3R	CG14260	FBgn0039504	FBtr0085157	919	29	23	12	8	0	-0.189655172413793
3R	CG14262	FBgn0039503	FBtr0085177	1004	37	32	27	18	0	-0.297297297297297
3R	CG1427	FBgn0037347	FBtr0273377	1580	7	4	47	30	0	0.104761904761905
3R	CG14280	FBgn0038695	FBtr0083738	2358	85	45	28	12	-5.55111512312578e-17	-0.235294117647059
3R	CG14282	FBgn0038685	FBtr0083734	987	50	17	17	7	0	0.174285714285714
3R	CG14285	FBgn0038674	FBtr0083711	989	42	27	22	6	0	-1.35714285714286
3R	CG14286	FBgn0038673	FBtr0083710	762	17	11	22	6	0	-1.37254901960784
3R	CG14291	FBgn0038660	FBtr0083724	1870	100	58	29	13	0	-0.293846153846154
3R	CG14292	FBgn0038658	FBtr0083725	648	31	8	12	4	0	0.225806451612903
3R	CG14294	FBgn0038656	FBtr0083726	602	10	5	8	10	0	0.6
3R	CG14297	FBgn0038655	FBtr0083696	1032	36	11	15	9	0	0.490740740740741
3R	CG14298	FBgn0038654	FBtr0083695	695	20	10	4	3	0	0.333333333333333
3R	CG14299	FBgn0038651	FBtr0273382	7607	273	163	163	66	0	-0.474580974580975
3R	CG14301	FBgn0038632	FBtr0290199	1846	30	6	6	1	0	-0.2
3R	CG14302	FBgn0038647	FBtr0083673	281	6	2	3	3	0	0.666666666666667
3R	CG14304	FBgn0038629	FBtr0083639	3806	120	92	41	29	-1.11022302462516e-16	-0.0839080459770116
3R	CG14305	FBgn0038630	FBtr0083634	1281	30	3	18	6	0	0.7
3R	CG14309	FBgn0038611	FBtr0083580	3341	134	61	50	19	1.11022302462516e-16	-0.19795758051846
3R	CG14312	FBgn0038596	FBtr0083599	494	13	0	0	1	NA	1
3R	CG14313	FBgn0038579	FBtr0083615	652	22	6	4	5	1.11022302462516e-16	0.781818181818182
3R	CG14314	FBgn0038581	FBtr0083560	1606	58	20	17	2	0	-1.93103448275862
3R	CG14315	FBgn0038568	FBtr0083547	771	38	3	16	18	0	0.929824561403509
3R	CG14316	FBgn0038567	FBtr0083546	1468	78	41	40	40	0	0.474358974358974
3R	CG14317	FBgn0038566	FBtr0083541	1536	88	24	21	5	0	-0.145454545454546
3R	CG14321	FBgn0038540	FBtr0083511	702	25	12	7	2	1.11022302462516e-16	-0.68
3R	CG14322	FBgn0038532	FBtr0331346	5149	228	237	79	131	0	0.373141824025713
3R	CG14323	FBgn0038529	FBtr0083498	914	27	35	3	12	0	0.675925925925926
3R	CG14324	FBgn0038527	FBtr0083500	464	17	8	4	1	-1.11022302462516e-16	-0.882352941176471
3R	CG14325	FBgn0038531	FBtr0289974	1383	66	43	10	3	0	-1.17171717171717
3R	CG14327	FBgn0038526	FBtr0083465	756	22	14	14	3	-1.11022302462516e-16	-1.96969696969697
3R	CG14331	FBgn0038510	FBtr0113244	1143	31	41	13	5	-2.22044604925031e-16	-2.43870967741935
3R	CG14332	FBgn0038509	FBtr0083446	513	18	26	8	7	0	-0.650793650793651
3R	CG14354	FBgn0039376	FBtr0084905	1041	36	19	16	25	0	0.662222222222222
3R	CG14355	FBgn0038208	FBtr0082907	3292	131	46	70	28	5.55111512312578e-17	0.122137404580153
3R	CG14356	FBgn0038207	FBtr0082908	740	20	20	5	2	1.11022302462516e-16	-1.5
3R	CG14357	FBgn0038204	FBtr0301280	960	28	24	26	67	5.55111512312578e-17	0.667377398720682
3R	CG14362	FBgn0038186	FBtr0082881	688	22	5	9	7	0	0.707792207792208
3R	CG14367	FBgn0038170	FBtr0082819	1204	38	21	17	2	0	-3.69736842105263
3R	CG14369	FBgn0038159	FBtr0082789	1026	6	10	3	4	1.11022302462516e-16	-0.25
3R	CG14370	FBgn0038158	FBtr0082788	729	15	8	12	30	0	0.786666666666667
3R	CG14372	FBgn0038156	FBtr0303259	4919	118	37	31	4	0	-1.43008474576271
3R	CG14374	FBgn0040553	FBtr0082761	447	16	18	4	2	0	-1.25
3R	CG14380	FBgn0038124	FBtr0300768	920	15	8	9	10	0	0.52
3R	CG14383	FBgn0038102	FBtr0082724	1136	28	27	23	22	5.55111512312578e-17	-0.00811688311688319
3R	CG14384	FBgn0038097	FBtr0082731	707	10	10	12	25	0	0.52
3R	CG14391	FBgn0038078	FBtr0082663	614	11	5	8	3	0	-0.212121212121212
3R	CG14395	FBgn0038073	FBtr0300769	3980	110	56	84	11	-5.55111512312578e-17	-2.88760330578512
3R	CG1443	FBgn0039620	FBtr0085345	2274	88	10	6	4	-5.55111512312578e-17	0.829545454545455
3R	CG14463	FBgn0037535	FBtr0081783	755	5	18	17	3	0	-19.4
3R	CG14507	FBgn0039655	FBtr0113305	1233	65	42	21	11	0	-0.233566433566434
3R	CG14508	FBgn0039651	FBtr0085406	1293	25	9	25	9	0	0
3R	CG14509	FBgn0039647	FBtr0113304	2372	47	41	9	5	1.11022302462516e-16	-0.570212765957447
3R	CG14511	FBgn0039641	FBtr0085412	1216	31	26	20	6	0	-1.79569892473118
3R	CG14512	FBgn0039639	FBtr0085413	604	11	14	12	9	5.55111512312578e-17	-0.696969696969697
3R	CG14515	FBgn0039648	FBtr0085389	639	32	6	3	2	0	0.71875
3R	CG14516	FBgn0039640	FBtr0085382	3369	109	35	83	8	-5.55111512312578e-17	-2.33142201834862
3R	CG14518	FBgn0039621	FBtr0085341	625	18	10	8	3	0	-0.481481481481482
3R	CG14521	FBgn0039617	FBtr0085347	3105	41	9	12	2	0	-0.317073170731707
3R	CG14523	FBgn0039612	FBtr0085349	2099	102	81	31	26	0	0.0531674208144798
3R	CG14527	FBgn0039613	FBtr0085330	2154	109	46	43	58	0	0.687124327744385
3R	CG14528	FBgn0039611	FBtr0085329	2185	106	70	44	14	-5.55111512312578e-17	-1.07547169811321
3R	CG14529	FBgn0039609	FBtr0085328	2127	84	64	44	23	0	-0.457556935817805
3R	CG14540	FBgn0039398	FBtr0084948	2284	61	48	33	38	0	0.31665228645384
3R	CG14543	FBgn0039404	FBtr0084968	657	15	13	12	3	0	-2.46666666666667
3R	CG14544	FBgn0039407	FBtr0084969	1069	50	13	7	2	0	0.09
3R	CG14545	FBgn0040602	FBtr0084913	813	15	12	9	8	0	0.0999999999999999
3R	CG14546	FBgn0039395	FBtr0084984	1495	54	64	19	12	0	-0.876543209876543
3R	CG14550	FBgn0039405	FBtr0084974	814	29	21	3	3	0	0.275862068965517
3R	CG14551	FBgn0039408	FBtr0084971	1432	30	22	10	1	0	-6.33333333333333
3R	CG14556	FBgn0039413	FBtr0273389	1210	36	44	25	32	0	0.0451388888888888
3R	CG1458	FBgn0062442	FBtr0085405	675	19	3	3	4	-1.11022302462516e-16	0.881578947368421
3R	CG14598	FBgn0037503	FBtr0081534	1230	7	14	21	18	0	-1.33333333333333
3R	CG14605	FBgn0037486	FBtr0081601	1532	10	9	27	11	0	-1.20909090909091
3R	CG14606	FBgn0037485	FBtr0081603	1925	11	9	40	6	0	-4.45454545454546
3R	CG14607	FBgn0037488	FBtr0303218	1472	5	15	40	9	0	-12.3333333333333
3R	CG14608	FBgn0037487	FBtr0303219	4222	23	33	98	13	0	-9.81605351170568
3R	CG14609	FBgn0037483	FBtr0081573	1993	13	1	48	3	-1.11022302462516e-16	-0.230769230769231
3R	CG14610	FBgn0037477	FBtr0303197	513	3	6	14	19	0	-0.473684210526316
3R	CG14636	FBgn0037217	FBtr0078988	1462	3	9	29	19	0	-3.57894736842105
3R	CG14641	FBgn0037220	FBtr0078985	1564	2	2	41	4	0	-9.25
3R	CG14642	FBgn0037222	FBtr0089687	1270	8	8	28	21	0	-0.333333333333333
3R	CG14644	FBgn0250821	FBtr0078981	1034	3	5	26	12	1.11022302462516e-16	-2.61111111111111
3R	CG14645	FBgn0040687	FBtr0078908	409	1	2	8	3	1.11022302462516e-16	-4.33333333333333
3R	CG14647	FBgn0037244	FBtr0290222	1178	6	1	29	5	0	0.0333333333333334
3R	CG14650	FBgn0037252	FBtr0078926	3630	8	8	60	44	0	-0.363636363636364
3R	CG14651	FBgn0037254	FBtr0299947	3404	12	9	85	21	0	-2.03571428571429
3R	CG14655	FBgn0037275	FBtr0078881	2137	9	2	42	12	0	0.222222222222222
3R	CG14657	FBgn0037282	FBtr0078875	2414	8	10	33	32	5.55111512312578e-17	-0.2890625
3R	CG14658	FBgn0037283	FBtr0078874	603	1	1	9	5	0	-0.8
3R	CG14659	FBgn0037284	FBtr0078873	449	5	1	6	23	0	0.947826086956522
3R	CG14662	FBgn0037291	FBtr0078846	2000	12	17	57	53	-1.11022302462516e-16	-0.523584905660377
3R	CG14664	FBgn0040682	FBtr0305000	632	3	4	7	3	0	-2.11111111111111
3R	CG14667	FBgn0037317	FBtr0100433	1260	9	8	27	35	0	0.314285714285714
3R	CG14668	FBgn0037320	FBtr0078801	948	2	8	18	34	0	-1.11764705882353
3R	CG14669	FBgn0037326	FBtr0078679	3648	2	3	4	5	-1.11022302462516e-16	-0.2
